SA3_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
20402,7786,4527,4619,4900,5916,6761,6383,3896,1551,46331,15,10,3,3,16,18,19,10,12,113,8,22,11,8,12,18,15,0,0,98,122,220,243,153,171,189,169,84,79,1440,4,0,0,7,9,11,11,0,0,35,0,0,0,3,4,4,3,0,0,8,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,6,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,140,248,261,176,196,220,200,90,80,1608,149,256,265,180,210,243,219,96,90,1720,7932,4787,4881,5080,6125,7005,6600,3992,1647,48055
20403,13803,7866,8331,8740,9305,9941,8636,4547,1650,72819,11,17,9,4,14,30,28,23,4,146,41,136,106,57,61,61,32,16,6,524,532,700,565,542,459,470,329,103,45,3746,6,124,73,26,17,20,30,3,0,305,7,88,51,13,9,15,17,0,0,201,7,44,15,10,5,13,13,5,0,103,0,21,10,0,10,7,7,0,0,50,0,3,3,5,0,4,0,0,0,16,0,4,3,6,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,603,1119,825,655,572,596,423,125,52,4965,612,1128,834,661,586,624,454,147,61,5111,14414,8995,9171,9404,9885,10567,9088,4698,1707,77932
20501,10769,5841,6858,6427,6711,7229,6570,3716,1298,55419,3,8,8,5,13,11,14,12,5,80,6,4,6,4,0,3,0,0,5,17,164,259,266,121,125,124,118,57,29,1255,0,5,3,5,6,3,6,0,0,28,0,4,0,0,0,4,0,0,0,5,0,3,0,0,5,5,4,0,0,13,0,3,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,271,280,126,135,135,125,57,35,1333,170,279,285,131,152,150,139,70,38,1408,10943,6119,7140,6560,6866,7378,6715,3780,1330,56830
20502,7139,3915,4182,4338,5378,7206,7976,4506,1432,46062,5,13,19,7,15,32,45,22,10,160,4,7,4,0,6,6,14,7,0,53,190,251,239,224,248,384,359,145,45,2088,5,0,7,0,5,12,7,0,0,40,0,3,0,5,4,3,7,0,0,21,0,4,0,0,0,0,0,4,0,9,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,3,4,0,0,10,0,0,3,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,200,266,251,239,270,429,391,157,51,2252,203,273,270,243,285,459,439,180,56,2413,7341,4191,4452,4577,5662,7661,8414,4686,1489,48475
20503,11063,5773,5892,7109,8349,10619,10959,5682,1984,67418,9,13,5,13,23,39,33,19,8,162,6,6,6,7,7,5,12,0,0,58,316,411,385,291,385,605,486,184,73,3134,5,0,7,0,8,13,8,3,0,42,0,0,0,0,0,0,4,0,0,9,0,0,5,0,5,3,7,0,0,23,0,0,3,0,3,4,6,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,328,424,401,304,409,646,518,187,73,3291,338,432,408,316,434,678,544,208,86,3449,11407,6207,6298,7418,8780,11303,11503,5888,2067,70871
20504,13357,8302,9455,8587,8977,10080,8726,4762,1855,74109,23,14,10,13,20,23,28,33,6,181,0,3,4,7,5,5,6,4,0,48,318,408,416,296,280,287,266,229,167,2659,5,0,0,12,6,16,7,0,0,40,0,0,0,0,0,4,7,0,0,14,3,0,0,0,0,3,0,0,0,12,0,4,5,0,0,0,0,0,0,11,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,423,427,316,292,321,289,238,165,2803,359,436,435,333,308,345,318,266,177,2983,13716,8736,9894,8926,9285,10421,9040,5036,2030,77087
20505,7565,4475,4925,5014,5254,6231,5910,2921,981,43278,19,11,14,14,14,12,24,11,3,121,5,23,27,10,3,4,3,0,0,81,181,223,221,154,185,230,175,80,35,1483,0,14,30,9,10,6,3,0,0,81,0,3,3,0,3,0,4,0,0,12,0,0,9,6,3,3,3,0,0,28,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,188,270,287,191,204,247,188,83,37,1699,208,281,299,204,216,264,213,99,40,1821,7767,4759,5222,5220,5476,6492,6125,3021,1019,45096
20601,11390,10012,20899,15038,10843,7959,5384,3446,1765,86747,14,7,0,3,7,9,11,4,9,60,0,12,12,9,7,15,11,0,0,62,113,245,423,246,201,162,121,91,81,1687,0,6,8,0,6,8,4,0,0,25,0,5,11,3,5,5,5,4,0,30,0,3,3,0,3,0,0,5,0,23,0,5,5,0,5,6,3,0,0,16,4,0,4,5,0,0,0,0,0,13,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,117,272,462,269,215,196,141,103,86,1861,126,273,467,274,225,208,152,109,89,1927,11516,10293,21367,15313,11071,8163,5536,3555,1851,88673
20602,7743,5146,10125,8403,7539,5401,3458,2229,1127,51177,4,4,13,3,10,4,3,0,4,41,0,9,9,3,3,4,3,0,0,36,83,128,219,100,131,76,37,23,16,830,0,5,3,0,0,3,6,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,6,0,0,0,14,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,152,238,110,131,99,57,24,19,915,92,149,248,113,145,101,59,26,23,957,7831,5297,10374,8517,7683,5501,3521,2259,1152,52133
20603,10162,8059,11940,10033,9219,7617,5317,2682,1395,66430,5,3,9,3,10,18,11,7,3,79,3,14,15,12,3,9,3,0,0,71,122,190,235,136,156,126,89,31,18,1115,0,3,4,7,7,4,0,9,0,40,0,3,0,5,5,0,4,0,0,20,0,3,3,3,9,6,0,4,0,28,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,135,222,270,169,175,152,109,44,18,1287,136,230,274,170,182,172,120,50,28,1362,10308,8288,12219,10203,9402,7792,5438,2729,1419,67792
20604,9825,30120,51419,22377,11245,8686,6082,2944,1135,143834,19,70,41,43,31,12,13,17,4,242,38,172,184,96,115,100,49,18,0,767,513,1447,1654,1178,834,723,538,294,160,7345,25,119,102,57,55,60,25,0,0,449,20,39,36,19,11,19,7,0,0,157,3,42,31,14,35,31,17,3,0,170,12,46,30,27,18,22,17,0,4,180,14,23,10,6,0,3,0,0,0,54,7,32,7,8,3,4,0,0,0,65,0,0,0,0,0,0,0,0,0,0,623,1921,2053,1407,1084,961,656,322,162,9193,643,1989,2093,1453,1109,976,664,332,172,9436,10470,32110,53508,23832,12355,9662,6748,3280,1304,153274
20605,11255,8410,22229,17607,14046,10944,7483,4003,1389,97368,8,11,5,11,16,13,14,15,9,96,9,34,39,21,21,26,15,4,0,163,180,374,583,417,306,317,207,73,37,2507,0,123,68,16,17,22,19,6,0,273,0,14,14,21,7,13,10,8,0,79,0,34,16,9,10,9,4,0,0,85,0,5,10,0,10,3,7,0,0,38,5,0,4,3,0,0,0,0,0,13,3,4,8,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,192,583,744,493,372,394,266,93,38,3174,198,593,746,504,392,407,278,106,44,3275,11458,9002,22976,18119,14439,11353,7763,4109,1433,100641
20606,5325,6550,16785,9271,6441,5503,4744,3292,1353,59272,3,6,6,13,7,9,13,10,10,77,0,69,89,18,19,28,7,6,0,238,117,221,410,189,162,174,147,69,28,1519,0,6,14,9,4,8,15,0,0,56,0,0,12,0,0,4,0,0,0,32,0,3,0,5,0,6,6,3,0,22,0,0,12,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,128,300,542,221,194,220,180,87,31,1900,130,306,547,231,204,229,194,94,38,1971,5453,6853,17333,9503,6651,5737,4940,3385,1392,61244
20607,9378,8757,25713,14675,9967,8064,5860,3079,1224,86713,12,13,24,20,9,14,11,12,3,115,9,17,29,27,18,22,11,3,3,138,159,357,722,403,301,329,292,177,87,2808,3,4,10,5,10,15,8,4,0,64,0,0,11,4,4,6,7,0,0,40,0,5,9,6,3,11,9,0,0,43,0,3,12,5,4,0,9,5,0,51,0,3,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,171,397,796,457,338,382,341,186,84,3161,178,404,822,476,351,396,353,199,90,3273,9556,9162,26529,15147,10319,8459,6214,3287,1321,89987
20701,26326,23299,20254,19860,23180,19914,15138,9380,4778,162118,8,6,3,12,8,9,15,12,14,95,12,39,15,10,13,16,14,6,5,127,268,514,536,352,314,347,306,221,124,2976,4,11,7,10,12,8,16,4,3,71,0,4,3,0,0,0,4,4,5,23,0,4,3,4,0,0,5,0,0,26,0,10,8,5,5,0,5,3,0,36,0,6,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,288,585,584,381,343,384,343,235,135,3276,302,590,588,391,350,393,359,249,144,3371,26624,23886,20842,20252,23529,20303,15493,9629,4930,165491
20702,15546,10727,11151,13004,12305,11847,9897,8135,3668,96289,11,4,8,4,10,3,0,18,21,74,4,10,9,7,3,13,0,5,0,53,168,154,221,185,146,138,113,90,71,1287,0,0,6,5,0,6,7,4,0,29,0,4,4,3,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,169,251,207,152,149,131,103,68,1403,189,173,256,213,157,159,133,114,87,1483,15734,10903,11411,13216,12459,12003,10031,8255,3755,97771
20703,15938,15106,15856,13921,13894,11477,8791,6103,3358,104450,4,9,12,7,12,13,17,4,9,86,4,23,12,7,9,8,10,0,0,77,217,385,377,256,230,213,215,185,110,2181,0,6,4,0,4,7,12,4,0,32,0,3,0,0,3,5,4,0,4,17,0,9,0,0,0,0,0,0,0,16,0,8,8,0,0,0,3,0,0,27,0,5,4,0,0,0,0,0,0,9,0,8,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,222,448,407,275,248,233,240,191,111,2373,228,455,417,279,258,251,253,194,124,2461,16171,15560,16270,14206,14149,11725,9053,6299,3484,106909
20801,17265,11712,7567,11486,15788,13440,10443,6582,3294,97583,9,9,5,7,8,10,13,8,7,84,0,18,17,5,7,17,10,3,3,80,261,265,258,206,215,217,165,138,66,1786,0,0,0,0,9,9,9,9,0,40,0,4,0,0,0,4,0,0,0,13,0,0,0,5,0,0,9,0,0,11,0,0,0,0,0,8,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,258,293,285,215,230,257,197,151,68,1959,275,305,290,226,239,266,214,157,80,2040,17540,12015,7856,11716,16027,13705,10659,6737,3373,99625
