SA3_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20402,..,75,96,33,50,96,66,31,4,467,..,89,212,157,329,669,830,720,429,3433,47,78,41,27,36,61,55,25,11,379,3667,2195,2284,2483,3034,3436,3172,1888,679,22824,..,68,1432,2562,3102,3755,3828,2067,417,17226,..,436,1197,792,779,624,329,90,13,4260,..,52,277,455,595,315,158,145,79,2074,7334,..,..,..,..,..,..,..,..,7334,..,1745,..,..,..,..,..,..,..,1745,..,1376,560,243,230,115,21,0,0,2542,..,138,82,40,70,130,147,99,55,769,..,135,116,43,42,32,21,12,3,400,..,155,237,90,109,194,154,67,12,1012,..,165,424,409,709,1294,1446,1096,577,6124,99,143,118,82,76,116,103,53,20,806,7432,4423,4446,4711,5710,6573,6211,3622,1175,44296
20403,..,157,164,41,70,122,72,19,4,646,..,116,303,288,461,906,1108,879,391,4450,75,98,74,67,68,80,95,37,17,606,6587,3468,4016,4468,4685,5035,4261,2249,682,35458,..,94,2482,4699,5080,5794,5259,2416,431,26267,..,754,2347,1451,1295,979,444,144,17,7432,..,89,484,819,902,425,218,164,106,3221,13148,..,..,..,..,..,..,..,..,13148,..,2948,..,..,..,..,..,..,..,2948,..,2075,869,325,241,133,27,0,0,3673,..,268,174,63,87,186,168,115,75,1129,..,208,190,67,44,32,24,9,3,581,..,345,432,126,166,243,173,41,5,1533,..,236,749,663,1007,1722,1928,1273,540,8120,149,205,179,171,149,158,175,71,28,1278,13300,7216,7895,8389,8977,9671,8430,4240,1199,69322
20501,..,73,111,35,34,72,54,28,6,422,..,69,224,178,271,632,800,623,292,3088,71,103,65,24,34,38,51,20,5,426,5060,2901,3515,3196,3407,3719,3293,1775,540,27407,..,94,2371,3591,3800,4367,4163,2165,357,20904,..,533,1954,1004,852,606,366,91,13,5420,..,47,345,578,687,359,149,111,73,2361,10239,..,..,..,..,..,..,..,..,10239,..,2467,..,..,..,..,..,..,..,2467,..,1840,851,280,217,101,24,0,0,3307,..,204,146,55,74,167,142,102,72,962,..,145,153,47,43,33,17,4,0,446,..,148,277,96,86,153,120,56,13,953,..,123,453,435,639,1153,1328,913,427,5475,143,184,155,65,83,85,102,47,14,870,10377,5783,6701,6154,6486,7028,6408,3504,961,53406
20502,..,59,111,40,61,96,102,34,8,507,..,50,155,142,289,652,888,748,367,3290,39,60,38,28,41,70,75,41,13,415,3322,1784,2098,2161,2752,3645,3803,2152,640,22367,..,39,1159,1999,2617,3916,4699,2580,419,17428,..,397,1147,744,804,829,569,158,30,4682,..,64,263,447,523,274,153,119,84,1921,6653,..,..,..,..,..,..,..,..,6653,..,1345,..,..,..,..,..,..,..,1345,..,1301,572,256,214,127,19,0,0,2485,..,138,84,36,87,129,142,93,51,753,..,125,92,54,39,36,21,9,0,377,..,141,243,104,123,190,185,76,20,1078,..,101,342,353,613,1309,1793,1185,525,6223,101,118,100,65,89,131,158,79,22,872,6751,3767,3998,4061,5109,6953,7735,4307,1147,43831
20503,..,81,112,44,95,141,116,44,5,641,..,69,202,210,411,1069,1393,1020,495,4867,73,103,91,44,64,148,112,46,13,687,5069,2735,3023,3528,4192,5493,5438,2729,835,33044,..,42,1644,3631,4392,5846,6621,3183,533,25901,..,500,1710,1252,1231,1158,650,176,26,6694,..,46,346,646,764,436,242,140,97,2719,10431,..,..,..,..,..,..,..,..,10431,..,2468,..,..,..,..,..,..,..,2468,..,1796,860,360,265,144,24,0,0,3455,..,169,96,56,77,169,198,113,79,964,..,143,144,55,52,41,29,6,5,477,..,180,269,110,173,280,243,84,22,1357,..,159,482,554,976,2041,2452,1566,717,8946,131,183,201,112,145,282,234,92,16,1407,10561,5686,5753,6777,8076,10397,10693,5379,1497,64815
20504,..,224,179,65,93,130,88,38,6,824,..,172,432,328,541,1084,1274,971,462,5255,91,114,80,48,65,92,79,42,10,624,6104,3922,4665,4207,4490,5075,4309,2345,731,35844,..,98,2440,4062,4333,5288,4880,2424,415,23939,..,862,2643,1367,1140,828,393,106,12,7348,..,158,743,944,1033,612,283,169,106,4044,12463,..,..,..,..,..,..,..,..,12463,..,2800,..,..,..,..,..,..,..,2800,..,2619,1211,447,294,136,36,0,0,4748,..,285,208,83,146,214,188,135,53,1316,..,203,169,77,60,51,27,10,3,606,..,399,448,172,217,293,207,68,11,1814,..,315,969,846,1238,2132,2231,1459,658,9853,202,213,188,127,137,158,145,62,21,1253,12659,7957,9018,8127,8594,9716,8400,4427,1277,70170
20505,..,70,79,32,56,77,55,16,3,401,..,77,160,150,283,540,727,587,264,2795,61,61,49,30,37,71,48,19,7,379,3489,2003,2207,2351,2664,3106,2823,1456,436,20527,..,48,1365,2506,2699,3563,3503,1514,265,15463,..,461,1314,737,712,574,311,89,4,4194,..,43,257,423,482,244,152,90,61,1753,7099,..,..,..,..,..,..,..,..,7099,..,1587,..,..,..,..,..,..,..,1587,..,1338,501,210,143,87,20,0,0,2297,..,157,79,31,54,139,121,95,36,716,..,111,89,35,32,16,17,14,3,317,..,151,190,68,108,156,134,50,8,861,..,152,428,389,637,1112,1351,866,365,5309,109,128,109,77,93,135,127,48,14,842,7210,4170,4334,4481,4961,6027,5726,2765,762,40437
20601,..,1731,2789,469,118,109,79,32,7,5325,..,237,1613,1371,855,901,907,722,469,7075,59,184,321,144,92,73,48,27,16,957,5579,5263,10889,7630,5489,4117,2893,1877,899,44642,..,83,2957,6250,5452,3931,2737,1684,492,23582,..,681,6228,3534,1622,850,333,62,4,13312,..,14,118,529,832,558,264,276,224,2818,11177,..,..,..,..,..,..,..,..,11177,..,3452,..,..,..,..,..,..,..,3452,..,1368,1310,528,493,283,44,0,0,4023,..,385,541,161,143,196,204,157,111,1900,..,301,699,132,41,28,8,9,0,1221,..,3038,5527,1046,305,228,165,64,15,10385,..,426,2877,2462,1674,1641,1444,1006,632,12158,106,301,583,263,163,138,77,44,24,1694,11281,10051,20839,14901,10724,7857,5272,3304,1509,85727
20602,..,486,1422,241,63,72,45,22,7,2351,..,100,781,744,537,620,606,500,277,4171,45,95,144,93,47,38,22,14,10,514,3795,2643,5473,4334,3893,2797,1843,1170,543,26490,..,16,1327,3606,3979,2652,1712,1000,324,14612,..,249,3216,2045,1187,755,274,56,4,7775,..,5,45,301,605,318,148,182,138,1743,7584,..,..,..,..,..,..,..,..,7584,..,2655,..,..,..,..,..,..,..,2655,..,822,724,228,314,172,23,0,0,2292,..,149,235,62,73,99,90,71,56,839,..,93,359,63,23,27,7,6,0,572,..,832,2615,567,167,145,79,36,12,4451,..,173,1305,1304,1009,1108,1018,728,382,7028,94,157,277,163,87,69,34,23,12,913,7676,5154,10100,8336,7448,5344,3389,2099,926,50478
20603,..,490,755,148,68,74,53,16,3,1615,..,238,1097,808,698,829,800,614,403,5484,65,95,144,72,31,83,49,24,16,579,4829,4027,6053,5074,4673,3905,2716,1432,695,33405,..,108,2490,5342,5410,4380,2954,1272,324,22290,..,465,3174,1549,855,542,246,50,5,6886,..,18,168,425,757,487,205,145,138,2350,9849,..,..,..,..,..,..,..,..,9849,..,3810,..,..,..,..,..,..,..,3810,..,1527,1290,328,248,148,37,0,0,3577,..,297,388,106,101,155,186,120,83,1411,..,177,318,45,14,11,16,0,3,579,..,1002,1631,363,167,160,118,44,6,3487,..,399,1966,1512,1339,1481,1330,861,504,9391,133,185,271,151,72,138,98,41,24,1109,9984,7982,11684,9806,8957,7500,5193,2542,1088,64744
20604,..,4705,5209,720,157,85,45,20,5,10945,..,2961,5452,2657,1407,1262,1069,594,213,15612,59,625,523,200,98,100,87,26,17,1739,4496,13567,23784,9809,5236,4170,2938,1337,391,65735,..,346,8221,7855,4137,3601,2907,1288,229,28585,..,3671,12452,3674,1400,770,335,96,12,22408,..,37,213,760,1063,630,214,95,57,3070,9115,..,..,..,..,..,..,..,..,9115,..,2514,..,..,..,..,..,..,..,2514,..,768,890,252,115,65,14,0,0,2107,..,1970,1519,300,117,171,132,83,46,4342,..,577,1115,179,43,19,12,5,0,1955,..,8979,11044,1717,403,211,108,58,15,22533,..,5413,11002,5595,2952,2491,1843,919,306,30518,134,1015,977,420,223,195,145,52,18,3174,9249,25282,47428,20751,10466,8145,5711,2604,685,130325
20605,..,735,1901,358,136,106,102,34,11,3382,..,423,2480,2489,1946,1777,1519,907,376,11921,67,163,305,175,121,118,83,39,18,1079,5360,4168,11213,8635,6941,5288,3733,1944,630,47909,..,83,3172,6333,5521,4398,3143,1706,337,24695,..,883,7399,3763,2089,1246,602,171,21,16166,..,13,128,610,1083,666,252,153,105,3006,10800,..,..,..,..,..,..,..,..,10800,..,3196,..,..,..,..,..,..,..,3196,..,946,780,254,260,144,11,0,0,2393,..,408,480,130,109,121,145,96,54,1536,..,150,361,73,33,22,15,0,0,655,..,1499,3892,846,379,288,235,70,22,7215,..,733,4554,4517,3698,3334,2575,1405,535,21352,135,250,514,344,239,217,143,62,25,1929,10940,8155,21265,16865,13406,10438,7125,3665,1086,92932
20606,..,959,1600,179,63,51,37,18,8,2923,..,485,2182,1398,824,775,984,805,451,7913,37,162,245,100,46,63,63,37,19,766,2584,3595,8531,4428,3207,2765,2584,1774,723,30194,..,38,2030,3307,2811,2626,2431,1647,409,15300,..,721,5404,1763,740,471,260,90,19,9466,..,3,66,295,529,387,154,116,87,1639,5067,..,..,..,..,..,..,..,..,5067,..,1984,..,..,..,..,..,..,..,1984,..,550,607,155,175,98,20,3,0,1602,..,324,409,98,60,80,62,85,49,1177,..,84,265,32,16,23,9,5,0,428,..,1615,3227,462,171,128,76,46,10,5737,..,782,3916,2653,1573,1439,1514,1121,593,13592,77,258,450,183,108,99,98,54,25,1353,5145,6356,16379,8951,6185,5342,4628,3154,1195,57347
20607,..,1633,3692,416,113,80,69,28,5,6032,..,284,2082,1588,1021,1066,1136,759,335,8266,65,208,423,149,83,87,52,32,16,1122,4573,4752,13141,6880,4846,3842,3051,1623,646,43345,..,54,2618,4987,4120,3430,2624,1274,311,19407,..,767,8482,3624,1674,997,511,127,16,16192,..,30,176,522,781,541,240,169,166,2619,8963,..,..,..,..,..,..,..,..,8963,..,2547,..,..,..,..,..,..,..,2547,..,860,817,252,270,172,33,0,0,2408,..,404,584,168,109,164,161,99,67,1764,..,237,771,97,37,28,8,4,0,1189,..,2830,7224,1064,310,222,147,57,10,11857,..,541,3921,3204,2130,2009,1796,1085,440,15120,131,337,827,318,186,157,105,52,25,2147,9096,8598,25418,14241,9624,7717,5621,2880,1030,84225
20701,..,1009,1211,214,106,131,100,60,16,2852,..,355,1437,1035,869,1425,1971,1945,1230,10268,112,268,234,128,102,140,102,60,30,1177,12712,11245,10135,10514,12304,10311,7996,4924,2087,82232,..,72,4385,12741,16287,13881,10235,5280,1255,64137,..,849,5150,2198,1530,1036,535,172,38,11495,..,25,158,1068,2077,1208,415,312,273,5541,25798,..,..,..,..,..,..,..,..,25798,..,14010,..,..,..,..,..,..,..,14010,..,3315,3331,617,513,312,54,0,0,8154,..,726,653,171,153,366,409,312,249,3040,..,442,537,95,85,52,32,12,6,1254,..,2134,2821,496,266,290,224,102,41,6379,..,745,2554,1937,1661,2310,2816,2566,1625,16225,219,526,457,214,197,216,183,99,46,2145,26013,22844,20043,19544,22774,19673,14898,8859,3520,158175
20702,..,176,265,105,55,85,64,28,10,792,..,88,411,329,334,613,953,1284,774,4779,52,67,82,44,44,62,57,36,21,469,7455,5025,5580,6727,6368,6291,5412,4241,1581,48672,..,73,3743,8896,8223,8294,7112,5122,1335,42798,..,320,1829,959,689,489,221,102,20,4627,..,9,166,764,1217,841,396,341,237,3981,15241,..,..,..,..,..,..,..,..,15241,..,6413,..,..,..,..,..,..,..,6413,..,2488,2900,790,701,342,57,8,0,7281,..,408,371,158,167,396,435,357,230,2521,..,200,307,136,86,47,30,18,5,831,..,423,770,270,155,173,135,52,21,2001,..,199,829,725,795,1064,1289,1708,1030,7625,91,127,161,116,97,112,83,77,37,897,15333,10661,11078,12810,12133,11757,9764,7772,2912,94209
