SA3_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
20402,5862,4512,1881,147,12404,4729,409,17535,253,59,120,10,454,1263,51,1764,11,3,3,0,25,34,4,58,264,69,127,12,474,1301,56,1824,0,0,0,0,3,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,21,8,0,3,0,15,44,0,62,8,0,0,0,8,18,0,22,0,0,0,0,0,0,0,0,13,5,10,0,26,9,4,37,22,13,10,0,52,70,8,124,8,3,0,0,14,10,0,29,6159,4591,2024,164,12937,6126,468,19530
20403,8565,7731,2910,206,19414,6520,609,26539,238,101,169,16,524,1171,69,1760,20,10,27,5,52,46,6,103,250,113,188,21,579,1215,72,1864,57,8,42,5,116,253,18,386,3,0,0,0,7,4,0,10,0,0,0,0,6,4,0,5,5,0,3,0,6,0,0,10,0,3,0,0,9,5,0,15,67,19,47,5,134,270,16,421,15,4,0,0,21,54,0,76,5,0,0,0,9,11,0,20,0,0,0,0,0,0,0,6,14,11,0,0,32,23,0,60,37,17,10,0,61,94,8,160,29,14,0,0,48,22,7,77,8947,7894,3154,237,20239,8119,708,29065
20501,6323,6290,2162,167,14944,4320,386,19646,159,44,86,13,295,530,20,847,5,4,5,0,13,32,0,45,160,48,94,13,303,563,24,894,116,31,50,4,195,379,15,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,6,117,29,50,4,194,386,15,595,7,0,0,0,9,5,0,16,78,5,5,0,94,180,3,282,0,0,0,0,0,0,0,0,7,0,0,0,8,7,0,9,93,6,8,0,109,192,3,310,9,8,0,0,18,11,0,28,6701,6381,2307,185,15572,5473,428,21479
20502,6565,3999,1769,135,12474,5038,435,17943,229,49,81,8,374,813,37,1220,35,17,11,3,63,49,11,123,263,69,96,14,437,862,46,1340,30,8,4,0,44,103,6,155,4,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,4,0,47,114,6,168,24,0,3,0,29,67,3,100,52,3,13,0,70,100,3,168,3,0,0,0,3,3,0,4,6,6,0,0,10,6,0,24,84,11,11,3,112,181,8,297,19,6,8,0,35,29,5,67,6968,4092,1885,153,13095,6224,496,19815
20503,9314,6423,2545,181,18465,7690,607,26759,170,35,54,3,263,688,20,974,109,59,33,5,205,103,10,316,282,91,88,9,474,792,30,1288,40,13,25,0,86,227,8,319,10,0,0,0,10,20,0,27,4,0,0,0,4,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,50,20,26,0,97,266,8,367,7,0,0,0,10,56,0,66,30,3,12,0,44,99,0,153,0,0,0,0,3,0,0,4,13,8,6,0,26,11,4,40,53,14,17,0,86,180,4,267,12,8,4,0,24,29,0,53,9714,6554,2682,197,19140,8944,654,28734
20504,7731,7262,3652,251,18903,7261,721,26892,221,55,117,13,403,1198,46,1649,23,8,29,0,65,79,11,150,249,64,148,16,466,1279,54,1802,215,62,140,23,438,1209,46,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,221,62,140,25,443,1217,46,1703,3,0,0,0,3,27,4,36,22,4,3,0,26,31,3,64,0,0,0,0,3,7,0,14,0,0,3,0,9,3,0,8,28,9,4,0,43,68,6,124,6,3,0,0,15,26,0,38,8236,7404,3944,287,19870,9856,832,30560
20505,5310,4250,1625,149,11337,4344,363,16048,99,37,42,12,190,313,14,519,11,5,9,0,26,66,0,95,113,45,52,8,216,378,21,617,83,12,29,0,131,471,20,624,7,4,4,0,16,8,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,0,7,92,24,33,4,151,479,24,661,7,3,6,0,13,42,0,57,15,4,3,0,18,30,0,52,0,0,0,0,0,3,0,5,6,4,0,0,14,10,0,31,23,9,9,0,43,91,3,142,11,6,3,0,18,11,5,32,5553,4329,1719,163,11767,5310,415,17492
20601,4274,6256,1679,287,12502,3316,1706,17522,1088,656,290,64,2097,1434,520,4045,1520,1007,334,102,2959,1280,788,5029,2609,1664,619,158,5060,2713,1313,9078,710,257,179,52,1194,2007,316,3518,408,86,52,17,562,772,148,1484,1376,308,188,65,1932,2628,392,4952,276,55,35,23,388,631,110,1131,0,10,0,0,10,8,0,22,2772,717,452,150,4091,6048,968,11107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,34,10,3,102,61,61,226,56,34,10,3,102,61,61,226,10,8,0,0,19,18,3,42,9722,8678,2766,611,21770,12156,4054,37979
20602,2588,4378,1054,125,8143,2074,824,11048,710,595,186,26,1520,738,273,2535,834,578,229,30,1670,982,286,2936,1545,1172,415,61,3192,1716,559,5471,598,173,148,32,950,2055,184,3188,177,42,32,9,259,431,53,739,375,72,54,6,513,612,94,1214,9,0,4,0,7,90,0,105,6,3,0,0,7,5,0,12,1159,289,239,47,1743,3186,328,5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,11,4,62,45,24,128,31,19,11,4,62,45,24,128,5,0,3,0,11,3,0,14,5326,5861,1721,239,13150,7024,1742,21919
20603,2939,5443,1007,148,9539,2006,453,11991,631,550,167,31,1379,746,155,2282,838,880,280,36,2032,842,231,3107,1467,1432,454,67,3409,1592,382,5384,757,391,264,59,1471,1720,202,3396,474,167,224,52,919,1604,170,2695,981,237,169,58,1449,1879,204,3535,158,103,197,37,499,532,46,1079,0,3,0,0,3,5,0,11,2375,910,850,203,4342,5743,629,10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,5,39,43,14,89,15,15,4,5,39,43,14,89,7,5,0,0,15,14,0,25,6794,7795,2324,423,17337,9388,1478,28208
20604,455,467,136,33,1093,318,167,1575,737,390,140,38,1299,696,356,2346,1645,1249,399,109,3395,1436,908,5745,2378,1639,531,143,4691,2129,1272,8090,525,184,90,26,821,812,247,1876,1157,370,211,55,1792,2069,501,4357,2531,732,371,198,3825,4634,1162,9622,12006,3177,1686,1286,18147,20375,6324,44847,3,5,0,0,5,3,0,9,16213,4459,2354,1565,24586,27892,8234,60713,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,32,10,10,5,53,53,24,131,32,10,10,5,53,53,24,132,46,16,6,5,78,130,35,237,19125,6595,3041,1747,30508,30520,9725,70753
20605,1130,1745,343,29,3250,814,176,4245,1687,1749,494,65,3998,1681,322,5999,1501,1661,534,68,3764,1317,333,5412,3189,3414,1029,132,7764,2991,657,11412,1504,586,363,76,2527,3421,582,6525,2517,772,535,153,3975,6298,926,11198,1644,439,347,49,2484,3265,323,6072,2686,726,346,107,3865,4200,535,8602,9,13,9,0,28,12,0,43,8354,2532,1597,380,12871,17208,2367,32446,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,157,35,18,7,214,292,50,561,157,36,18,6,219,295,50,565,13,11,7,0,25,48,6,80,12846,7738,2994,545,24123,21352,3263,48743
20606,1519,1773,454,68,3818,1073,289,5176,854,498,175,47,1566,842,351,2769,922,613,226,24,1787,788,232,2802,1768,1111,404,67,3355,1633,580,5565,868,302,151,45,1362,1482,330,3175,1704,359,201,103,2369,3789,675,6837,1292,232,210,72,1805,2880,378,5072,1247,250,199,88,1786,2692,320,4790,5,0,0,0,8,4,0,3,5106,1146,762,315,7331,10840,1705,19874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,6,5,34,25,9,69,20,9,6,5,34,25,9,69,8,7,6,0,19,20,4,45,8430,4050,1628,448,14548,13596,2588,30727
20607,1483,1688,390,71,3623,987,641,5253,2668,1755,505,146,5069,2290,1337,8698,1998,1417,444,116,3970,1522,1086,6578,4662,3168,951,261,9040,3816,2423,15279,780,226,135,40,1180,1685,325,3191,1041,299,249,56,1651,2483,402,4532,2123,430,225,92,2872,3406,574,6846,1335,473,618,105,2527,2595,351,5470,10,9,0,0,18,4,8,31,5284,1437,1228,290,8241,10181,1655,20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,38,14,3,164,115,67,345,105,38,18,3,170,115,72,353,9,4,0,0,17,29,4,48,11548,6333,2585,623,21095,15117,4793,41005
20701,8366,16952,3294,334,28945,4989,839,34771,1989,1874,702,101,4671,2721,343,7738,1260,1698,595,48,3605,968,186,4763,3255,3576,1298,149,8277,3689,529,12501,1291,603,366,97,2360,2529,462,5346,1296,409,217,88,2013,2421,454,4894,1207,372,255,73,1907,2107,253,4271,156,47,27,7,235,359,40,636,0,7,0,0,8,10,0,18,3951,1438,874,264,6521,7429,1206,15162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,36,9,0,100,83,37,218,56,36,9,0,100,83,37,218,12,10,4,0,32,34,5,74,15643,22008,5479,747,43878,16223,2617,62715
20702,6745,10258,2511,272,19778,3827,483,24086,597,573,289,28,1485,1017,59,2551,1113,1839,590,64,3609,714,114,4431,1704,2407,883,93,5094,1729,169,6988,313,271,132,13,736,576,21,1335,155,88,61,10,320,312,14,649,464,196,149,20,833,636,54,1518,406,172,140,26,741,532,45,1317,3,3,0,0,10,0,0,8,1347,737,482,70,2630,2060,131,4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,5,3,0,4,0,3,4,0,5,3,9,6,0,19,10,0,32,9801,13413,3881,431,27527,7629,787,35944
20703,5721,10037,2509,334,18597,4521,1126,24243,1475,1192,545,70,3282,2349,295,5925,916,1210,498,69,2696,805,292,3798,2391,2406,1042,145,5983,3152,588,9724,391,270,144,36,840,861,135,1837,366,89,92,34,580,611,124,1317,429,113,118,42,699,796,129,1626,482,114,126,28,752,567,195,1513,4,5,4,0,15,12,0,27,1678,596,481,145,2891,2845,583,6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,8,6,15,0,4,0,0,11,8,6,18,5,7,4,0,18,21,4,42,9800,13045,4036,618,27494,10544,2309,40344
20801,6165,11142,2108,145,19564,3865,296,23722,1185,804,424,33,2454,1922,124,4494,1297,1321,425,36,3077,965,75,4115,2481,2121,848,68,5528,2884,195,8612,536,225,208,15,980,1071,82,2140,449,119,102,14,688,624,46,1362,400,113,119,9,644,879,41,1559,73,21,20,4,113,129,5,240,4,4,6,0,11,11,0,18,1461,483,453,36,2430,2713,175,5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,36,5,130,103,19,252,66,21,36,5,130,107,19,253,11,12,7,0,26,5,0,36,10185,13780,3452,255,27673,9581,680,37936
20802,6970,13503,2815,309,23597,4660,841,29101,2232,2173,806,111,5323,3146,390,8858,1509,2283,672,55,4519,1045,280,5836,3741,4457,1478,165,9837,4190,666,14694,2175,1322,624,111,4232,5008,593,9834,900,312,184,53,1449,1294,248,2984,1093,335,211,68,1706,1570,331,3610,115,16,13,5,148,193,38,385,6,10,3,0,22,18,0,38,4288,1992,1038,239,7556,8083,1204,16846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,12,3,90,85,31,208,42,29,12,3,90,85,31,208,17,11,4,0,29,24,9,66,15060,19997,5351,715,41115,17043,2751,60906
20803,6456,11985,2849,232,21521,4459,507,26492,1810,1317,813,73,4013,3393,212,7615,1633,1624,675,48,3980,1207,137,5321,3444,2938,1485,124,7988,4597,345,12936,1378,790,613,58,2843,3249,188,6278,197,67,72,9,344,430,35,810,277,91,99,8,476,640,35,1150,87,33,30,0,151,186,16,346,0,4,0,0,9,4,0,12,1941,980,821,82,3814,4509,274,8600,0,0,0,0,0,0,0,0,12,3,4,0,22,117,0,136,0,0,0,0,0,0,0,0,18,18,16,3,56,66,8,132,33,24,22,3,74,183,14,273,7,4,3,0,15,21,0,36,11871,15931,5182,439,33416,13781,1139,48335
