SA3_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
20402,1620,18,0,0,18,8,1644,38,97,0,3,101,0,135,0,0,8,0,7,0,9,0,0,0,0,0,0,0,43,97,8,3,108,0,148,0,0,0,0,0,8,5,1663,119,8,3,128,12,1798,1635,17,0,0,17,7,1659,41,84,0,0,84,0,118,0,4,0,0,9,0,6,0,0,0,0,0,0,0,41,84,0,0,90,0,128,4,0,0,0,0,0,4,1679,103,0,0,107,10,1794,1093,14,0,0,14,6,1107,14,34,0,0,41,0,52,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,37,0,0,37,0,53,6,0,0,0,0,0,6,1111,47,0,0,48,5,1166,716,9,0,0,9,0,727,13,21,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,18,0,31,0,0,0,0,0,0,0,729,29,0,0,31,4,761,930,9,0,0
20403,2839,41,0,0,41,0,2880,99,211,8,0,219,0,318,0,25,21,0,44,0,48,0,0,0,0,0,0,0,100,235,26,0,269,0,369,5,0,0,0,0,6,12,2942,276,26,0,307,3,3259,2920,50,0,0,46,0,2965,75,212,9,0,219,0,299,0,25,34,0,61,0,58,0,0,0,0,0,0,0,79,233,49,0,282,0,359,15,0,0,0,0,6,13,3007,283,50,0,327,6,3348,1813,30,3,0,28,0,1844,50,106,0,0,110,0,159,0,12,21,0,33,0,37,0,0,0,0,0,0,0,51,117,23,0,142,0,194,3,0,0,0,0,5,10,1871,146,28,0,175,5,2045,1266,22,3,0,22,0,1291,37,65,0,0,66,0,106,0,10,13,0,23,0,22,0,0,0,0,0,0,0,36,76,13,0,92,0,128,0,0,0,0,0,0,3,1301,99,15,0,114,3,1416,1491,15,0,0
20501,2496,28,0,0,28,0,2524,66,146,6,0,158,0,222,0,8,0,0,9,0,9,0,0,0,0,0,0,0,70,157,7,0,161,0,230,6,0,0,0,0,0,7,2574,185,7,0,188,0,2762,2330,39,0,0,39,3,2366,58,167,6,0,176,7,237,0,9,5,0,7,0,8,0,0,0,0,0,0,0,58,172,10,0,184,7,246,4,0,0,0,0,3,7,2392,214,10,0,218,15,2621,1487,6,0,0,6,4,1500,23,54,3,0,55,0,82,0,0,0,0,4,0,6,0,0,0,0,0,0,0,24,56,5,0,61,0,89,3,0,0,0,0,0,7,1514,68,5,0,72,11,1600,1000,10,0,0,10,0,1006,21,34,0,0,32,0,53,0,0,6,0,4,0,4,0,0,0,0,0,0,0,21,34,4,0,40,0,59,4,0,0,0,0,0,6,1026,43,4,0,47,0,1075,1148,8,0,0
20502,1424,25,0,0,22,5,1442,42,75,3,0,82,0,129,0,4,8,0,9,0,9,0,0,0,0,0,0,0,42,80,10,0,92,0,139,0,0,0,0,0,0,5,1467,100,11,0,115,4,1591,1482,15,0,0,15,0,1497,40,86,8,0,90,3,137,0,4,3,0,14,0,13,0,0,0,0,0,0,0,43,86,14,0,103,3,143,3,0,0,0,0,3,8,1528,105,14,0,114,4,1650,935,6,0,0,6,0,939,29,33,0,0,40,0,62,0,0,3,0,3,0,4,0,0,0,0,0,0,0,28,33,3,0,40,0,66,0,0,0,0,0,0,0,962,43,3,0,50,0,1008,626,3,0,0,3,4,633,16,14,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,12,0,26,0,0,0,0,0,0,0,640,16,0,0,16,4,662,733,4,0,0
20503,2243,37,0,0,39,7,2289,82,149,4,0,154,0,233,0,4,0,0,8,0,8,0,0,0,0,0,0,0,82,151,8,0,161,0,241,5,0,0,0,0,4,3,2333,189,6,0,198,12,2540,2532,34,0,0,35,15,2581,55,125,0,0,127,0,181,0,9,0,0,11,0,8,0,0,0,0,0,0,0,58,134,5,0,134,0,195,3,0,0,0,0,8,9,2590,167,5,3,177,20,2786,1556,18,0,0,18,3,1578,31,55,0,0,60,0,92,0,0,4,0,6,0,8,0,0,0,0,0,0,0,35,60,0,0,68,0,101,5,0,0,0,0,5,13,1594,79,0,0,85,9,1691,1063,10,0,0,12,7,1082,17,30,3,0,33,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,4,0,34,0,54,0,0,0,0,0,5,6,1087,40,3,0,48,11,1141,1290,14,0,0
20504,2524,45,0,0,45,5,2574,90,190,4,0,200,0,283,0,13,22,0,38,0,38,0,0,0,0,0,0,0,88,208,22,0,235,0,322,4,0,0,0,0,3,7,2611,253,22,3,278,7,2905,2552,28,0,0,28,3,2585,72,194,5,0,198,0,268,4,26,29,0,50,0,58,0,0,0,0,0,0,0,73,216,31,0,248,0,326,0,0,0,0,0,0,5,2625,245,31,0,284,10,2913,1575,14,0,0,14,4,1596,40,77,3,0,84,0,124,0,12,11,0,20,0,24,0,0,0,0,0,0,0,47,89,14,0,106,0,153,5,0,0,0,0,0,5,1623,101,14,0,120,3,1751,1050,16,0,0,16,0,1064,31,58,5,0,59,0,92,0,8,6,0,14,0,14,0,0,0,0,0,0,0,34,70,6,0,78,0,109,0,0,0,0,0,0,4,1082,87,6,0,89,3,1175,1252,13,0,0
20505,1639,16,0,0,16,4,1656,33,86,4,0,91,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,84,3,0,96,0,121,8,0,0,0,0,0,8,1678,105,3,0,115,4,1786,1644,16,0,0,16,9,1668,29,77,3,0,79,0,115,0,0,3,0,4,0,0,0,0,0,0,0,0,0,32,82,4,0,81,0,112,6,4,0,0,4,4,9,1685,97,4,0,101,13,1798,1030,8,0,0,8,0,1043,11,45,0,0,48,0,58,0,4,0,0,0,0,6,0,0,0,0,0,0,0,12,48,0,0,50,0,61,3,0,0,0,0,0,4,1047,56,0,0,57,7,1105,680,3,0,0,3,0,682,6,26,0,0,26,0,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,26,0,0,23,0,34,0,0,0,0,0,0,5,687,25,0,0,28,0,721,829,3,0,0
20601,2385,162,6,0,164,0,2545,317,670,13,0,682,0,996,0,56,0,0,58,0,60,0,0,0,0,8,0,8,315,727,22,0,743,0,1059,0,0,0,0,0,5,7,2699,888,19,0,911,4,3613,2104,134,0,0,134,0,2237,233,648,18,0,671,0,902,3,33,4,0,37,0,41,0,5,3,0,4,0,4,235,688,28,0,710,0,945,0,0,0,0,0,7,7,2337,818,28,0,846,4,3189,1203,65,0,0,65,0,1267,121,356,8,0,369,0,490,0,25,6,0,28,0,29,0,0,0,0,0,0,0,123,377,15,0,398,0,519,0,0,0,0,0,0,0,1323,440,15,0,456,5,1784,747,47,0,0,46,0,791,71,192,9,4,200,0,273,4,16,7,0,21,0,17,0,0,0,0,0,0,0,76,201,13,4,219,0,296,0,0,0,0,0,0,0,817,250,9,4,268,0,1086,914,58,0,0
20602,1706,99,0,0,99,0,1800,154,319,3,0,328,0,480,0,3,0,0,3,0,3,0,0,0,0,0,0,0,154,324,3,0,326,0,475,0,0,0,0,0,0,0,1853,423,3,0,428,0,2280,1667,64,0,0,64,0,1731,136,267,7,0,274,0,409,0,7,0,0,7,0,6,0,0,0,0,0,0,0,134,270,7,0,275,0,412,0,0,0,0,0,0,0,1805,335,7,0,341,0,2149,1016,40,0,0,40,0,1054,70,148,5,0,150,0,219,0,4,0,0,4,0,4,0,0,0,0,0,0,0,70,155,5,0,157,0,228,0,0,0,0,0,4,4,1079,192,5,0,200,4,1281,689,30,0,0,30,0,719,39,99,8,0,102,0,142,0,4,3,0,6,0,6,0,0,0,0,0,0,0,39,103,6,0,111,0,144,0,0,0,0,0,0,0,729,128,6,0,130,0,862,863,48,0,0
20603,1776,116,3,0,119,0,1897,221,628,15,0,646,0,861,5,50,18,0,68,0,73,0,0,0,0,0,0,0,224,683,33,4,720,0,942,3,0,0,0,0,9,8,2001,797,31,4,837,9,2843,1934,83,0,0,83,0,2016,167,648,22,4,670,0,838,3,35,10,0,39,0,46,0,3,0,0,3,0,3,175,682,26,4,708,0,882,5,0,0,0,0,4,10,2117,766,26,4,793,4,2912,1104,36,0,0,36,0,1142,98,298,18,0,316,0,409,0,22,17,0,34,0,34,0,0,0,0,0,0,0,98,322,27,0,352,0,450,0,0,0,0,0,0,0,1198,359,27,0,388,6,1589,769,43,0,0,43,0,812,47,200,12,0,211,0,262,3,8,9,0,15,0,20,0,0,0,0,0,0,0,51,211,14,0,229,0,280,0,0,0,0,0,0,0,819,248,14,0,269,0,1084,1035,57,0,0
20604,1228,115,3,0,117,0,1339,292,1666,45,3,1710,0,2004,8,92,42,0,137,0,140,0,0,0,0,0,0,0,292,1760,86,3,1844,0,2146,0,6,0,0,6,0,6,1521,1878,89,3,1971,0,3494,817,51,6,4,52,0,878,170,1017,49,0,1066,3,1240,9,74,47,0,124,0,132,0,0,0,0,0,0,0,180,1095,93,0,1190,3,1371,5,4,0,0,4,4,6,1003,1144,96,4,1249,6,2257,449,31,0,0,31,0,482,55,376,14,0,390,0,443,0,44,11,0,55,0,55,0,0,0,0,0,0,0,55,418,27,0,441,0,496,0,7,0,0,7,0,3,502,454,27,0,475,0,982,315,14,0,0,14,0,332,36,181,3,0,188,0,223,0,19,16,0,34,0,36,0,0,0,0,0,0,0,37,198,18,0,224,0,256,0,0,0,0,0,0,0,352,214,18,0,237,0,592,357,14,0,0
20605,2266,141,0,0,141,0,2411,318,734,12,0,746,0,1074,3,24,12,0,36,0,36,0,0,0,0,0,0,0,321,762,19,0,780,0,1112,0,0,0,0,0,0,3,2591,908,19,0,922,3,3525,1996,113,0,0,113,0,2112,193,533,19,0,554,0,739,0,26,0,0,28,0,28,0,0,0,0,0,0,0,193,554,23,0,582,0,769,0,3,0,0,3,3,8,2188,678,23,0,695,5,2889,1152,47,0,0,47,0,1199,105,255,10,3,273,0,372,0,8,4,0,15,0,15,0,0,0,0,0,0,0,105,263,14,3,280,0,386,0,0,0,0,0,0,3,1258,315,14,3,331,0,1591,739,31,0,0,36,0,777,50,152,3,0,163,0,213,0,5,4,0,10,0,10,0,0,0,0,0,0,0,50,158,9,0,172,0,224,0,0,0,0,0,0,0,793,195,12,0,207,0,1000,940,29,0,0
20606,1183,55,0,0,55,0,1239,146,347,15,0,359,0,501,6,18,0,0,14,0,22,0,0,0,0,0,0,0,148,357,16,0,377,0,524,0,0,0,0,0,0,0,1329,414,16,0,430,0,1762,802,32,0,0,32,0,835,95,324,6,0,334,0,424,0,12,7,0,23,0,21,0,0,0,0,0,0,0,94,344,9,0,352,0,444,3,0,0,0,0,0,5,902,374,9,0,388,0,1287,452,13,0,0,13,0,460,44,126,0,0,129,0,170,0,6,6,0,14,0,16,0,0,0,0,0,0,0,41,136,6,0,143,0,189,0,0,0,0,0,0,0,492,143,6,0,152,0,651,368,17,0,0,17,0,389,18,54,6,0,63,0,82,0,4,4,0,6,0,6,0,0,0,0,0,0,0,18,61,12,0,76,0,94,0,0,0,0,0,0,0,386,84,12,0,94,0,479,466,16,0,0
20607,2109,147,0,0,147,0,2260,229,426,22,0,450,0,675,4,54,24,0,74,0,79,0,0,0,0,0,0,0,228,483,42,4,525,0,747,0,0,0,0,0,8,9,2341,625,46,4,675,10,3021,1547,98,0,0,98,0,1645,166,363,26,0,382,0,548,7,61,33,0,94,0,97,0,0,0,0,0,0,0,171,419,57,0,473,0,638,0,0,0,0,0,5,4,1717,516,60,0,570,3,2292,876,36,0,0,36,0,911,64,158,11,0,172,0,237,3,30,23,0,49,0,51,0,0,0,0,0,0,0,65,188,33,0,223,0,291,0,0,0,0,0,0,6,939,224,36,0,262,0,1205,524,9,0,0,9,0,533,45,101,7,0,112,0,160,0,20,14,0,30,0,30,0,0,0,0,0,0,0,45,125,21,0,144,0,187,0,0,0,0,0,0,0,567,131,21,0,156,0,726,687,22,0,0
20701,3300,234,0,0,235,5,3535,438,1657,84,0,1740,5,2178,3,82,47,0,132,0,134,0,0,0,0,0,0,0,435,1742,133,0,1872,3,2321,8,8,0,0,8,4,18,3743,1982,130,0,2120,9,5868,4153,192,0,0,192,0,4345,506,2352,124,3,2479,0,2988,3,120,114,0,235,0,236,0,0,0,0,3,0,3,514,2472,240,3,2717,0,3230,0,12,0,0,12,5,21,4668,2671,240,3,2914,9,7594,3325,128,0,0,128,0,3453,287,1287,56,0,1346,0,1630,4,70,93,0,165,0,163,0,0,0,0,0,0,0,285,1361,147,0,1510,0,1799,0,5,0,0,5,3,4,3610,1493,147,0,1641,6,5256,2470,73,0,0,73,0,2544,195,879,55,0,936,0,1131,0,36,78,0,120,0,124,0,0,0,0,0,0,0,195,921,135,3,1060,4,1250,0,4,0,0,4,0,3,2664,994,135,3,1133,3,3800,3695,119,0,0
20702,1049,122,0,0,122,0,1172,286,2218,139,0,2352,5,2641,6,159,58,0,215,0,219,0,0,0,0,0,0,0,286,2380,186,0,2569,5,2861,3,0,0,0,3,0,15,1340,2508,194,0,2696,6,4044,1278,116,0,0,116,0,1391,258,2663,133,0,2800,0,3057,5,179,90,0,275,0,275,0,0,0,0,0,0,0,262,2837,226,0,3072,0,3336,4,4,0,0,4,0,11,1544,2961,226,0,3188,9,4740,909,69,0,0,72,0,988,140,1264,73,0,1337,0,1482,6,89,64,0,154,0,159,0,0,0,0,0,0,0,144,1356,139,0,1492,0,1637,0,4,4,0,3,0,4,1056,1429,144,0,1570,0,2631,673,44,0,0,44,0,712,88,727,37,0,769,0,853,0,52,58,0,109,0,109,0,0,0,0,0,0,0,88,778,92,0,877,0,958,0,0,0,0,0,0,0,754,821,92,0,916,0,1673,982,65,0,0
20703,1542,111,0,0,111,0,1648,270,1725,105,4,1838,0,2103,0,119,88,0,203,0,200,0,3,0,0,3,0,3,273,1840,192,4,2039,0,2312,0,4,0,0,9,0,6,1815,1951,194,4,2154,4,3964,2123,108,0,0,115,0,2234,295,1864,103,0,1963,0,2255,7,143,90,0,230,0,232,0,0,0,0,0,0,0,301,2001,195,0,2196,0,2498,0,7,0,0,7,0,7,2426,2113,194,0,2312,0,4740,1610,53,0,0,51,0,1658,148,831,48,0,877,0,1028,6,76,53,0,131,0,129,0,0,0,0,0,0,0,155,901,103,0,1005,0,1159,0,3,0,0,3,0,3,1764,959,100,0,1062,0,2822,1132,37,0,0,34,0,1168,91,534,32,0,566,0,657,0,42,49,0,92,0,92,0,0,0,0,0,0,0,90,579,86,0,661,0,748,0,0,0,0,0,0,0,1224,618,85,0,699,0,1920,1719,57,0,0
20801,2874,166,3,0,164,3,3040,277,615,16,0,632,0,907,0,19,10,0,26,0,28,0,0,0,0,0,0,0,279,636,22,0,658,0,937,0,0,0,0,0,0,0,3150,802,23,0,828,3,3974,3849,172,0,0,172,0,4015,253,649,15,0,661,0,918,0,30,15,0,47,0,46,0,0,0,0,0,0,0,255,679,30,0,712,0,965,6,0,0,0,0,0,8,4108,850,30,0,880,0,4989,2840,63,0,0,63,0,2911,158,383,15,0,393,0,560,5,12,23,0,37,0,37,0,0,0,0,0,0,0,161,396,39,0,430,0,596,6,0,0,0,0,0,6,3013,458,39,0,497,0,3507,2003,40,0,0,40,0,2045,111,226,6,0,236,0,342,0,11,11,0,21,0,21,0,0,0,0,0,0,0,110,236,19,0,253,0,367,0,0,0,0,0,0,0,2115,277,19,0,292,0,2415,2729,53,0,0
20802,4165,300,0,0,307,9,4477,545,2122,39,4,2168,4,2715,3,67,26,0,91,0,95,0,0,0,0,0,0,0,553,2193,63,3,2259,4,2814,7,4,0,0,4,0,9,4727,2498,64,3,2566,12,7304,4585,248,0,0,248,3,4835,478,2490,66,0,2552,3,3035,8,103,30,0,139,0,148,0,0,5,0,5,0,5,485,2593,101,0,2695,3,3181,13,0,0,0,0,3,17,5077,2846,101,0,2944,12,8032,2949,135,6,0,141,0,3090,232,1280,49,0,1335,3,1566,3,54,26,0,85,0,84,0,0,0,0,3,0,3,235,1335,79,0,1417,3,1657,5,4,0,0,4,0,16,3188,1478,83,0,1562,6,4760,1981,87,0,0,89,0,2071,151,753,30,0,787,0,937,0,32,27,0,56,0,56,0,0,0,0,0,0,0,151,785,57,0,843,0,996,3,6,0,0,6,0,6,2138,875,57,0,932,4,3075,2700,108,3,0
20803,4290,219,0,0,218,0,4514,374,986,35,0,1018,3,1391,3,43,9,0,54,0,59,0,5,0,0,5,0,5,380,1031,39,0,1076,3,1455,3,9,0,0,9,4,15,4673,1254,40,0,1298,9,5982,4352,176,0,0,173,0,4534,326,1096,22,0,1117,5,1449,0,37,27,0,67,3,68,0,0,0,0,0,0,0,332,1132,45,0,1181,3,1518,4,6,0,0,6,6,11,4690,1314,47,0,1364,10,6058,2604,101,0,0,101,0,2704,152,604,15,0,622,0,776,0,20,12,0,32,0,34,0,0,0,0,0,0,0,151,624,32,0,660,0,809,4,0,0,0,0,0,6,2757,723,32,0,762,0,3517,1772,58,0,0,58,0,1827,109,352,16,0,366,0,473,3,20,19,0,33,0,38,0,0,0,0,0,0,0,108,371,32,0,404,0,515,0,0,0,0,0,0,0,1879,429,32,0,460,0,2345,2303,73,0,0
20804,1139,52,0,0,52,0,1193,116,321,4,0,324,0,438,0,13,3,0,17,0,18,0,0,0,0,0,0,0,114,334,7,0,341,0,457,0,0,0,0,0,0,0,1253,382,7,0,391,0,1648,1312,44,0,0,44,0,1358,105,303,7,0,317,0,421,5,12,3,0,12,0,19,0,0,0,0,0,0,0,109,320,13,0,331,0,442,0,0,0,0,0,0,0,1428,364,13,0,377,0,1802,970,27,0,0,27,0,998,58,132,3,0,139,0,192,0,7,5,0,14,0,16,0,0,0,0,0,0,0,59,140,11,0,149,0,204,0,0,0,0,0,0,0,1024,170,11,0,181,0,1201,656,16,0,0,16,0,676,36,103,3,0,108,0,147,0,0,5,0,8,0,8,0,0,0,0,0,0,0,36,107,9,0,119,0,153,0,0,0,0,0,0,0,689,127,9,0,132,0,826,999,26,0,0
20901,4041,244,11,0,254,5,4300,382,1349,58,0,1406,0,1792,0,69,37,0,101,0,104,0,4,0,0,4,0,4,384,1419,94,0,1513,0,1899,6,6,0,0,6,6,7,4427,1667,100,0,1773,9,6208,4368,200,5,0,204,4,4575,347,1411,74,0,1486,0,1838,7,80,38,0,120,0,125,4,6,0,0,6,0,3,357,1499,115,0,1611,0,1967,3,5,0,0,5,4,15,4728,1705,112,0,1820,11,6558,2537,94,0,0,94,0,2635,168,693,20,0,712,0,882,0,39,20,0,59,0,58,0,0,0,0,0,0,0,169,731,40,0,777,0,943,6,0,0,0,0,0,10,2712,822,40,0,866,0,3582,1659,46,0,0,46,0,1701,98,397,27,0,424,0,518,0,28,19,0,42,0,46,3,0,0,0,0,0,3,102,421,42,0,462,0,565,0,0,0,0,0,0,3,1761,469,42,0,514,0,2271,2209,66,0,0
20902,2318,192,4,0,200,0,2523,304,1361,63,0,1420,0,1722,3,124,73,3,199,0,203,0,3,0,0,3,0,3,309,1491,133,3,1624,0,1926,10,0,0,0,0,0,9,2636,1687,140,3,1826,0,4462,1788,172,0,0,172,0,1963,208,1200,62,0,1267,0,1481,4,127,62,0,191,0,187,0,3,0,0,3,0,3,214,1335,122,0,1457,0,1667,7,0,0,0,0,0,10,2013,1508,122,0,1628,9,3642,1001,96,0,0,96,0,1096,104,570,34,3,608,0,715,0,46,33,0,83,0,85,0,0,0,0,0,0,0,100,622,75,3,690,0,796,3,0,0,0,0,0,9,1110,718,73,3,787,5,1903,710,54,0,0,57,0,771,72,342,17,3,364,0,437,0,33,27,0,61,0,63,0,0,0,0,0,0,0,79,374,45,3,425,0,498,0,0,0,0,0,0,0,794,437,44,3,482,0,1274,834,52,0,0
20903,2549,77,0,0,77,0,2630,142,281,3,0,285,0,429,0,9,3,0,11,0,17,0,0,0,0,0,0,0,145,295,10,0,302,0,446,4,4,0,0,4,0,9,2697,372,10,0,379,7,3088,2989,82,0,0,83,0,3074,160,301,0,0,299,0,462,0,9,3,0,6,0,11,0,0,0,0,0,0,0,162,312,4,0,313,0,473,0,3,0,0,3,8,7,3152,391,6,0,396,9,3554,1994,64,0,0,64,0,2060,69,181,3,0,181,0,253,0,4,3,0,8,0,8,0,0,0,0,0,0,0,69,186,3,0,189,0,260,0,0,0,0,0,4,4,2062,253,3,0,254,3,2325,1457,24,0,0,24,0,1481,49,114,0,0,116,0,161,0,3,5,0,7,0,7,0,0,0,0,0,0,0,49,118,0,0,122,0,169,3,0,0,0,0,0,0,1506,138,0,0,149,3,1649,1907,44,0,0
