SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
20402,99,7,29,0,134,44,7,5,0,57,28,10,16,3,58,27,13,52,0,88,205,17,87,9,308,114,29,153,3,307,844,64,208,10,1129,554,96,267,29,949,617,199,277,23,1113,658,318,208,22,1205,332,353,121,9,814,395,318,125,9,849,767,781,172,15,1734,486,628,56,14,1178,307,477,31,4,811,161,274,14,0,448,284,542,45,0,876,258,453,175,7,892,125,48,31,0,204,6299,4620,2075,167,13151
20403,109,13,32,0,153,64,13,14,5,92,39,8,35,3,83,37,8,79,0,131,223,22,149,6,396,153,28,276,9,465,1027,62,329,14,1434,738,127,383,32,1281,796,285,407,26,1515,977,509,357,28,1872,533,501,219,16,1274,654,561,181,14,1418,1309,1460,265,33,3064,772,1145,93,17,2018,496,844,63,8,1408,255,577,16,7,852,488,1026,50,4,1568,354,683,212,8,1258,171,61,58,7,300,9202,7931,3220,239,20592
20501,137,22,24,5,181,69,6,14,4,85,39,4,29,0,83,33,5,54,3,93,197,25,106,9,336,133,41,188,0,364,843,82,222,7,1150,589,136,283,24,1040,638,233,286,26,1177,668,372,244,19,1293,351,412,159,26,952,450,520,127,19,1120,845,1115,201,15,2177,557,857,79,9,1497,370,693,41,9,1115,179,389,24,3,596,417,918,47,9,1381,250,525,172,4,948,151,85,43,3,278,6909,6425,2358,184,15877
20502,139,18,32,0,192,70,9,15,0,83,45,11,30,3,86,51,0,56,0,105,225,22,87,6,336,205,21,179,5,410,1212,71,228,9,1517,778,125,252,37,1191,754,218,251,21,1237,785,374,173,20,1346,362,319,108,8,794,400,370,88,10,872,641,706,118,9,1470,368,528,39,7,942,222,354,22,0,601,126,187,12,0,320,237,359,26,0,618,306,410,158,8,882,190,44,61,7,299,7117,4118,1924,151,13314
20503,222,29,36,0,283,120,10,12,0,145,83,9,39,3,136,74,8,79,0,164,368,32,137,6,535,234,45,234,5,525,1354,88,308,20,1769,1006,171,362,37,1568,1038,357,319,39,1757,1033,473,275,22,1800,447,476,175,17,1113,605,556,139,9,1299,1030,1059,175,16,2274,562,814,67,11,1449,402,626,35,8,1073,197,403,20,0,616,531,737,41,4,1306,384,627,220,12,1242,248,77,59,8,389,9933,6605,2722,193,19452
20504,149,43,54,6,252,58,9,30,0,97,62,13,52,8,133,43,6,122,4,174,260,36,242,15,551,178,44,382,6,608,1147,135,432,18,1727,804,204,555,56,1616,746,333,450,40,1568,809,482,386,27,1709,433,456,264,16,1166,502,517,184,16,1216,947,1164,274,19,2409,630,950,115,17,1718,452,740,64,8,1266,217,420,22,7,657,474,1143,58,8,1679,349,668,259,14,1296,188,76,98,5,368,8442,7458,4044,284,20220
20505,123,20,28,6,172,63,5,4,4,82,43,13,38,3,91,34,3,50,8,94,181,21,103,8,310,131,26,162,3,325,787,63,178,17,1046,495,117,212,19,844,550,196,196,15,965,567,311,189,13,1078,289,269,110,17,681,362,326,90,16,790,637,686,134,15,1467,356,521,33,14,923,241,418,14,0,678,108,257,16,0,377,315,614,35,3,970,252,450,129,9,842,131,43,40,7,219,5673,4357,1755,163,11945
20601,154,38,52,14,254,40,7,14,3,69,29,17,30,6,75,30,13,62,4,108,174,23,71,15,284,106,43,127,14,283,655,92,164,28,948,350,123,263,47,788,413,206,311,61,989,630,295,238,48,1202,430,290,235,49,1009,495,293,192,42,1020,1258,903,399,83,2651,1150,875,154,53,2241,1032,1034,105,39,2204,798,773,53,24,1642,1777,3245,129,49,5199,307,388,180,16,884,85,64,34,9,188,9911,8719,2815,608,22045
20602,67,15,23,4,109,39,4,3,0,47,23,7,15,0,42,17,5,30,0,60,98,14,50,10,172,73,15,87,3,184,365,42,88,5,503,192,53,163,21,426,228,117,153,18,512,284,142,144,30,599,230,139,156,22,543,267,201,126,13,604,631,451,226,28,1340,580,503,80,19,1182,553,567,85,19,1221,433,473,31,16,941,1147,2830,125,17,4122,177,281,134,4,599,32,27,18,0,86,5422,5893,1745,236,13288
20603,115,22,58,11,201,44,12,27,5,77,28,12,60,3,110,15,6,73,3,91,116,36,102,9,261,66,38,125,9,235,374,57,137,22,587,269,99,181,31,581,368,158,218,45,787,484,207,192,40,923,328,215,150,32,722,354,211,150,35,749,895,602,265,59,1818,752,668,119,43,1581,616,751,102,21,1492,472,603,38,15,1129,1341,3658,153,31,5186,222,398,165,8,794,79,63,36,4,184,6928,7819,2350,422,17516
20604,453,63,191,145,858,116,17,43,43,222,119,14,97,45,282,109,21,88,27,248,209,41,131,56,442,238,71,185,75,566,515,107,188,111,913,658,122,207,117,1100,1027,208,261,171,1662,1404,267,254,183,2117,977,262,204,125,1563,1196,284,179,108,1769,2631,765,326,181,3903,2012,551,120,126,2806,1661,591,117,74,2448,1228,465,39,43,1778,3931,2326,234,89,6582,668,393,156,26,1237,110,24,48,15,191,19259,6605,3071,1749,30685
20605,140,33,74,15,266,45,7,25,5,94,29,17,35,7,90,28,12,68,7,103,114,13,120,13,265,91,31,152,14,283,382,58,174,21,636,305,90,210,34,647,464,137,246,35,882,593,190,256,52,1087,480,180,204,27,888,623,216,191,49,1077,1598,603,393,76,2667,1501,550,115,68,2231,1359,640,132,41,2174,1033,495,35,19,1589,3561,3971,320,51,7906,495,447,230,9,1191,94,51,25,12,184,12949,7751,3005,544,24252
20606,86,29,70,9,197,28,9,19,7,60,25,8,30,3,67,20,9,30,5,62,80,10,49,14,154,68,15,75,11,175,204,22,74,12,321,165,54,114,29,360,279,67,147,36,526,355,95,121,43,615,273,95,88,34,485,362,91,89,29,572,938,261,187,49,1440,948,218,74,54,1293,819,260,70,33,1184,682,215,20,24,940,2797,2228,223,41,5292,293,338,131,13,779,72,35,25,0,132,8499,4058,1636,451,14644
20607,82,21,60,13,170,29,6,28,4,71,26,16,75,6,116,21,13,102,3,142,114,41,146,18,322,83,25,148,16,279,345,81,193,33,649,252,112,246,59,664,316,120,206,28,669,498,141,175,62,882,331,161,151,41,688,471,160,153,33,821,1313,452,280,68,2113,1375,442,95,69,1984,1293,536,106,54,1983,1059,436,33,32,1555,3628,3220,202,64,7120,359,335,178,9,877,48,46,44,9,141,11638,6358,2618,625,21241
20701,392,147,357,24,921,130,45,76,17,264,76,49,137,17,280,47,44,139,5,236,245,74,166,22,505,199,106,191,19,518,702,189,244,36,1172,599,209,307,53,1171,864,380,417,56,1719,1100,512,401,78,2082,701,514,312,60,1588,900,527,332,40,1794,1925,1441,621,100,4089,1589,1350,285,68,3293,1401,1524,307,41,3276,987,1315,115,24,2441,3700,11943,636,69,16347,534,1556,453,18,2556,149,152,46,8,360,16248,22080,5540,748,44611
20702,487,134,216,17,851,187,24,55,3,272,96,45,67,6,213,73,39,78,3,200,380,91,134,12,612,241,140,184,18,589,1179,227,232,20,1656,762,347,303,33,1454,791,504,429,42,1766,889,643,343,50,1923,467,645,268,38,1416,572,657,269,28,1533,1057,1610,464,52,3185,784,1348,230,47,2412,581,1348,163,17,2112,360,995,61,7,1418,1089,3740,207,15,5050,324,859,222,9,1422,176,106,43,6,331,10508,13497,3978,433,28416
20703,447,83,217,23,779,148,25,49,14,239,110,38,90,11,257,73,27,95,5,195,300,62,173,10,547,236,97,224,18,577,875,185,225,33,1315,708,276,289,59,1329,782,404,376,49,1619,893,518,333,88,1837,512,535,289,47,1383,609,522,264,36,1430,1175,1349,491,87,3099,816,1250,243,49,2363,655,1325,159,28,2166,404,1031,67,8,1514,1133,4548,191,26,5906,313,757,255,10,1331,118,58,46,4,234,10312,13096,4088,620,28112
20801,176,57,107,9,344,82,15,28,0,121,68,18,53,6,141,37,16,52,3,103,159,33,108,8,312,126,31,131,6,296,464,70,162,18,720,460,77,238,24,794,622,146,278,21,1071,784,202,256,35,1279,451,234,245,15,940,562,252,217,16,1043,1071,810,429,28,2345,959,855,161,20,1995,791,1126,190,9,2114,567,884,70,9,1528,2538,7938,423,21,10922,357,958,309,3,1631,133,91,39,4,270,10418,13810,3486,250,27964
20802,339,93,191,22,651,119,23,56,7,215,86,27,79,8,202,46,26,85,3,169,307,60,136,22,525,207,78,232,21,544,1027,132,279,22,1457,683,250,432,68,1430,897,421,496,67,1884,1126,600,481,65,2272,693,588,424,49,1749,816,668,333,54,1865,1903,1792,701,104,4494,1576,1810,254,67,3707,1318,1896,267,43,3528,946,1573,90,21,2631,2719,8719,431,45,11914,484,1114,383,19,2001,197,162,70,8,431,15490,20043,5414,715,41657
20803,264,37,94,3,394,101,12,37,3,146,73,22,44,0,140,50,15,80,0,154,251,37,150,10,441,192,58,248,16,506,992,100,303,20,1415,703,173,451,45,1374,873,317,582,39,1807,930,489,510,46,1981,564,557,455,29,1605,637,638,360,28,1666,1485,1838,657,66,4049,1251,2017,280,39,3589,1057,2024,199,26,3307,728,1547,76,14,2363,1574,5158,266,27,7023,346,838,378,16,1577,184,108,63,7,360,12236,15983,5239,436,33904
20804,53,30,38,3,119,23,0,13,0,42,19,7,28,0,47,8,3,26,6,40,63,12,44,7,118,45,7,42,12,111,181,22,54,14,264,156,25,80,14,283,188,58,89,15,342,256,85,96,19,453,172,91,76,15,357,216,110,78,20,430,524,263,178,38,1004,444,315,51,10,821,351,391,76,14,833,246,280,32,10,565,1083,3055,184,14,4342,129,337,108,6,578,48,36,12,5,98,4203,5125,1297,220,10847
20901,272,66,99,5,435,108,19,31,3,155,72,27,74,0,176,50,19,94,6,170,287,44,149,12,485,179,66,288,13,541,976,133,308,30,1445,739,203,448,51,1438,919,371,498,44,1829,1037,529,472,63,2099,636,567,395,42,1638,658,719,379,42,1802,1494,1792,651,66,4009,1301,1871,293,57,3518,996,1989,204,24,3209,744,1514,76,17,2351,1639,5534,246,26,7450,383,906,360,6,1655,203,102,63,12,374,12696,16457,5120,503,34785
20902,224,69,83,16,400,102,22,30,4,150,65,31,70,10,163,42,26,109,6,181,257,68,160,23,502,144,88,242,18,499,1043,181,275,38,1535,541,289,420,74,1322,521,426,426,68,1437,660,600,420,81,1763,445,584,310,53,1388,480,604,275,64,1427,1217,1343,396,98,3056,997,1185,191,60,2439,736,1181,100,31,2047,527,830,55,26,1435,913,2206,134,25,3271,297,533,257,17,1111,155,84,66,11,313,9355,10352,4017,709,24430
20903,114,31,43,4,198,46,7,16,0,73,40,13,18,4,72,19,5,31,4,53,119,22,69,3,213,100,15,91,3,215,417,58,105,9,587,400,90,163,12,665,530,172,184,14,900,610,283,198,14,1101,348,337,165,6,858,405,359,163,9,932,841,1062,304,16,2228,572,1176,134,12,1898,518,1278,106,8,1917,314,974,42,3,1340,883,3567,135,4,4589,211,724,219,0,1154,79,81,22,0,189,6575,10243,2218,141,19170
20904,768,250,289,23,1329,215,49,60,7,328,132,100,147,8,386,145,89,254,14,501,597,235,437,17,1291,398,290,773,25,1494,2584,743,857,63,4249,1398,1057,1197,69,3722,1464,1814,1241,105,4619,1666,2486,1157,106,5408,1035,2486,909,90,4516,1109,2646,715,82,4549,2676,6225,1148,155,10198,1963,4799,554,106,7423,1230,3818,312,50,5417,698,2360,166,24,3246,974,4432,235,24,5655,624,1959,658,39,3277,364,360,197,24,946,20046,36196,11285,1026,68557
21001,200,36,43,4,276,64,12,21,0,100,45,15,28,3,97,29,18,44,0,92,194,28,65,7,295,114,33,95,13,261,850,64,151,16,1073,464,125,235,26,847,481,240,273,33,1022,463,304,263,34,1063,251,324,236,22,825,257,350,194,19,821,573,979,313,35,1900,474,971,177,19,1645,372,989,112,15,1486,272,806,62,11,1149,590,2637,142,9,3380,173,427,166,5,778,133,88,35,3,267,6006,8441,2652,282,17375
21002,61,15,9,0,87,41,0,8,3,54,21,9,11,0,38,17,5,17,0,42,78,6,47,0,135,51,21,64,0,138,273,22,71,3,368,218,43,96,7,362,288,98,89,5,478,327,151,93,10,576,214,152,106,0,472,203,246,58,6,510,383,590,131,10,1114,318,569,51,4,943,289,564,42,0,899,165,433,10,5,611,454,1267,42,7,1776,127,364,99,0,592,61,37,13,0,110,3600,4574,1056,62,9292
21003,158,77,70,11,321,57,10,22,0,87,27,34,47,0,110,27,31,77,7,135,177,60,139,14,383,115,121,201,5,441,758,220,232,26,1235,397,284,312,52,1039,439,478,382,43,1336,505,571,321,52,1452,321,548,275,35,1180,393,606,210,41,1241,903,1332,370,67,2681,813,1037,185,40,2083,641,1059,109,33,1846,476,681,57,17,1235,765,1913,89,15,2790,243,458,194,9,911,118,107,52,10,285,7336,9629,3344,476,20785
21004,92,19,29,0,140,24,3,9,0,41,12,3,23,0,35,24,7,33,0,67,77,12,69,5,172,63,28,130,4,226,350,49,142,11,555,309,91,205,13,622,319,152,248,13,737,364,294,213,26,901,218,344,185,13,755,293,347,151,13,796,655,1036,231,24,1950,513,918,126,9,1566,386,690,82,10,1165,200,501,28,0,728,350,1087,42,4,1479,106,373,148,6,639,45,50,33,4,125,4420,6002,2104,167,12699
21005,566,341,261,21,1187,117,67,57,15,252,88,133,181,13,412,84,127,249,0,465,370,408,402,18,1202,314,557,575,21,1468,1658,1057,766,35,3518,969,1400,962,100,3437,861,2073,970,78,3986,1060,2621,891,104,4679,687,2264,628,63,3637,752,2221,492,64,3534,1755,4491,783,109,7138,1181,3205,467,61,4909,729,2429,231,35,3421,431,1480,127,24,2061,596,2875,196,25,3686,436,1690,457,31,2612,260,400,163,23,841,12913,29835,8866,826,52443
21101,515,62,145,7,723,181,28,40,6,245,108,51,58,3,216,90,35,132,5,256,426,70,237,6,736,306,117,338,15,778,1637,253,458,31,2381,1163,373,608,57,2200,1296,713,779,67,2855,1437,1081,708,82,3306,820,1113,574,43,2546,883,1294,448,52,2685,1959,3206,767,83,6012,1434,3073,390,48,4948,1080,2770,228,34,4114,610,1808,138,13,2572,1115,4602,222,18,5961,457,1249,441,19,2170,232,126,74,12,444,15738,22019,6796,605,45157
21102,68,16,24,0,108,30,3,7,0,43,13,3,8,0,22,5,7,8,0,28,80,12,13,0,111,47,17,21,0,88,192,24,41,0,255,137,39,48,9,227,191,74,59,0,325,222,104,75,5,403,118,128,55,4,309,156,155,47,4,369,293,344,83,13,733,195,335,52,3,580,165,356,39,0,554,97,324,15,3,437,442,1750,70,5,2268,87,297,64,0,445,40,29,12,0,77,2580,4016,742,38,7377
21103,299,54,101,8,452,108,13,27,0,148,63,17,43,10,127,43,22,99,0,165,246,51,155,14,467,183,73,254,15,527,916,180,337,25,1451,803,275,457,25,1556,925,426,513,47,1907,1002,663,514,42,2224,595,698,372,42,1705,610,770,320,26,1726,1432,1962,571,68,4024,1122,2005,279,31,3436,834,1883,183,15,2918,581,1352,74,14,2017,1095,3718,175,17,5000,320,823,361,18,1526,148,102,60,5,325,11318,15087,4902,407,31712
21104,285,33,75,10,400,78,7,16,6,109,64,23,41,3,122,36,14,45,0,94,188,32,65,6,290,108,60,103,5,277,569,103,120,8,805,450,171,209,31,859,497,253,247,26,1020,602,363,221,45,1219,274,328,177,30,808,346,395,185,19,938,667,1045,262,36,2005,526,983,141,25,1673,375,1095,95,14,1573,268,746,37,5,1062,600,2505,116,12,3236,188,453,149,6,796,73,38,18,3,141,6192,8645,2331,277,17442
21105,281,62,90,4,437,147,23,26,3,197,89,22,72,3,186,69,16,104,7,199,361,38,236,8,649,295,66,375,16,750,1503,166,533,35,2242,1226,268,663,49,2210,1389,555,674,36,2652,1476,998,667,49,3186,865,1117,492,34,2509,977,1259,368,26,2631,2173,3267,735,70,6248,1583,3018,357,37,5000,1211,2506,203,18,3936,721,1660,80,9,2478,1241,3856,163,8,5275,521,1399,505,27,2450,269,174,77,4,530,16405,20469,6442,447,43759
21201,271,64,88,0,418,84,13,22,3,130,60,16,55,0,137,58,14,93,4,167,189,41,210,4,444,169,75,344,5,591,1008,181,406,17,1617,671,332,509,39,1551,787,636,595,48,2066,891,1052,516,51,2510,536,1071,367,25,2000,740,1278,306,34,2360,1647,2818,521,58,5045,1211,2374,255,36,3881,698,1763,138,23,2622,398,1038,72,3,1518,615,2158,94,9,2874,381,1004,327,16,1723,217,152,80,3,461,10631,16091,5001,386,32116
21202,391,113,127,8,643,112,19,29,0,167,79,46,89,5,214,81,47,109,4,244,321,97,217,12,643,242,154,344,13,751,1344,318,402,23,2082,862,526,539,41,1963,864,886,596,45,2399,1044,1280,599,54,2987,542,1185,431,31,2194,713,1266,350,53,2380,1462,2941,593,82,5078,1042,2464,294,42,3834,656,2042,179,26,2907,399,1353,93,12,1849,707,3263,160,15,4143,347,1250,372,19,1991,204,175,86,10,476,11407,19437,5613,480,36943
21203,698,182,216,15,1104,80,39,64,0,188,93,78,112,0,285,69,75,168,0,313,333,200,336,14,886,226,288,572,22,1113,1461,612,701,29,2799,1008,1075,948,66,3093,1085,1780,1010,60,3936,1251,2711,932,97,4992,962,2593,682,69,4306,1119,2732,566,66,4482,2535,6377,928,135,9974,1687,4854,426,92,7061,991,3539,286,53,4871,527,2055,90,16,2691,705,3591,154,39,4489,505,2027,523,42,3085,274,293,139,13,720,15621,35110,8841,826,60392
