LGA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,3,0,7,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,12,0,0,0,0,0,4,9,0,5,0,0,0,0,0,0,21,0,0,0,0,0,3,7,15,6,0,0,8,3,0,5,54,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,12,0,3,5,0,0,0,0,4,0,4,0,0,4,0,0,18,0,0,4,0,3,5,3,0,0,0,3,3,0,0,0,18,9,26,9,5,0,0,9,3,0,0,3,0,0,5,4,80,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,4,33,31,5,8,9,26,7,0,3,134,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
LGA21450,0,0,0,0,15,62,121,98,21,12,13,8,4,3,7,362,0,0,0,0,3,18,106,63,9,9,3,13,5,0,0,220,0,0,5,11,21,15,36,20,4,10,6,0,9,0,0,132,0,0,15,11,27,32,192,140,28,77,40,53,8,4,17,643,0,8,76,40,19,27,3,4,0,0,0,0,0,0,7,174,3,18,18,11,4,10,102,105,8,7,5,0,0,4,0,278,0,0,3,3,38,33,82,33,6,8,20,7,0,0,4,239,36,133,75,30,48,19,40,27,3,7,3,0,0,0,10,423,0,23,29,12,4,3,7,17,0,0,0,0,0,0,4,100,0,0,0,4,13,17,21,12,4,0,5,0,0,5,6,95,5,3,29,28,72,127,2052,1229,339,322,318,364,132,27,76,5139,0,3,0,4,12,17,66,30,11,6,5,11,3,0,3,170,0,0,0,0,3,13,28,42
LGA21610,0,0,0,17,216,1389,4685,4336,756,906,651,925,341,269,197,14679,0,0,0,9,18,85,350,198,23,47,14,22,3,0,7,771,0,3,16,27,30,43,69,28,3,14,14,4,9,3,3,268,0,17,89,52,406,540,2289,1218,248,252,236,308,86,16,90,5859,3,37,378,209,60,299,174,16,4,3,0,3,0,0,41,1233,10,26,106,56,119,182,437,239,23,13,35,26,7,0,34,1318,0,0,5,58,463,573,705,237,32,45,31,48,17,11,45,2276,85,266,145,94,86,91,97,29,6,6,6,3,8,0,28,949,3,87,396,174,77,38,34,120,18,10,3,0,0,0,22,979,0,4,12,29,129,146,134,64,16,11,4,20,9,0,9,589,17,11,191,371,855,1863,14491,6976,1563,1459,1647,1723,646,140,401,32355,3,6,5,31,108,185,391,155,32,32,14,25,7,0,12,997,0,3,0,0,41,87,347,903
LGA21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,5,0,0,0,4,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,8,3,9,8,10,3,0,0,0,0,0,0,0,0,0,4,36,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,9,0,0,0,4,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA21750,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,4,30,11,8,42,53,22,6,0,0,181,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,7,24,3,7,3,3,8,6,0,0,0,0,0,0,0,63,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,3,0,0,0,17,29,6,6,7,5,5,0,0,88,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,22,0,0,0,0,0,0,0,0
LGA21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,6,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,6,5,5,0,0,0,6,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,5,0,6,0,0,31,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA21890,0,0,0,0,8,20,16,12,5,0,0,4,0,0,8,71,0,0,0,3,3,11,67,62,27,25,18,13,4,0,4,241,0,3,14,28,38,55,95,75,21,8,22,14,3,7,8,402,3,6,13,20,452,572,1203,622,153,212,280,186,46,4,84,3868,4,25,153,65,18,31,11,4,4,0,0,0,0,0,22,334,4,33,82,25,52,32,16,26,4,8,17,5,4,0,8,316,0,0,5,19,80,39,27,13,3,5,4,0,0,0,7,194,31,45,39,39,41,54,104,65,25,12,19,3,7,3,14,501,33,616,2369,553,143,54,31,145,12,19,14,9,9,0,243,4240,0,0,4,17,74,62,68,50,11,14,14,18,6,5,4,341,3,4,34,56,108,147,864,567,204,346,559,562,159,32,75,3726,0,0,0,7,31,75,93,51,14,19,16,10,5,0,6,333,0,0,0,3,23,31,93,209
LGA22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,17,7,12,11,10,0,0,0,6,0,0,0,75,0,0,0,0,7,7,28,23,8,3,3,3,0,0,8,93,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,6,0,0,0,5,4,0,0,0,0,0,3,0,31,0,0,0,7,5,0,6,0,0,0,0,0,0,0,0,31,37,91,63,21,25,7,13,6,0,0,0,3,0,0,6,277,0,10,12,8,0,0,0,0,0,0,0,0,0,0,6,39,0,3,0,0,6,0,0,4,0,0,0,0,0,0,4,15,10,0,5,3,5,10,55,43,16,8,15,13,9,0,4,197,5,0,0,0,5,3,10,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7
LGA22170,0,0,0,0,32,58,32,12,4,3,0,0,0,0,0,146,0,0,0,6,0,8,18,5,0,3,5,4,0,0,0,42,0,6,23,19,28,29,49,37,12,6,12,7,0,0,11,236,0,8,9,9,55,92,393,232,63,60,52,92,17,6,18,1110,0,18,74,35,21,65,29,5,0,0,0,0,0,0,3,252,3,23,37,10,11,9,22,12,0,0,3,0,0,0,5,147,0,0,6,11,61,54,97,9,12,6,0,3,4,0,4,271,69,160,128,65,96,44,90,26,8,8,0,0,8,0,22,724,7,80,172,77,26,14,15,45,0,3,0,4,0,0,27,465,0,3,7,13,29,27,31,18,4,10,35,14,14,0,0,215,3,8,62,75,93,137,711,275,58,42,72,84,32,13,28,1697,0,7,3,9,13,34,50,22,3,6,8,5,3,0,10,180,0,0,0,0,12,10,24,52
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,11,9,0,4,0,3,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0
LGA22310,0,0,0,0,0,11,4,6,0,0,0,0,0,3,0,35,0,0,4,0,4,15,33,25,7,10,4,13,3,0,0,113,0,0,27,42,37,51,70,55,13,9,22,21,6,3,7,366,11,32,18,34,430,631,1988,1442,391,391,428,621,164,49,116,6732,3,25,87,18,8,40,4,4,0,0,0,0,0,0,3,199,11,66,87,29,23,14,13,14,3,5,0,4,5,0,9,296,0,8,4,20,35,21,18,20,5,5,0,6,4,0,3,135,172,177,68,43,49,58,91,66,10,3,16,12,4,0,24,789,24,379,1142,235,31,23,17,73,0,3,17,3,0,0,67,2033,0,9,16,57,121,94,130,78,21,31,25,30,18,13,23,664,13,18,120,154,198,337,1436,1147,438,640,816,845,251,54,86,6549,0,6,4,27,38,155,151,74,16,16,25,29,23,8,10,576,0,0,0,0,29,17,58,86
LGA22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,12,20,9,0,3,0,0,0,0,0,0,0,0,0,0,45,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,10,0,5,8,12,0,0,9,69,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4
