UCL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL221044,0,0,3,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,6,0,0,9,3,0,0,0,13,0,26,11,4,10,0,0,0,0,4,0,34,8,0,8,0,0,0,0,7,0,32,15,7,13,5,0,0,5,17,0,69,6,4,4,0,0,0,4,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,24,55,18,3,4,5,55,0,202,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,5,4,3,9,3,0,5,0,31,8,9,4,7,3,0,0,6,0,41,9,11,0,10,7,5,0,0,0,53,11,14,9,7,7,7,0,10,0,64,11,0,0,4,4,0,0,10,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,40,8,33,42,25,0,29,0,217
UCL221045,0,0,6,0,0,3,0,0,0,7,0,0,6,0,0,0,0,0,0,6,0,4,15,5,0,0,0,3,0,32,9,20,8,0,3,0,4,3,0,41,4,15,6,0,6,3,3,0,0,36,6,10,6,3,4,4,9,5,0,48,0,10,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,50,41,13,9,12,18,21,4,190,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,27,3,20,0,3,5,0,0,3,0,37,7,16,0,8,9,5,0,0,0,51,4,15,0,7,9,0,0,6,0,34,0,5,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,71,5,28,19,11,0,9,0,175
UCL221046,0,5,4,0,0,3,0,10,0,22,0,0,10,0,0,0,3,0,0,29,16,20,55,7,4,9,13,26,0,158,21,8,28,13,7,9,14,13,3,114,9,5,7,6,0,4,5,7,0,47,4,0,6,4,0,3,9,8,0,37,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,35,111,32,16,34,44,70,5,402,0,0,0,0,0,13,0,9,4,24,0,0,0,0,3,0,0,0,0,22,4,43,4,36,34,19,5,7,3,150,7,19,6,21,27,8,0,13,0,108,5,8,0,6,5,3,0,9,0,41,0,0,0,14,7,5,0,3,0,33,0,4,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,78,16,83,85,46,6,35,3,373
UCL221047,0,0,4,3,0,0,0,9,0,13,0,0,13,3,0,0,0,0,0,22,5,4,10,0,0,0,3,7,0,26,11,0,20,0,0,0,0,0,0,42,11,7,17,0,3,4,3,3,0,46,9,7,12,0,0,0,0,4,0,33,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,75,8,10,6,8,26,0,192,0,0,0,4,0,5,0,3,0,16,0,0,0,5,0,0,0,4,0,13,0,5,0,8,4,3,0,0,0,26,3,6,3,0,11,4,0,0,0,36,5,15,4,7,19,3,4,3,0,56,4,4,0,12,9,7,0,0,0,28,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,6,37,44,21,5,11,4,176
UCL221048,0,0,5,0,0,0,0,5,0,8,0,0,6,0,0,3,0,7,0,20,5,4,13,0,0,0,0,0,0,23,0,0,7,0,4,0,6,8,0,22,4,3,8,0,3,0,0,3,0,24,3,0,4,0,0,0,4,0,0,17,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,32,9,5,7,16,29,4,125,0,0,0,0,0,5,0,0,0,10,0,5,0,0,0,0,0,0,0,4,3,7,3,0,6,0,0,4,0,26,4,9,0,3,7,4,0,4,0,23,5,6,3,9,3,3,0,0,0,32,0,0,0,3,5,0,0,5,0,16,5,5,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,8,17,21,13,0,7,3,116
UCL221049,0,0,6,0,0,5,0,0,0,4,4,0,4,4,0,4,0,3,0,14,5,3,10,5,0,0,0,7,0,25,8,12,24,0,3,3,0,0,0,50,11,0,16,8,0,0,4,0,0,44,8,7,11,0,0,4,8,0,0,36,5,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,62,19,8,10,10,9,3,191,0,0,0,7,0,6,0,0,0,16,0,3,0,0,0,0,0,7,0,10,6,11,0,11,0,3,0,0,0,30,8,19,6,6,10,5,0,0,0,49,0,12,3,5,12,4,0,0,0,49,3,13,0,9,9,0,0,0,0,27,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,64,12,28,37,24,0,14,0,194
UCL221050,0,0,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,7,4,3,15,0,0,0,0,3,0,30,0,3,5,0,0,0,0,8,0,18,4,0,11,3,0,0,8,3,4,35,6,5,4,6,0,0,12,3,0,34,6,0,0,3,0,3,0,0,0,16,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,21,36,16,3,9,23,25,4,157,0,0,0,7,0,3,0,0,0,13,5,0,0,0,0,0,0,0,0,4,0,6,8,7,4,0,0,0,0,26,0,6,0,3,10,0,0,0,0,21,0,10,0,12,3,5,0,0,0,35,9,8,4,7,6,3,0,9,0,37,0,0,0,6,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,16,36,24,15,0,14,3,143
UCL221051,0,0,0,0,0,5,0,8,0,13,0,0,0,0,0,0,0,0,0,11,3,4,3,0,0,0,3,4,0,19,4,6,8,0,0,0,6,3,0,24,7,5,0,0,0,0,11,8,0,38,5,4,8,3,0,0,9,5,0,39,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,19,24,9,7,6,38,30,4,159,0,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,6,0,7,0,6,3,0,0,4,0,27,0,9,0,4,5,5,0,0,0,20,5,6,0,9,11,0,0,4,0,33,0,6,0,6,4,0,0,3,0,32,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,6,26,26,13,5,16,4,133
UCL221052,0,0,4,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,8,0,5,9,0,0,0,0,5,0,26,0,3,12,0,0,0,4,8,0,24,3,0,4,0,0,0,9,3,4,24,9,0,11,0,0,0,9,4,0,38,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,46,4,0,6,29,17,0,140,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,6,3,3,8,4,0,0,4,39,0,0,0,0,9,0,0,0,0,19,7,7,0,7,5,0,0,0,0,25,4,3,0,6,13,0,3,3,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,4,20,34,16,7,12,4,135
UCL221053,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,3,0,17,0,0,0,0,0,0,0,5,0,20,9,3,5,8,0,5,4,0,0,25,0,4,10,5,0,0,5,6,0,29,0,3,0,0,0,0,4,0,0,9,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,16,34,16,0,3,13,16,4,118,0,0,0,5,0,3,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,0,10,0,0,7,3,0,0,0,21,4,7,0,8,5,3,0,8,0,35,3,3,0,0,10,0,0,3,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,18,18,14,0,14,0,113
UCL221054,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,9,7,0,12,0,0,0,5,6,0,25,3,10,9,0,0,0,0,0,0,31,0,6,15,0,0,0,6,4,3,30,6,5,7,0,0,4,13,6,0,36,6,0,0,8,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,18,33,9,5,4,20,26,3,153,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,7,0,4,0,0,0,0,0,19,4,10,4,5,3,0,0,0,0,28,3,5,0,9,4,8,0,0,5,35,7,3,0,8,5,0,0,3,0,21,4,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,5,25,16,16,0,4,6,126
UCL221055,0,0,5,0,0,0,0,8,0,13,0,0,3,0,0,0,0,0,0,15,5,3,5,0,0,0,0,0,0,18,17,7,12,0,0,5,0,3,0,51,9,8,13,0,0,0,5,4,0,48,5,6,0,0,5,0,3,3,0,27,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,44,8,9,10,8,18,5,173,0,0,0,6,0,9,0,0,0,15,0,0,0,0,0,4,0,0,0,8,5,14,0,5,5,0,0,0,0,21,3,17,0,6,16,8,0,0,0,47,6,16,0,0,17,3,0,0,0,50,0,10,0,0,7,3,0,0,0,27,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,9,21,42,21,0,10,0,175
UCL221056,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,11,0,0,0,4,3,0,21,0,0,0,0,0,0,3,5,0,17,4,0,7,0,0,0,0,5,0,16,4,0,0,0,0,0,9,8,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,0,3,6,15,22,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,17,0,0,0,5,0,3,0,5,0,13,3,3,0,9,0,5,0,4,0,20,0,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,15,7,16,0,11,0,68
UCL221057,0,0,0,0,0,0,0,3,0,10,0,0,5,0,0,0,0,6,0,12,8,3,14,0,0,0,3,0,0,30,9,0,20,0,0,0,8,5,0,45,9,4,15,0,3,4,4,7,0,44,8,4,7,0,0,0,12,4,3,34,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,68,6,6,3,31,21,7,189,0,0,0,5,0,0,0,4,0,8,0,4,0,4,0,5,0,0,0,12,0,4,3,5,10,7,0,5,0,34,4,3,5,4,10,3,3,9,0,42,0,11,6,5,7,8,0,8,0,43,0,0,0,6,5,0,0,5,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,10,38,33,28,3,27,4,181
UCL221058,0,0,5,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,0,3,0,20,9,11,10,0,0,0,6,0,0,29,4,4,5,5,0,0,0,3,0,24,4,0,9,0,0,0,4,3,0,24,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,41,13,0,4,6,19,0,130,0,0,0,5,0,6,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,17,3,15,6,6,3,0,0,0,0,33,0,11,0,5,7,4,0,3,0,31,0,7,0,3,4,0,0,0,0,22,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,7,24,16,10,0,12,0,122
UCL221059,0,0,0,0,0,0,0,5,0,9,4,0,3,0,0,0,0,0,0,7,4,0,13,5,0,0,8,0,0,35,8,5,10,3,0,4,3,5,0,46,11,6,5,6,5,4,3,5,0,48,11,3,7,3,3,0,6,3,0,38,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,48,21,10,12,23,19,0,194,0,0,0,5,0,3,0,3,0,10,0,0,0,4,0,0,0,0,0,4,0,7,3,3,8,8,0,3,0,39,9,14,0,5,7,4,0,3,0,51,13,13,4,5,13,4,0,6,0,51,3,3,0,6,10,7,0,4,0,43,6,0,0,0,0,4,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,17,27,41,26,0,29,0,213
UCL221060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,11,4,5,3,0,0,3,5,0,0,15,0,3,3,6,0,0,0,0,6,17,0,7,3,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,21,18,3,3,10,5,7,6,78,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,13,0,3,0,0,4,0,0,0,0,7,0,3,0,4,7,0,0,0,0,20,3,8,5,3,6,3,0,0,0,29,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,7,24,22,6,0,3,0,84
UCL221061,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,3,0,3,0,3,4,0,0,0,13,3,0,10,0,0,0,0,9,0,29,8,3,3,0,0,4,0,3,0,26,13,4,11,3,0,5,3,7,0,43,11,3,6,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,40,6,8,13,5,13,3,148,0,0,0,3,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,0,8,0,3,0,5,5,0,0,0,0,17,11,3,0,4,11,6,0,0,0,36,6,14,3,3,5,10,0,5,0,46,0,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,3,23,30,25,0,4,0,135
UCL221062,0,0,3,0,0,0,0,3,0,14,0,0,4,0,0,0,0,4,0,5,0,0,4,0,0,0,5,6,0,18,9,0,5,0,0,0,4,4,0,26,5,5,7,0,4,0,8,9,0,39,0,0,6,0,0,0,10,7,0,38,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,25,8,3,9,28,35,3,146,0,0,0,0,0,0,0,5,0,3,0,0,0,3,3,3,0,0,0,10,0,4,0,5,3,0,0,4,0,25,6,0,0,4,3,3,0,8,0,20,5,6,0,4,11,7,0,11,0,46,3,9,4,9,4,3,0,8,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,5,29,29,22,0,27,5,152
UCL221063,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,4,3,0,13,6,0,6,0,0,4,3,3,0,16,8,0,0,0,0,0,9,3,0,17,4,0,3,0,0,0,4,0,5,18,6,0,3,0,0,0,7,7,0,16,3,0,6,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,22,0,6,3,21,20,5,109,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,5,0,0,0,6,4,7,0,4,0,0,0,0,0,19,0,7,0,6,7,4,0,0,0,16,0,6,0,3,7,0,0,4,0,24,6,3,0,5,3,0,0,6,0,19,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,17,21,9,0,12,0,98
UCL221064,0,0,5,0,0,0,0,3,0,11,0,0,10,0,0,0,0,0,0,17,4,4,28,3,0,0,4,5,0,50,9,4,28,0,0,0,3,5,0,52,8,0,15,5,0,4,6,4,0,36,4,0,10,4,0,0,10,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,88,12,0,4,23,28,3,194,0,0,0,0,0,8,0,3,0,7,0,4,5,5,4,0,0,0,0,23,8,7,3,14,10,0,0,0,0,50,0,7,5,5,13,5,0,0,0,39,6,3,3,3,8,0,3,0,0,34,0,4,0,8,5,0,3,6,0,23,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,12,47,36,14,3,17,0,175
UCL221065,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,10,3,4,7,0,0,0,0,0,0,14,11,0,4,3,0,0,0,4,0,19,4,0,7,0,5,0,0,0,0,20,7,7,7,0,0,0,4,0,0,31,9,7,4,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,21,33,3,8,7,4,6,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,3,5,0,0,0,0,0,0,0,15,8,12,4,4,0,0,0,0,0,24,3,10,3,0,4,0,0,0,0,21,4,4,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,12,4,15,9,0,0,4,91
UCL221066,0,0,3,0,0,0,0,5,0,12,0,0,10,0,3,0,6,0,0,20,0,4,18,3,0,0,4,4,0,35,3,5,15,0,0,0,4,3,0,44,3,0,14,0,0,0,6,3,0,31,3,4,6,0,0,0,5,8,0,29,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,65,6,12,7,26,32,5,181,0,0,0,6,0,5,0,0,0,8,0,0,0,4,3,0,0,0,0,11,7,7,0,4,9,0,0,0,0,28,0,4,3,9,7,8,0,0,0,30,4,4,0,6,5,6,0,3,0,32,0,4,0,0,4,4,0,0,0,15,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,8,31,34,19,4,11,0,136
UCL221067,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,3,3,0,18,3,0,11,0,0,0,0,7,0,31,3,0,5,0,0,5,3,7,0,29,6,0,0,0,0,0,10,14,0,32,6,0,5,0,0,0,9,3,0,20,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,35,6,4,11,30,42,3,144,0,0,0,0,0,3,0,4,0,8,0,0,0,5,0,4,0,0,0,10,0,0,0,8,6,4,0,8,0,28,3,3,0,5,5,0,0,6,0,29,0,3,3,6,0,0,0,0,0,21,0,0,0,4,3,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,27,18,20,5,32,0,116
UCL221068,0,0,0,0,0,0,0,5,0,4,0,0,3,3,0,0,0,3,0,8,5,10,4,0,0,0,0,3,0,26,3,7,11,0,4,0,4,3,0,31,0,0,7,0,0,0,6,0,0,21,0,0,6,0,0,0,0,0,0,18,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,33,6,4,3,11,15,3,109,0,0,0,3,0,5,0,0,0,7,3,0,0,0,0,0,0,0,0,7,3,6,3,5,3,4,0,0,0,28,3,7,7,5,8,3,0,6,0,33,0,6,0,3,0,5,0,0,0,14,3,0,0,4,3,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,5,25,18,18,0,9,6,117
UCL221069,0,0,4,6,0,0,0,0,0,14,0,3,11,0,0,3,0,0,0,20,3,10,13,3,0,0,0,6,0,39,7,13,12,7,0,4,5,8,0,51,5,10,16,0,0,0,5,5,0,47,4,19,17,7,0,0,3,7,0,61,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,56,76,25,3,13,11,37,4,246,0,0,0,4,0,4,0,0,0,14,0,3,0,0,0,0,0,0,0,7,0,13,0,9,7,3,0,7,0,38,4,11,0,11,0,0,0,3,0,38,3,17,6,11,11,6,0,0,0,44,10,12,3,6,12,6,0,5,0,52,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,12,41,33,22,0,18,4,204
UCL221070,0,0,3,0,0,0,0,4,0,8,0,0,4,0,0,5,0,9,0,17,3,0,9,0,0,0,13,15,0,47,0,8,6,0,0,0,0,7,0,27,3,0,12,5,5,0,8,5,0,41,11,3,9,0,6,0,12,4,3,47,3,3,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,17,55,10,9,12,43,52,6,212,0,0,0,4,0,3,0,0,0,6,0,0,0,3,4,0,0,0,0,12,7,10,5,3,3,5,0,3,0,30,0,3,3,8,4,0,0,0,8,32,6,8,0,6,8,5,0,3,0,39,3,10,3,15,9,0,0,7,0,46,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,16,41,32,15,0,10,6,180
UCL221071,0,0,6,0,0,0,0,6,0,11,0,0,5,0,0,0,3,9,0,17,4,0,8,0,0,5,5,4,0,32,5,0,4,0,0,0,6,8,0,29,6,3,11,0,0,3,4,6,0,29,9,0,13,0,0,0,14,9,0,46,0,5,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,51,4,3,16,32,46,4,192,0,0,0,0,0,12,0,0,0,19,0,0,0,5,0,0,0,3,0,11,0,3,0,8,3,0,0,3,0,26,0,7,0,5,0,4,3,3,0,26,8,3,4,10,5,6,0,7,0,47,3,7,3,0,11,3,0,10,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,8,30,30,19,3,30,0,171
