SA2_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
205041098,5,10,0,11,4,0,0,0,0,30,0,5,0,0,0,0,0,0,0,8,7,106,0,11,15,7,0,0,0,159,0,0,0,4,0,0,0,0,0,4,5,12,0,4,12,0,0,0,0,34,8,17,0,46,26,0,0,5,5,106,18,18,25,85,65,18,11,17,5,263,0,0,0,8,5,3,0,0,0,23,3,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9,0,0,3,24,57,216,36,168,142,45,14,23,14,715,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,35,0,0,3,0,0,0,0,40,0,4,0,0,0,0,0,0,0,4,7,13,0,11,4,0,0,0,0,35,0,9,0,0,0,0,0,0,0,11,30,135,9,14,19,6,5,3,4,228,0,0,0,4,0,0,0,0,0,4
205041493,5,43,0,19,8,4,0,0,0,71,0,16,0,4,0,0,0,0,0,20,34,303,11,41,52,15,0,4,5,465,0,0,0,0,0,0,0,0,0,3,16,24,0,19,23,6,3,7,3,85,36,45,8,92,64,12,0,6,3,272,30,32,56,162,147,60,11,33,10,541,5,0,3,10,17,12,0,4,0,51,9,0,0,11,10,7,0,8,0,41,0,3,0,0,0,0,0,4,0,12,4,10,3,11,8,7,0,3,3,44,161,550,83,376,325,120,19,70,24,1720,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,18,31,112,4,10,6,6,0,0,0,174,3,7,0,3,0,0,0,0,0,13,8,58,0,19,5,5,0,0,0,95,4,22,0,0,0,0,0,0,0,31,84,476,30,65,69,24,12,14,7,777,0,0,0,0,0,0,0,0,0,4
205041494,16,83,0,27,15,0,0,0,0,141,3,42,0,3,4,0,0,0,0,56,58,584,15,56,94,19,6,7,6,846,0,0,0,0,3,0,0,0,0,4,23,41,6,41,42,0,0,3,0,149,37,87,23,127,111,24,0,13,7,425,56,51,82,218,242,62,14,44,13,780,0,3,5,10,22,11,0,0,0,60,5,0,3,23,20,3,0,3,0,52,0,6,0,4,4,0,0,0,0,18,3,7,8,16,16,4,0,3,4,62,226,1104,155,527,570,128,23,70,29,2837,0,11,0,0,0,0,0,0,0,15,4,51,7,0,0,0,0,0,0,68,45,248,12,12,12,7,0,0,0,337,0,18,0,0,0,0,0,0,0,16,23,95,0,28,20,0,0,6,0,177,7,48,0,6,6,0,0,0,0,70,141,866,51,82,133,33,9,19,7,1340,0,0,0,0,3,0,0,0,0,9
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,5,22,0,3,3,0,0,0,0,31,0,5,0,0,0,0,0,0,0,3,45,112,3,14,17,5,0,4,0,201,0,0,0,0,0,0,0,0,0,6,12,11,0,8,3,0,0,0,0,43,16,13,4,30,15,6,0,5,0,89,24,6,26,62,34,14,0,7,0,182,0,7,0,6,6,4,0,4,0,25,0,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,4,0,3,0,31,117,216,38,132,89,34,0,31,11,666,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,16,33,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,0,0,4,3,30,0,3,3,0,0,0,0,46,9,6,0,0,0,0,0,0,0,14,86,203,11,21,19,8,4,13,4,364,0,0,0,0,0,0,0,0,0,0
205051101,12,54,4,23,9,3,0,0,0,107,0,24,0,0,5,0,0,0,0,26,62,343,16,45,52,6,4,11,4,543,0,0,0,0,0,0,0,0,0,7,18,27,5,35,19,3,4,0,0,122,32,40,17,108,45,14,0,17,8,283,58,38,82,221,145,45,14,56,7,673,7,10,4,12,14,4,0,4,0,58,3,4,0,10,25,7,0,6,0,54,5,8,0,0,0,5,0,0,0,10,9,15,7,13,19,13,0,11,7,93,228,644,139,482,329,100,20,119,24,2090,0,3,0,0,0,0,0,0,0,3,4,19,0,0,0,0,0,0,0,29,22,91,4,6,4,0,0,3,0,135,0,7,0,0,0,0,0,0,0,7,17,71,6,28,9,3,3,4,0,129,0,29,0,0,5,0,0,0,0,36,139,454,23,65,60,7,5,27,7,790,0,0,0,0,0,0,0,0,0,8
205051102,0,16,0,12,0,0,0,0,0,32,0,12,0,0,0,0,0,0,0,12,21,71,4,13,4,6,0,5,0,140,0,0,0,0,0,0,0,0,0,6,13,11,0,5,11,0,0,7,0,46,10,11,0,27,22,0,0,6,0,77,19,11,31,49,26,14,8,27,5,182,9,0,0,3,4,0,0,0,0,15,0,0,0,8,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,5,5,0,3,8,4,0,0,6,32,90,156,38,128,81,23,6,50,14,593,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,19,0,0,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,20,0,13,4,0,0,0,0,39,0,12,0,0,0,0,0,0,0,12,49,97,8,19,8,4,4,17,0,210,0,0,0,0,0,0,0,0,0,5
205051103,9,77,0,24,4,0,0,0,0,109,5,24,0,4,0,0,0,0,0,36,70,425,13,66,65,12,0,14,5,671,0,0,0,0,0,0,0,0,0,0,15,25,0,41,21,4,0,0,3,117,42,45,15,137,70,12,0,6,4,334,37,32,61,217,131,61,7,39,10,596,3,3,0,10,16,12,0,7,0,50,7,9,0,20,13,5,0,3,0,56,3,0,5,0,6,0,0,3,0,11,8,5,0,8,10,8,0,13,4,44,217,783,108,539,341,122,9,92,26,2233,0,7,0,0,0,0,0,0,0,7,3,26,0,0,0,0,0,0,0,39,57,207,8,11,10,3,0,6,0,305,0,11,0,9,0,0,0,0,0,13,25,98,5,25,10,0,0,0,0,162,6,30,4,7,3,0,0,0,0,55,153,703,36,91,80,28,12,22,10,1134,0,0,0,0,0,0,0,0,0,4
205051104,7,15,0,4,3,0,0,0,0,26,0,5,0,0,3,0,0,0,0,10,22,96,3,12,18,3,0,6,3,161,0,0,0,0,0,0,0,0,0,0,10,12,6,10,5,0,0,10,0,49,20,18,5,32,7,4,0,8,0,91,24,12,23,69,37,21,10,33,3,226,3,0,0,0,6,7,0,0,0,8,0,0,0,3,0,3,0,0,0,14,0,6,0,0,0,0,0,5,0,10,7,6,0,13,4,4,0,0,5,36,99,186,38,151,92,50,10,60,13,686,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,9,13,21,4,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,5,13,22,0,4,3,0,0,0,0,45,3,3,0,0,3,0,0,0,0,13,49,112,3,15,26,10,3,7,0,226,0,0,0,0,0,0,0,0,0,3
206011106,45,157,5,31,26,4,0,0,0,260,16,49,0,0,8,4,0,0,0,83,283,1007,63,130,230,87,11,27,17,1855,0,0,0,0,3,0,0,0,0,3,25,36,6,20,20,6,0,0,0,122,35,46,16,49,58,21,8,3,3,228,16,36,32,39,53,18,0,6,0,207,6,0,3,4,4,0,0,0,0,18,3,11,3,14,12,0,0,0,0,46,0,9,0,4,0,5,0,0,0,27,3,10,0,9,0,5,0,0,3,28,623,2135,139,328,509,156,16,50,42,4005,3,18,0,0,0,0,0,0,0,22,38,281,0,0,10,0,0,0,5,336,286,951,35,56,105,24,10,6,18,1496,3,19,0,0,5,0,0,0,0,38,65,232,11,37,35,3,0,0,0,375,28,71,0,3,13,4,0,0,0,114,547,1828,151,218,372,145,35,68,43,3412,3,0,0,5,3,0,0,0,0,8
206011107,24,149,0,26,29,0,0,0,0,229,16,41,0,3,3,0,0,0,0,67,202,831,57,176,222,68,14,33,19,1625,0,0,0,0,0,0,0,0,0,3,14,45,4,32,41,11,4,6,0,158,34,52,13,70,58,24,0,10,0,266,32,26,45,80,69,22,11,19,5,311,3,0,4,4,3,4,0,0,0,30,3,3,6,5,18,7,0,3,0,49,7,12,0,0,4,0,0,3,0,25,3,10,0,7,8,5,0,8,5,40,489,1798,157,435,527,150,31,86,50,3718,4,12,0,0,7,0,0,0,0,23,35,283,3,0,3,0,0,0,6,339,198,734,39,57,104,28,22,21,16,1214,3,26,0,4,0,0,0,0,0,38,47,237,4,36,41,4,0,5,0,361,24,62,0,10,4,0,0,0,0,102,439,1479,148,259,351,125,56,79,32,2966,0,0,0,0,0,0,0,4,0,7
206011109,29,92,4,22,16,0,0,0,0,160,10,26,0,0,0,0,0,0,0,33,129,507,22,74,143,40,4,11,12,940,0,0,0,0,0,0,0,0,0,0,12,29,7,23,39,8,5,0,6,137,31,31,17,44,56,20,3,7,0,204,26,21,17,57,53,9,5,5,4,190,0,3,0,0,15,0,0,0,0,27,5,3,0,9,15,5,0,3,0,38,5,4,0,0,3,0,0,0,0,14,4,3,5,6,3,9,0,0,9,38,327,978,70,243,376,96,14,25,30,2159,3,3,0,0,0,0,0,0,0,12,17,97,0,0,4,0,0,0,0,113,126,325,14,14,56,13,0,4,3,554,6,12,0,0,0,0,0,0,0,24,39,135,9,26,20,0,0,0,0,226,9,37,0,0,3,0,0,0,0,55,312,857,75,95,205,90,18,22,22,1701,0,0,0,0,0,0,0,0,0,4
206011495,32,126,8,28,28,7,0,3,0,221,13,56,0,3,13,0,0,0,0,87,240,891,63,158,215,78,12,20,15,1699,0,0,0,0,0,0,0,0,0,4,13,31,5,12,16,13,0,3,0,91,26,48,10,49,44,16,0,3,0,206,20,22,37,51,38,15,7,14,3,210,0,3,0,6,6,3,0,6,0,26,4,5,0,3,11,4,0,0,0,31,4,9,0,3,0,0,0,0,0,20,3,6,0,10,12,0,0,0,4,41,509,1838,149,384,435,149,21,53,42,3578,6,13,0,0,0,0,0,0,0,27,35,288,3,0,5,0,0,0,0,333,223,778,36,71,95,20,11,19,13,1274,3,23,0,0,0,0,0,0,0,32,49,216,14,31,41,7,0,3,4,356,17,72,0,7,13,0,0,0,0,118,464,1642,153,235,360,139,31,71,30,3132,0,0,0,0,0,0,0,0,0,4
206011496,38,140,6,14,24,8,0,0,3,230,19,53,0,6,5,0,0,3,0,92,263,905,63,169,236,83,9,18,20,1769,0,0,0,0,4,0,0,0,0,5,22,43,7,22,23,16,3,0,4,135,39,50,26,49,27,19,0,3,0,215,21,24,41,34,38,9,5,3,3,178,0,3,0,5,3,3,0,0,0,20,8,7,0,4,10,4,0,0,0,36,0,8,0,3,3,4,0,0,0,16,0,11,0,4,3,3,5,0,5,30,585,2031,154,352,457,164,13,39,40,3845,3,11,0,0,3,0,0,0,0,16,51,375,0,3,18,0,0,0,0,448,249,940,38,56,97,19,9,16,14,1446,6,22,0,0,7,0,0,0,0,39,63,221,9,23,29,12,0,3,8,360,21,63,0,4,5,0,0,3,0,107,531,1774,165,270,372,146,23,56,40,3370,0,0,0,0,4,0,0,0,0,0
206011497,27,132,5,21,22,0,0,0,0,204,9,40,0,3,4,0,0,0,0,55,162,623,57,142,158,83,6,21,7,1261,0,0,0,5,0,0,0,0,0,5,17,44,11,41,32,22,0,7,0,165,39,45,16,53,47,18,4,12,5,230,22,24,31,59,43,17,3,11,9,225,3,0,0,7,4,8,0,0,0,24,0,6,6,3,14,6,0,4,0,32,3,5,0,4,0,0,0,0,0,17,3,4,0,0,5,0,0,5,5,26,390,1420,136,373,384,164,21,62,32,2982,0,15,0,0,3,0,0,0,0,16,34,219,0,0,5,0,0,0,0,264,150,605,24,44,87,13,12,9,12,953,6,11,3,0,0,0,0,0,0,20,37,199,7,33,28,3,0,4,4,312,14,50,4,3,9,0,0,0,0,78,327,1137,136,220,256,130,33,51,16,2311,0,0,0,5,0,0,0,0,0,3
206011498,32,133,3,17,28,0,0,4,0,214,6,28,0,0,6,0,0,4,0,44,185,668,37,116,175,61,6,18,13,1279,0,0,0,0,0,0,0,0,0,3,16,42,11,18,31,17,0,4,6,142,23,52,19,59,54,23,0,7,0,245,16,21,28,59,62,29,4,6,0,238,0,0,0,6,11,3,0,0,0,24,3,6,0,5,23,0,0,3,0,50,0,3,0,0,0,5,0,0,0,16,6,10,4,3,13,3,0,3,7,42,421,1427,119,311,443,153,11,57,40,2970,0,12,0,0,0,0,0,0,0,20,38,220,0,0,4,0,0,0,0,269,173,529,20,33,62,13,9,8,14,863,10,11,0,3,0,0,0,0,0,25,63,220,7,21,32,3,0,8,0,358,15,45,0,4,15,0,0,5,0,79,422,1234,126,178,266,104,24,45,26,2429,0,0,0,0,0,0,0,0,0,4
206021110,38,109,4,8,6,0,0,0,6,178,7,31,0,6,4,0,0,0,0,46,158,566,29,79,116,44,8,6,10,1015,0,0,0,0,0,0,0,0,0,4,10,21,5,18,16,8,0,0,4,85,19,32,7,28,24,9,0,5,0,133,8,12,23,30,29,17,0,8,5,132,0,0,5,3,6,0,0,0,0,14,10,5,5,4,15,5,0,0,4,36,0,9,0,0,4,0,0,0,0,7,5,3,0,5,5,3,0,0,4,24,370,1161,79,196,288,94,13,23,33,2251,4,13,0,0,3,0,0,0,0,16,27,166,6,5,3,0,0,0,0,209,165,452,11,25,54,12,5,5,3,744,3,15,0,0,8,0,0,0,0,19,59,186,4,12,19,3,0,0,5,296,10,37,0,3,12,0,0,0,0,69,353,1021,70,118,178,77,20,20,24,1878,0,0,0,4,0,0,0,0,0,5
206021112,62,213,9,24,25,5,0,0,0,340,20,63,0,5,9,0,0,0,0,109,337,1149,72,187,278,90,0,29,16,2168,0,0,0,0,0,0,0,0,0,0,27,51,17,37,54,19,0,9,0,209,51,82,27,74,100,29,0,17,0,376,38,40,44,87,69,16,10,14,3,314,0,0,4,9,3,3,0,0,0,26,8,4,0,9,14,7,0,5,0,53,7,10,0,4,0,0,0,0,0,27,6,8,0,5,5,5,0,3,13,51,738,2392,188,487,641,185,26,78,53,4793,5,25,0,0,5,0,0,0,0,34,41,276,0,3,0,6,0,0,0,325,294,910,28,58,103,26,15,19,13,1470,22,30,0,3,4,5,0,0,0,65,90,320,18,42,37,8,6,0,0,521,28,77,3,7,15,0,0,3,0,141,682,2070,197,304,410,155,36,92,47,3988,0,0,0,0,0,0,0,0,0,3
206021499,45,183,11,32,25,0,0,0,0,286,14,54,0,7,3,0,0,0,0,82,290,988,40,142,207,67,9,5,15,1771,3,0,0,5,0,0,0,0,0,11,31,62,10,18,28,14,0,0,0,169,36,46,16,42,49,20,0,6,0,220,27,25,24,46,41,25,0,4,5,199,3,0,0,3,5,6,0,0,0,20,0,3,8,0,12,3,0,5,4,33,0,16,0,0,6,0,0,0,0,20,0,8,0,8,5,3,0,0,10,39,659,2125,121,327,446,146,20,37,40,3926,10,18,0,0,0,0,0,0,0,31,58,314,0,4,10,0,0,0,3,389,299,893,27,35,87,19,3,17,6,1382,8,24,0,3,3,0,0,0,0,38,81,307,13,36,38,6,0,0,3,482,27,65,0,9,5,3,0,0,0,110,632,1835,122,221,325,128,32,35,27,3360,3,0,0,5,0,0,0,0,0,9
206021500,52,141,4,14,24,4,0,0,0,240,14,31,0,0,8,0,0,0,0,52,234,708,57,102,151,57,9,17,18,1357,0,0,0,0,0,0,0,0,0,0,22,35,7,20,34,6,0,3,3,126,19,32,14,38,38,16,0,3,0,161,9,11,23,35,28,7,0,8,0,122,0,5,0,0,3,4,0,0,0,16,5,0,0,7,13,0,0,0,0,28,0,7,0,0,5,0,0,0,0,13,0,12,0,4,7,0,0,0,8,33,501,1518,120,238,345,108,18,40,46,2936,4,17,0,0,0,0,0,0,0,23,39,230,0,4,5,0,0,0,0,281,209,657,27,21,64,10,3,9,14,1016,6,14,4,0,4,0,0,0,0,30,71,209,11,14,27,3,0,0,0,338,22,39,0,0,9,4,0,0,0,78,455,1306,132,163,233,95,39,41,30,2483,0,5,0,0,0,0,0,0,0,8
206031113,42,137,3,22,25,0,0,0,0,234,12,40,0,4,3,0,0,0,0,61,261,795,25,97,202,80,4,14,21,1501,0,0,0,0,5,0,0,0,0,5,21,47,3,19,33,13,0,0,8,136,35,54,9,56,67,23,4,5,3,250,23,19,31,70,58,21,7,18,3,251,4,0,0,6,3,3,0,0,0,29,11,12,3,18,22,13,0,7,0,84,0,22,0,6,5,3,0,0,0,30,7,10,0,10,6,3,0,3,8,48,542,1588,95,329,476,164,20,60,51,3328,3,10,0,6,0,0,0,0,0,18,32,166,4,3,9,0,0,0,0,213,261,622,17,48,68,22,10,18,18,1070,8,21,0,0,5,0,0,0,0,36,80,202,7,19,44,0,0,0,0,352,19,52,0,7,3,0,0,0,6,87,588,1469,97,159,332,139,28,58,28,2899,0,0,0,3,5,0,0,0,0,8
206031115,18,80,5,13,9,0,0,0,3,132,7,17,5,0,4,0,0,0,0,42,141,458,24,74,126,53,0,22,11,920,0,0,0,0,0,0,0,0,0,7,7,22,0,13,18,9,4,0,0,76,13,23,13,49,26,18,0,7,0,147,13,8,16,53,27,3,0,18,0,136,0,0,0,6,0,0,0,0,0,15,0,0,0,7,5,8,0,3,0,25,0,4,0,0,4,0,0,0,0,12,0,5,0,4,0,0,0,4,3,25,295,1003,64,236,290,101,12,60,34,2087,6,17,0,0,0,0,0,0,0,25,19,137,0,0,10,0,0,0,0,162,137,511,16,27,66,17,10,13,9,796,0,13,0,0,0,0,0,0,0,17,38,119,4,20,11,0,5,4,0,203,13,29,3,0,6,3,0,0,0,54,270,852,78,132,209,93,19,53,23,1744,0,0,0,0,0,0,0,0,0,5
206031116,45,146,0,28,23,0,0,0,7,253,13,56,0,0,11,0,0,0,0,90,272,884,40,127,227,73,3,24,19,1666,0,0,0,0,0,0,0,0,0,0,31,58,6,26,61,12,0,4,0,202,51,49,20,70,93,42,6,9,5,331,37,31,33,68,69,29,0,13,3,289,6,5,0,9,12,7,0,0,0,35,8,8,0,12,25,12,0,0,0,60,5,5,0,6,6,0,3,0,0,24,6,10,3,10,5,7,0,5,5,49,625,1750,123,373,607,196,13,64,50,3803,8,23,0,0,3,0,0,0,0,33,32,193,0,4,13,0,0,0,3,248,247,666,35,41,88,36,9,21,17,1161,22,31,0,0,3,0,0,3,0,63,72,220,3,39,34,3,0,3,3,385,29,67,3,9,11,6,0,0,5,123,610,1712,123,193,360,120,29,65,32,3236,0,0,0,0,0,0,0,0,0,3
206031501,17,108,3,12,26,4,0,0,0,166,0,40,0,3,4,0,0,0,0,54,209,719,29,84,230,77,5,27,23,1407,4,0,0,0,0,0,0,0,0,10,29,40,4,30,49,14,0,4,0,174,48,44,18,69,84,27,0,8,8,303,32,21,34,72,100,31,3,16,7,305,9,3,0,12,11,3,0,3,0,36,6,9,4,12,31,14,0,0,4,95,4,10,0,6,0,0,0,4,0,14,3,14,4,10,15,3,0,3,19,69,451,1367,102,336,608,198,20,65,58,3206,4,15,0,5,0,0,0,0,0,27,15,110,0,3,5,0,0,0,0,137,182,463,22,35,83,31,13,12,6,844,18,24,0,0,5,0,0,0,0,51,52,168,7,14,35,3,0,0,3,291,6,50,0,10,4,0,0,0,0,80,524,1289,93,137,348,133,29,70,42,2656,4,0,0,3,0,0,0,3,0,9
