SA2_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
206051128,10,0,222,18,42,0,0,41,0,62,0,0,4,0,0,0,5,0,0,0,0,0,0,0,18,39,0,0,46,0,66,0,0,0,0,0,0,0,234,46,0,0,50,0,287,114,3,0,0,3,0,115,8,30,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,0,35,0,46,0,0,0,0,0,0,0,119,39,0,0,38,0,156,49,0,0,0,0,0,49,0,15,0,0,15,0,15,0,5,0,0,4,0,4,0,0,0,0,0,0,0,0,20,0,0,22,0,22,0,0,0,0,0,0,0,49,20,0,0,22,0,67,1527,64,0,0,64,0,1593,162,444,17,0,462,0,626,0,13,9,0,22,0,26,0,0,0,0,0,0,0,170,460,21,0,484,0,651,0,5,0,0,5,0,5,1696,531,21,0,555,0,2250
206051129,3,0,189,9,12,0,0,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,19,0,29,0,0,0,0,0,0,0,197,17,0,0,22,0,217,106,10,0,0,10,0,110,10,10,0,0,10,0,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,13,0,0,15,0,26,0,0,0,0,0,0,0,118,20,0,0,20,0,132,49,3,0,0,3,0,53,3,4,0,0,4,0,12,0,5,0,0,5,0,5,0,0,0,0,0,0,0,3,6,0,0,6,0,11,0,0,0,0,0,0,0,57,10,0,0,10,0,59,1468,87,0,0,87,0,1551,123,186,0,0,185,0,309,0,9,0,0,10,0,10,0,0,0,0,0,0,0,123,192,4,0,199,0,319,0,0,0,0,0,0,0,1589,277,4,0,281,0,1872
206051130,9,0,195,15,35,0,0,37,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0,0,38,0,52,0,0,0,0,0,0,0,199,46,0,0,45,0,251,94,4,0,0,4,0,103,8,27,4,0,28,0,36,0,0,5,0,7,0,7,0,0,0,0,0,0,0,8,28,3,0,34,0,39,0,0,0,0,0,0,0,100,29,3,0,41,0,137,43,0,0,0,0,0,46,6,21,5,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,5,0,18,0,21,0,0,0,0,0,0,0,46,22,5,0,19,0,71,1561,87,0,0,87,0,1649,159,371,11,0,388,0,540,0,20,3,0,26,0,24,0,0,0,0,0,0,0,162,392,16,0,412,0,569,0,0,0,0,0,3,3,1724,479,16,0,497,3,2220
206051134,6,0,123,8,34,0,0,34,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,40,0,49,0,0,0,0,0,0,0,131,44,0,0,39,0,173,85,6,0,0,6,0,87,7,16,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,16,0,25,0,0,0,0,0,0,0,92,21,0,0,21,0,113,33,0,0,0,0,0,35,0,7,0,0,7,0,7,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,7,3,0,9,0,9,0,0,0,0,0,0,0,33,6,3,0,7,0,44,1283,60,0,0,60,0,1355,108,392,15,0,403,0,513,0,6,4,0,12,0,12,0,0,0,0,0,0,0,108,400,24,0,418,0,529,0,0,0,0,0,0,0,1390,457,24,0,483,3,1875
206051511,0,0,13,0,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,8,4,0,0,4,0,15,4,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,8,0,0,0,0,0,0,0,4,3,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,4,0,0,4,0,74,9,57,0,0,57,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57,0,0,54,0,63,0,0,0,0,0,0,0,71,62,0,0,59,0,142
206051512,4,0,91,8,19,0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,3,0,20,0,31,0,0,0,0,0,0,0,95,24,3,0,26,0,117,55,0,0,0,0,0,57,0,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,14,0,0,0,0,0,0,0,60,16,0,0,15,0,74,34,3,0,0,3,0,35,0,6,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,7,0,0,0,0,0,0,0,32,7,0,0,11,0,40,802,46,0,0,46,0,852,115,204,4,5,213,0,334,0,11,11,0,23,0,22,0,0,0,0,0,0,0,121,223,12,5,236,0,354,0,3,0,0,3,0,3,925,269,12,5,286,0,1209
206051513,0,0,47,3,6,0,0,6,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,11,0,0,11,0,12,0,0,0,0,0,0,0,47,16,0,0,12,0,61,26,0,0,0,0,0,24,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,30,5,0,0,5,0,35,10,0,0,0,0,0,10,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,11,3,0,0,3,0,10,464,20,0,0,27,0,494,59,155,0,0,158,0,223,0,10,0,0,10,0,10,0,0,0,0,0,0,0,61,164,0,0,167,0,225,0,0,0,0,0,0,0,527,188,7,0,191,0,724
206051514,0,0,96,6,9,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,15,0,18,0,0,0,0,0,0,0,102,13,0,0,16,0,114,50,0,0,0,0,0,48,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,48,3,0,0,3,0,51,17,3,0,0,3,0,22,0,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,21,9,0,0,9,0,33,687,26,0,0,26,0,708,50,204,4,0,211,0,259,0,10,9,0,16,0,16,0,0,0,0,0,0,0,50,213,11,0,221,0,277,0,0,0,0,0,0,0,732,241,11,0,252,0,988
206061135,0,0,107,5,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,5,0,11,0,0,0,0,0,0,0,112,5,0,0,9,0,120,78,5,0,0,5,0,83,3,4,0,0,4,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,6,0,0,6,0,11,0,0,0,0,0,0,0,89,12,0,0,12,0,95,44,0,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,45,4,0,0,4,0,50,912,27,0,0,27,0,939,68,171,4,0,171,0,246,0,4,0,0,4,0,4,0,0,0,0,0,0,0,68,178,8,0,185,0,257,0,0,0,0,0,0,0,982,201,8,0,208,0,1198
206061136,6,0,112,8,23,0,0,26,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,19,3,0,26,0,40,0,0,0,0,0,0,0,119,28,3,0,29,0,153,76,0,0,0,0,0,81,7,24,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,22,0,24,0,0,0,0,0,0,0,84,25,0,0,25,0,110,37,0,0,0,0,0,37,3,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,16,0,20,0,0,0,0,0,0,0,37,12,0,0,16,0,47,1139,38,0,0,38,0,1182,107,233,5,0,234,0,345,4,9,3,0,10,0,13,0,0,0,0,0,0,0,112,242,5,0,248,0,353,0,0,0,0,0,0,0,1252,280,5,0,285,0,1540
206061138,8,0,196,13,32,3,0,33,0,48,0,0,4,0,9,0,9,0,0,0,0,0,0,0,13,33,6,0,38,0,51,0,0,0,0,0,0,0,199,40,6,0,49,0,247,145,3,0,0,3,0,143,4,36,0,0,36,0,42,0,8,5,0,10,0,10,0,0,0,0,0,0,0,4,37,10,0,47,0,54,0,0,0,0,0,0,0,150,43,10,0,45,0,199,75,0,0,0,0,0,81,7,11,3,0,15,0,21,0,6,3,0,8,0,8,0,0,0,0,0,0,0,7,16,10,0,25,0,33,0,0,0,0,0,0,0,86,16,10,0,29,0,110,1066,50,0,0,50,0,1117,114,331,19,0,346,0,460,3,13,25,0,39,0,43,0,0,0,0,0,0,0,114,340,43,0,387,0,502,0,0,0,0,0,0,0,1184,393,43,0,436,0,1619
206061515,0,0,33,0,7,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,0,0,0,32,9,0,0,10,0,45,20,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,24,7,0,0,3,0,28,7,0,0,0,0,0,7,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,9,0,0,0,0,0,0,0,11,5,0,0,8,0,13,292,15,0,0,15,0,301,34,146,10,0,153,0,186,0,13,7,0,18,0,18,0,0,0,0,0,0,0,34,156,18,0,169,0,204,0,0,0,0,0,0,0,325,170,18,0,182,0,508
206061516,0,0,35,8,20,0,0,24,0,29,0,0,5,0,4,0,4,0,0,0,0,0,0,0,8,24,0,0,30,0,33,0,0,0,0,0,0,0,33,27,0,0,27,0,63,31,0,0,0,0,0,31,3,13,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13,0,18,0,0,0,0,0,0,0,36,13,0,0,13,0,54,21,0,0,0,0,0,21,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,21,8,0,0,8,0,26,400,22,0,0,22,0,423,43,187,5,0,188,0,239,0,20,4,0,24,0,24,0,0,0,0,0,0,0,43,201,5,0,212,0,260,0,0,0,0,0,0,0,452,226,5,0,232,0,688
206071139,0,0,43,0,14,4,0,17,0,18,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,15,4,0,22,0,19,0,0,0,0,0,0,0,44,16,4,0,19,0,63,27,0,0,0,0,0,27,0,3,0,0,8,0,8,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,6,0,0,11,0,11,0,0,0,0,0,0,0,27,6,0,0,11,0,35,9,0,0,0,0,0,9,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,7,0,0,0,4,0,13,459,31,0,0,31,0,488,43,111,12,0,124,0,170,0,11,3,0,20,0,25,0,0,0,0,0,0,0,44,130,15,0,147,0,193,0,0,0,0,0,0,0,502,156,15,0,174,0,685
206071140,6,0,83,14,12,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,14,0,24,0,0,0,0,0,0,0,82,18,0,0,19,0,104,52,0,0,0,0,0,52,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,52,15,0,0,15,0,68,17,0,0,0,0,0,17,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,17,9,0,0,9,0,22,667,39,0,0,39,0,710,67,109,3,0,113,0,174,0,0,0,0,7,0,7,0,0,0,0,0,0,0,67,111,3,0,116,0,179,0,0,0,0,0,0,0,734,152,3,0,156,4,888
206071141,0,0,29,0,6,4,0,10,0,9,0,5,0,0,6,0,6,0,0,0,0,0,0,0,0,9,6,0,20,0,19,0,0,0,0,0,0,0,29,12,6,0,20,0,48,14,0,0,0,0,0,17,0,0,0,0,5,0,5,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,15,0,3,0,4,0,23,0,0,0,0,0,0,0,0,8,0,0,8,0,7,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,8,5,0,11,0,10,0,0,0,0,0,0,0,5,8,5,0,11,0,11,267,16,0,0,16,0,282,40,154,25,0,174,0,216,0,53,25,0,76,0,76,0,0,0,0,0,0,0,40,202,45,0,253,0,292,0,0,0,0,0,0,0,309,222,45,0,269,0,581
206071142,0,0,44,0,8,0,0,8,0,11,0,5,0,0,10,0,10,0,0,0,0,0,0,0,0,13,0,0,17,0,22,0,0,0,0,0,0,0,40,11,0,0,18,0,56,26,0,0,0,0,0,29,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,31,6,0,0,3,0,36,22,0,0,0,0,0,25,0,4,0,0,4,0,3,0,4,0,0,7,0,7,0,0,0,0,0,0,0,0,7,0,0,5,0,6,0,0,0,0,0,0,0,28,4,0,0,11,0,37,427,29,0,0,29,0,453,45,153,7,0,161,4,206,0,53,41,0,91,0,91,0,0,0,0,0,0,0,45,207,45,0,258,4,302,3,0,4,0,4,0,12,473,238,45,0,291,6,767
206071143,8,0,153,8,22,0,0,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,25,0,36,0,0,0,0,0,0,0,161,28,0,0,33,0,191,85,0,0,0,0,0,88,7,10,0,0,15,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,15,7,0,16,0,29,0,0,0,0,0,0,0,91,15,7,0,20,0,114,40,0,0,0,0,0,40,4,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,9,0,0,0,0,0,0,0,44,8,0,0,7,0,53,1223,76,0,0,76,0,1297,109,173,4,0,181,0,292,3,0,6,0,12,0,13,0,0,0,0,0,0,0,112,177,14,0,191,0,303,0,0,0,0,0,4,3,1333,253,15,0,268,4,1607
206071145,0,0,142,7,11,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,14,0,17,0,0,0,0,0,0,0,142,16,0,0,18,0,157,91,0,0,0,0,0,91,4,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,10,0,0,0,0,0,0,0,94,9,0,0,9,0,105,50,0,0,0,0,0,50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,46,0,0,0,0,0,45,1282,60,0,0,60,4,1342,81,153,0,0,158,0,237,0,0,4,0,4,0,4,0,0,0,0,0,0,0,81,153,6,0,159,0,244,0,0,0,0,0,0,0,1361,214,6,0,218,4,1586
206071517,0,3,168,9,17,3,0,19,0,30,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,22,4,0,23,0,31,0,0,0,0,0,0,0,173,22,4,0,23,3,201,95,0,0,0,0,0,94,11,16,0,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,16,0,25,0,0,0,0,0,0,0,102,17,0,0,17,0,119,38,0,0,0,0,0,37,3,6,0,0,6,0,10,0,0,5,0,5,0,5,0,0,0,0,0,0,0,3,6,5,0,5,0,11,0,0,0,0,0,0,0,41,8,5,0,5,0,47,1460,43,0,0,43,6,1508,126,171,6,0,177,0,307,0,10,3,0,12,0,13,0,0,0,0,0,0,0,129,184,15,0,193,0,326,0,0,0,0,0,0,0,1589,226,15,0,237,3,1830
206071518,0,0,46,3,32,5,0,35,0,41,0,15,13,0,23,0,23,0,0,0,0,0,0,0,3,44,17,0,57,0,65,0,0,0,0,0,0,0,49,45,17,0,57,0,108,34,0,0,0,0,0,34,0,12,5,0,15,0,17,0,4,21,0,24,0,23,0,0,0,0,0,0,0,4,17,21,0,36,0,42,0,0,0,0,0,0,0,31,17,21,0,36,0,70,14,0,0,0,0,0,14,0,10,0,0,6,0,6,0,7,3,0,12,0,11,0,0,0,0,0,0,0,0,17,8,0,21,0,22,0,0,0,0,0,0,0,16,17,8,0,21,0,36,570,32,0,0,32,0,597,61,244,28,0,277,0,334,7,65,78,0,142,0,153,0,0,0,0,0,0,0,63,313,106,0,418,0,484,0,0,0,0,0,0,0,636,341,106,0,447,0,1081
207011146,9,0,217,16,36,0,0,37,0,52,0,4,0,0,5,0,5,0,0,0,0,0,0,0,16,41,0,0,44,0,55,0,0,0,0,0,0,0,221,47,0,0,50,0,273,148,10,0,0,10,0,159,7,30,0,0,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,27,0,34,0,0,0,0,0,0,0,154,35,0,0,36,0,186,69,0,0,0,0,0,75,9,21,12,0,32,0,32,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,23,9,0,37,0,39,0,0,0,0,0,0,0,79,25,9,0,34,0,112,1386,54,0,0,54,0,1437,115,340,22,0,362,0,478,0,16,11,0,28,0,28,0,0,0,0,0,0,0,115,357,34,0,389,0,504,0,0,0,0,0,4,4,1501,411,34,0,440,8,1946
207011147,5,0,252,19,167,12,0,179,0,196,0,7,23,0,34,0,34,0,0,0,0,0,0,0,19,175,36,0,209,0,231,0,0,0,0,0,0,0,264,181,36,0,220,0,481,196,7,0,0,7,0,201,15,122,0,0,120,0,138,0,8,14,0,24,0,24,0,0,0,0,0,0,0,15,124,18,0,144,0,163,0,0,0,0,0,0,0,212,131,18,0,150,0,363,107,3,0,0,3,0,106,4,62,11,0,73,0,78,0,10,12,0,23,0,23,0,0,0,0,0,0,0,4,64,20,0,86,0,91,0,0,0,0,0,0,0,112,71,20,0,92,0,201,1258,53,0,0,49,0,1314,182,1289,90,0,1379,0,1554,0,68,120,0,188,6,193,0,0,0,4,4,0,4,182,1356,207,5,1566,6,1749,0,0,0,0,0,0,0,1436,1407,207,5,1623,4,3066
207011148,12,0,383,38,328,30,0,360,0,398,0,24,34,0,64,0,64,0,0,0,0,0,0,0,38,356,64,0,421,0,459,0,0,0,0,0,0,0,410,362,64,0,436,0,845,304,11,0,0,11,0,311,15,242,15,0,251,0,273,0,16,25,0,42,0,44,0,0,0,0,0,0,0,20,254,38,0,296,0,317,0,0,0,0,0,0,0,321,268,38,0,310,0,628,150,10,0,0,10,0,159,19,131,5,0,137,0,156,0,8,15,0,28,0,28,0,0,0,0,0,0,0,19,138,28,0,165,0,184,0,0,0,0,0,0,0,164,149,28,0,176,0,339,1928,105,0,0,105,0,2036,274,2187,138,0,2325,0,2598,0,134,194,0,328,0,329,0,0,0,3,3,0,3,275,2321,332,3,2657,0,2932,0,9,0,0,9,3,11,2210,2433,332,3,2766,3,4976
207011149,25,0,539,21,113,6,0,112,0,140,0,0,11,0,13,0,13,0,0,0,0,0,0,0,21,115,16,0,127,0,149,0,0,0,0,0,0,0,542,136,16,0,153,0,692,392,10,0,0,10,0,405,29,88,9,0,88,0,117,0,3,4,0,10,0,10,0,0,0,0,0,0,0,28,93,11,0,105,0,125,0,0,0,0,0,0,0,422,103,11,0,117,0,538,204,6,0,0,6,0,204,10,54,7,0,63,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,3,0,59,0,75,0,0,0,0,0,0,0,212,62,3,0,69,0,276,2849,119,0,0,119,0,2971,262,994,43,0,1035,0,1293,3,44,42,0,84,0,84,0,0,0,0,0,0,0,259,1036,83,0,1121,0,1380,0,4,0,0,4,0,10,3113,1163,83,0,1244,8,4365
207011150,19,0,504,8,75,6,0,78,0,89,0,5,3,0,7,0,7,0,0,0,0,0,0,0,8,74,7,0,84,0,98,0,0,0,0,0,0,0,496,94,7,0,101,0,600,372,8,0,0,8,0,382,12,53,0,0,53,0,60,0,0,8,0,7,0,7,0,0,0,0,0,0,0,12,51,8,0,60,0,66,0,0,0,0,0,0,0,387,63,8,0,71,0,456,204,4,0,0,4,0,207,10,48,0,0,48,0,57,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,52,0,0,54,0,60,0,0,0,0,0,0,0,215,53,0,0,52,0,269,2995,102,0,0,102,0,3099,216,725,22,0,743,6,964,0,30,19,0,54,0,55,0,0,0,0,0,0,0,218,749,46,0,797,6,1024,0,5,0,0,5,0,5,3211,857,46,0,910,6,4120
