SA2_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
201021009,112,25,167,35,9,381,583,553,188,4,257,235,30,129,520,39,458,3533,207,5745,5,0,0,0,3,0,0,0,5,0,0,34,392,437,726,604,225,36,313,311,47,174,634,67,630,3596,606,6559,3,0,0,0,0,0,0,0,0,0,0,4,0,11,32,10,17,0,20,32,5,10,21,0,25,84,4,178,37,10,17,0,20,32,6,10,20,0,23,83,4,185,676,504,204,34,277,267,37,161,564,61,543,2540,156,4773,14,3,4,0,4,3,0,4,12,3,10,19,324,361,727,517,219,36,308,308,47,174,592,67,574,2644,483,5322
201021010,190,50,218,44,9,558,836,776,250,8,373,367,52,191,729,81,526,3983,235,6908,20,6,11,16,8,14,12,8,22,5,33,42,507,615,1060,883,311,67,477,481,89,268,940,138,781,4068,750,8085,0,0,0,0,0,0,0,0,3,0,0,0,0,3,70,26,17,4,24,43,7,21,29,8,34,72,3,203,73,26,17,4,24,43,7,21,34,8,34,72,3,207,963,720,287,53,438,422,71,243,851,127,669,2974,188,6041,24,14,5,15,6,13,8,11,21,4,31,29,417,520,1060,755,314,67,472,477,88,270,905,136,737,3080,614,6761
201021011,136,37,197,30,45,558,930,805,374,16,367,468,67,214,869,59,717,5047,287,8625,12,3,4,21,10,3,12,3,21,4,33,48,670,772,1130,876,435,95,445,569,100,291,1026,108,945,5127,994,9955,0,0,0,0,0,0,0,0,0,0,0,4,0,6,58,17,26,9,26,45,8,23,27,7,28,92,9,252,58,17,26,9,26,45,8,23,27,7,31,102,9,264,1048,770,405,66,396,514,84,263,942,94,823,4024,256,7722,23,9,3,18,12,10,7,7,16,4,32,27,595,692,1129,794,435,95,436,569,100,291,991,108,881,4157,865,8675
201021012,86,12,118,26,3,317,503,440,163,7,240,197,25,97,452,51,400,3638,181,5616,3,0,0,0,5,10,0,0,5,0,4,24,401,442,626,505,196,23,283,264,34,142,551,69,523,3687,588,6372,0,0,0,0,0,0,0,0,0,0,0,6,0,10,26,10,18,0,11,19,0,6,18,9,22,65,0,153,26,12,18,0,16,19,0,6,18,9,20,71,0,164,589,414,174,22,258,241,33,124,496,60,445,2640,136,4633,4,8,7,0,5,5,0,8,8,0,6,37,320,378,621,435,193,23,283,264,34,135,524,69,477,2745,460,5172
201031013,107,26,92,21,6,295,417,277,133,0,175,183,25,116,315,35,222,1664,93,2906,6,0,0,0,0,0,0,3,3,0,0,14,309,332,553,334,170,22,230,260,38,164,422,57,318,1698,404,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,11,5,17,25,0,8,17,7,22,28,0,108,27,5,11,5,17,23,0,10,17,7,22,26,0,109,522,294,157,27,211,230,39,150,385,50,289,1258,83,2624,8,7,0,0,3,6,0,0,6,0,0,26,243,285,553,303,170,22,230,261,39,161,408,57,311,1313,332,3024
201031014,124,32,122,24,7,326,428,404,143,7,207,182,30,83,387,38,250,2103,107,3628,7,6,0,0,0,0,4,5,5,0,0,18,652,686,557,470,183,18,273,246,46,136,516,77,371,2148,757,4644,0,0,0,0,0,0,0,0,0,0,0,4,0,7,43,12,18,0,29,25,3,14,27,5,21,54,3,152,43,12,18,0,32,25,3,15,31,5,21,60,3,156,504,380,162,23,238,220,42,120,461,61,333,1570,95,3188,7,0,0,0,0,0,0,0,9,0,3,22,578,624,556,399,183,18,269,246,49,136,497,77,352,1658,674,3970
201031015,138,24,152,18,4,341,442,482,132,5,179,172,32,86,469,21,312,2508,131,4210,0,6,0,0,0,0,0,0,11,0,3,12,311,341,557,564,169,19,240,246,43,134,610,51,471,2535,448,4894,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,11,13,0,15,18,0,18,33,0,25,52,0,127,23,13,13,0,15,18,0,18,33,0,25,47,0,129,527,451,160,18,214,217,43,117,535,47,392,1777,101,3518,7,8,0,0,9,0,0,0,8,0,6,32,250,301,561,469,171,19,234,237,43,132,569,51,424,1853,352,3947
201031016,324,79,307,65,20,916,1046,744,278,16,477,414,61,261,875,86,516,3541,267,6757,20,12,5,0,11,11,3,8,11,3,11,40,398,490,1375,889,401,121,627,615,107,394,1213,167,831,3648,676,8160,0,0,0,0,0,0,0,0,0,0,0,5,0,10,82,29,31,9,51,54,5,31,53,21,33,52,3,236,82,29,31,9,51,58,5,34,55,21,36,58,3,243,1251,738,360,109,552,537,87,344,1100,140,720,2695,210,6261,38,19,12,8,21,20,6,11,15,5,11,44,321,453,1371,783,398,121,620,615,97,392,1167,164,758,2789,538,6955
201031017,167,42,206,30,7,512,695,478,171,3,303,252,36,164,518,53,372,2445,160,4493,4,0,9,0,9,5,0,0,5,0,6,14,480,518,904,569,216,41,410,332,58,249,685,100,576,2491,652,5526,0,0,0,0,0,0,0,0,0,0,0,4,0,3,52,15,11,3,36,26,7,25,28,13,28,64,9,192,52,15,11,3,36,26,7,25,28,13,28,70,9,203,834,492,199,36,359,298,42,221,620,81,502,1814,137,4074,9,8,11,0,10,4,0,3,5,0,3,27,400,457,901,516,216,41,404,329,56,248,661,96,533,1909,545,4735
202011018,496,103,500,117,36,1297,1367,1421,403,15,593,489,102,217,1751,86,991,7189,461,12474,21,11,10,3,8,20,6,6,24,3,13,60,1032,1159,1773,1654,523,185,797,717,176,352,2265,196,1508,7368,1536,14929,5,3,0,0,0,0,0,0,0,0,0,12,0,16,105,35,40,7,53,76,21,28,53,16,47,115,10,369,107,37,40,7,53,76,21,34,57,21,47,124,7,381,1633,1437,468,158,724,618,145,308,2097,169,1304,5532,389,11267,34,12,11,21,19,19,11,10,29,7,24,61,866,1019,1768,1486,518,185,795,712,176,346,2184,196,1374,5719,1262,12668
202011019,358,69,369,143,45,1110,1318,1324,330,22,633,458,107,247,1591,89,848,6199,414,11080,21,18,0,0,12,12,3,5,12,5,10,66,642,766,1676,1576,440,82,786,639,174,372,1963,163,1227,6407,1101,12949,0,0,0,0,0,0,0,0,0,0,0,7,0,6,88,29,44,10,50,55,14,21,45,12,42,99,11,301,91,33,44,10,50,55,14,21,45,12,40,103,11,311,1544,1290,384,69,717,558,146,333,1797,145,1063,4452,327,9543,42,20,5,0,20,18,3,7,19,0,9,38,510,628,1675,1344,440,82,782,633,170,371,1860,160,1115,4598,847,10482
202011020,394,93,414,104,20,1174,1361,1163,440,9,491,530,110,172,1363,99,943,7138,456,12099,12,7,4,0,14,12,3,5,7,0,9,44,625,717,1788,1364,591,180,685,792,189,300,1760,191,1363,7284,1102,13988,0,4,0,0,0,0,0,0,4,0,5,16,0,21,112,42,60,14,56,87,22,27,49,20,49,132,10,401,112,43,60,14,57,87,22,27,56,22,50,146,10,419,1643,1155,518,165,624,691,162,266,1628,169,1163,5478,383,10819,28,10,6,3,6,10,0,0,17,4,14,36,518,605,1784,1210,580,180,688,789,188,298,1701,191,1223,5659,918,11846
202011021,205,63,236,50,12,580,780,903,252,13,293,276,58,116,1129,42,709,4977,331,8432,8,3,5,0,4,0,5,0,5,0,8,29,377,435,960,1009,310,64,369,378,99,165,1340,107,951,5054,720,9437,0,0,0,0,0,0,0,0,0,0,0,5,0,13,42,16,26,6,23,30,9,12,38,3,24,75,4,200,39,15,30,6,21,30,9,12,40,3,24,79,4,212,912,857,277,58,338,336,87,143,1221,101,820,3726,256,7224,10,0,5,0,3,3,3,0,5,3,0,18,307,351,959,873,305,64,364,376,95,158,1265,104,849,3826,569,7786
202011022,669,137,709,138,37,1902,2127,1965,623,23,968,827,182,335,2194,148,1378,10049,668,17775,39,25,10,7,20,16,3,15,30,9,17,79,1175,1363,2851,2305,844,249,1290,1214,297,543,2892,287,2104,10266,1883,21043,0,0,0,0,0,0,0,0,3,0,0,15,0,15,176,52,83,13,97,112,22,38,92,27,64,172,21,578,179,52,83,13,97,112,22,38,96,27,72,186,21,596,2593,1943,745,196,1144,1037,260,483,2594,249,1721,7419,542,15698,71,32,11,44,36,46,10,13,90,10,97,52,960,1201,2846,2024,841,249,1280,1206,293,532,2777,285,1886,7653,1522,17502
202011023,59,11,96,34,9,250,406,536,142,0,163,158,23,45,382,28,332,3347,183,5106,0,0,3,0,0,0,0,0,7,0,3,34,121,162,489,580,173,16,201,186,37,65,440,42,428,3413,308,5518,0,0,0,0,0,0,0,0,0,0,0,5,0,5,25,11,11,0,15,20,0,5,15,3,13,43,3,117,25,11,11,0,15,20,0,5,15,3,13,46,3,125,459,459,156,16,187,161,27,59,407,33,357,2255,134,3926,0,0,0,0,0,0,0,0,0,0,0,8,97,113,489,474,170,16,200,183,28,65,427,42,371,2306,231,4157
202011024,130,27,150,49,12,400,867,932,283,9,348,322,59,117,888,55,720,6293,379,9926,0,6,0,0,3,9,0,0,10,0,0,49,317,393,981,983,332,31,390,390,72,149,1022,85,875,6385,717,10719,3,0,0,0,0,3,0,0,5,0,4,12,0,21,52,16,29,4,36,41,8,12,38,6,48,93,14,259,60,20,31,4,38,46,8,12,41,6,49,109,14,279,912,755,297,23,342,328,60,129,918,77,714,4254,283,7614,5,5,0,0,3,5,0,5,4,3,4,23,245,278,974,777,328,31,383,382,66,144,961,87,760,4380,532,8172
202011025,310,45,338,122,23,882,1118,1410,308,15,499,382,84,148,1430,79,841,8048,462,12858,6,12,4,0,3,8,0,0,7,0,12,68,604,702,1386,1566,395,46,626,515,121,211,1745,130,1192,8237,1088,14446,0,0,0,0,0,0,0,0,0,0,0,10,0,16,80,30,22,4,34,52,10,13,53,7,38,113,8,301,76,30,22,3,34,52,14,13,54,7,38,123,8,314,1286,1245,367,36,576,452,107,188,1568,112,1000,5435,354,10171,26,11,8,3,9,5,5,3,11,3,3,48,443,546,1392,1285,392,46,623,513,125,201,1636,126,1050,5602,803,11032
202021026,103,16,132,35,7,327,691,684,230,7,255,259,49,93,672,39,489,4915,232,7590,9,10,0,0,0,5,0,0,5,0,0,30,380,431,805,743,259,17,296,305,60,124,785,60,624,4989,615,8344,0,0,0,0,0,0,0,0,0,0,0,5,0,12,52,11,15,0,21,25,4,15,28,5,18,93,4,209,52,11,15,0,21,30,4,15,31,5,21,99,4,214,740,590,234,14,270,268,46,105,709,52,536,3492,174,6045,13,10,0,0,0,4,3,0,3,0,0,28,306,356,804,615,255,14,294,296,52,118,740,55,562,3616,482,6616
202021027,180,47,237,53,8,607,1134,845,407,10,345,441,86,182,1072,92,787,5395,303,9363,68,26,23,36,22,25,3,9,45,6,95,61,1178,1384,1408,959,513,85,446,584,121,247,1296,143,1120,5511,1497,11352,0,0,0,0,0,0,0,0,3,0,0,0,0,6,63,26,29,8,37,44,9,24,32,15,46,78,5,251,62,26,29,8,37,44,9,24,32,15,46,84,5,264,1269,811,460,41,389,507,110,208,1175,130,916,4092,262,8206,69,24,20,37,21,37,4,16,40,9,90,43,1099,1279,1402,861,511,85,443,579,123,245,1245,143,1056,4216,1368,9742
202021028,150,41,192,46,7,483,991,721,357,11,351,408,62,177,848,60,690,4649,287,8077,5,5,5,0,5,4,0,0,7,0,11,31,602,665,1181,789,425,40,420,507,102,226,1004,100,887,4727,903,9225,0,0,0,0,0,0,0,0,0,0,0,3,0,4,68,13,26,0,27,44,9,14,35,11,30,77,12,248,71,13,26,0,27,44,9,14,33,11,30,87,12,254,1090,684,384,37,382,448,86,206,917,87,808,3606,249,7092,19,14,3,0,6,17,3,4,13,3,4,35,516,601,1182,712,419,40,421,507,98,228,964,100,842,3720,775,7949
202021029,122,34,151,36,9,423,686,414,189,13,256,237,44,108,441,28,313,2179,142,4067,12,7,4,0,11,9,0,4,0,0,11,27,520,577,859,491,234,46,341,315,73,164,568,57,476,2239,667,5062,3,3,0,0,3,0,0,0,0,0,4,9,0,22,47,15,25,4,22,28,10,13,29,7,22,55,6,182,54,20,25,4,23,33,10,13,34,7,31,71,6,203,787,405,207,37,304,279,63,150,514,48,400,1643,123,3649,17,7,7,7,16,11,0,0,7,7,9,18,413,475,861,434,234,46,341,315,73,166,550,57,442,1736,543,4330
202021030,191,66,280,82,7,697,887,812,329,26,389,363,88,186,951,62,724,5548,311,9134,17,6,7,3,5,7,0,3,9,0,7,63,622,728,1109,897,412,139,495,505,128,247,1149,126,1009,5687,939,10562,0,0,0,0,0,0,0,0,0,3,0,5,0,14,71,19,29,6,42,50,9,19,32,12,36,101,11,274,70,22,29,6,42,50,9,19,32,16,36,106,10,288,1026,746,375,127,447,450,118,225,1068,110,888,4120,259,7873,14,4,4,7,7,3,0,7,5,6,9,36,514,581,1111,776,411,141,491,501,130,247,1106,127,934,4263,787,8749
202021031,140,39,205,44,10,450,599,621,256,10,227,221,52,121,632,45,531,4560,225,7131,7,5,0,0,0,5,0,0,6,3,3,27,331,375,729,677,307,84,290,294,69,169,776,79,741,4628,563,7949,0,0,0,0,0,0,0,0,0,0,0,13,0,13,37,11,16,8,22,14,6,12,14,3,25,79,4,176,37,11,16,8,22,14,6,12,14,3,25,88,4,189,675,563,281,80,269,269,58,155,714,77,659,3283,182,5914,3,0,0,0,0,0,0,0,0,0,4,21,282,309,722,575,298,84,291,283,68,169,734,79,687,3388,472,6414
