SA2_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
206051511,3,24,0,7,0,0,0,3,0,43,6,17,0,8,4,0,0,0,0,43,40,48,3,6,41,9,0,3,6,155,15,28,0,9,6,0,0,0,0,66,0,12,0,0,5,3,0,4,0,32,0,0,4,10,4,0,3,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,3,3,3,0,0,5,15,85,178,17,46,81,28,6,11,8,455,4,19,3,0,3,0,0,0,0,40,16,50,4,0,3,3,0,0,0,85,20,42,23,5,7,4,6,5,0,112,7,14,23,0,6,3,0,3,4,61,0,0,4,0,0,0,0,0,0,8,9,41,0,9,4,0,0,4,0,75,8,24,0,13,4,0,0,0,0,57,81,105,8,16,52,19,3,7,3,305,27,53,3,18,11,4,0,4,0,119,8,37,0,5,9,9,0,4,0,71
206051512,47,207,4,28,21,10,3,5,12,330,17,114,3,29,15,0,0,3,0,183,250,273,7,40,175,60,0,8,12,843,80,292,5,48,94,17,0,3,3,544,51,144,9,25,34,22,0,8,4,297,12,5,27,14,16,14,0,13,0,102,0,0,0,0,0,0,0,0,0,0,13,21,5,5,17,5,0,0,0,62,3,7,0,4,11,7,4,4,17,45,551,1282,88,211,417,140,8,50,57,2812,52,118,15,12,17,7,4,11,0,229,61,184,13,5,14,3,4,3,0,290,111,214,63,15,28,18,6,20,6,483,56,136,76,4,15,12,7,11,0,310,4,22,6,5,3,0,0,8,0,56,55,322,8,46,26,8,4,3,9,483,39,157,10,30,16,7,0,9,4,266,530,619,39,74,251,123,10,30,29,1700,153,480,9,66,131,25,9,10,14,892,78,240,31,39,47,40,0,17,3,498
206051513,28,305,13,65,31,4,0,7,0,462,26,147,0,35,12,7,0,3,5,244,213,262,16,60,171,65,3,21,13,833,97,274,15,118,99,29,3,9,11,661,76,176,22,42,52,35,11,11,5,426,35,4,63,38,25,10,0,6,4,181,0,0,0,0,0,0,0,0,0,4,17,18,6,13,15,10,0,0,0,76,3,10,4,10,10,3,0,0,3,43,546,1400,165,416,450,194,19,75,52,3316,29,119,19,18,14,11,3,7,0,222,45,186,18,9,12,7,8,7,8,299,77,182,128,26,20,9,24,44,8,514,44,111,140,13,22,15,3,23,8,376,10,21,20,3,7,3,4,6,0,76,48,419,22,95,38,9,3,6,3,647,39,209,8,43,15,12,4,3,5,342,437,501,59,95,263,137,32,51,26,1603,164,461,31,182,133,48,17,26,18,1076,124,327,39,66,76,61,23,26,10,752
206051514,34,317,10,58,34,7,0,6,0,472,30,169,5,35,19,9,0,0,3,271,273,279,22,60,180,62,9,20,17,915,103,332,6,102,108,26,9,9,6,703,59,226,22,44,70,30,0,8,10,465,35,9,49,24,21,20,0,6,0,168,0,0,0,0,0,0,0,0,0,0,21,41,5,7,21,13,0,4,0,113,9,9,6,6,8,7,0,0,18,57,628,1582,150,370,508,178,25,63,56,3564,46,112,7,21,23,8,3,7,0,226,53,197,15,9,21,12,3,10,8,322,124,214,101,10,36,16,20,29,12,560,52,120,147,8,26,5,0,24,0,383,12,28,13,4,9,3,0,5,0,84,58,474,22,83,39,10,5,14,0,697,37,242,9,42,20,11,4,0,4,373,556,581,58,90,270,128,32,56,28,1803,192,540,13,152,151,47,16,21,15,1143,103,379,46,77,80,51,12,23,13,788
206061135,33,280,4,41,26,6,0,0,0,397,24,111,0,13,22,7,0,0,0,178,193,241,15,26,119,50,0,10,8,656,59,250,11,27,60,24,0,9,5,441,54,112,7,8,28,31,0,0,5,252,10,9,22,13,11,10,0,3,3,81,0,0,0,0,0,0,0,0,0,0,7,24,0,4,10,3,0,3,0,65,0,3,0,0,8,0,0,0,5,11,430,1153,74,161,314,145,7,38,27,2347,42,91,11,9,20,10,0,4,3,185,39,86,8,3,5,8,4,12,0,171,55,114,32,9,13,12,12,13,4,266,43,76,42,3,15,12,3,6,0,197,6,8,6,3,0,6,0,0,0,31,46,430,5,52,32,6,3,3,0,581,25,138,0,23,24,15,0,0,3,226,450,516,31,44,185,122,18,16,23,1404,125,440,15,49,73,37,5,16,12,773,73,182,20,21,31,42,3,3,9,382
206061136,53,608,7,68,43,18,0,8,5,807,39,239,5,50,16,7,0,0,0,362,428,524,16,75,276,120,3,24,6,1473,160,499,13,133,167,42,6,9,15,1030,116,336,31,49,70,85,3,13,11,709,35,14,47,49,25,26,0,6,0,210,0,0,0,0,0,0,0,0,0,0,27,51,0,11,35,14,4,3,4,142,5,15,0,0,7,6,0,3,23,66,964,2577,167,467,704,352,22,76,73,5388,87,225,30,27,34,18,5,10,8,446,70,226,28,8,32,17,4,4,6,402,135,273,110,26,40,30,21,33,5,683,102,225,154,8,47,20,3,25,3,592,15,24,22,10,8,0,5,4,0,88,85,883,19,105,50,23,0,6,11,1179,51,327,11,53,21,17,3,4,3,492,922,1136,57,134,435,265,21,53,35,3061,275,840,29,205,229,74,12,30,13,1706,195,572,71,87,114,118,15,30,19,1216
206061138,33,296,3,18,40,9,0,4,6,417,30,108,4,22,24,3,0,3,3,196,233,246,14,29,141,63,4,3,18,739,102,250,0,52,90,15,0,0,13,533,57,114,3,21,37,28,0,11,9,267,15,3,16,13,11,11,0,4,0,73,0,0,0,0,0,0,0,0,0,4,25,22,5,0,17,15,0,0,0,79,6,3,0,0,6,3,0,0,0,29,560,1162,61,166,409,165,7,30,62,2618,54,78,3,13,20,10,0,5,0,200,44,84,11,5,14,9,3,8,5,171,112,141,27,10,19,17,4,15,10,356,70,118,46,4,19,14,0,3,6,283,10,0,9,0,3,3,4,0,0,33,55,603,12,30,49,14,0,5,14,778,37,150,4,25,28,10,0,4,3,264,577,593,26,41,211,142,7,12,48,1655,203,531,10,65,123,34,3,12,30,996,75,166,14,31,43,42,3,6,7,392
206061515,29,340,4,40,31,7,0,0,7,462,17,148,3,23,15,6,0,0,0,214,262,429,13,44,201,69,12,17,18,1055,74,335,11,53,89,38,4,3,3,614,64,173,14,30,39,37,3,6,7,367,11,12,25,15,21,16,0,3,0,93,0,0,0,0,0,0,0,0,0,0,16,33,0,3,10,7,0,0,4,76,4,4,3,0,6,0,0,0,11,43,539,1732,100,233,458,211,18,45,47,3381,52,197,18,17,30,16,5,6,7,344,46,242,25,13,15,11,4,4,10,370,98,266,52,10,22,14,11,17,5,494,60,135,53,12,20,15,4,10,0,298,8,16,7,3,4,0,0,4,0,45,47,527,10,63,36,10,4,4,8,707,28,202,5,29,19,7,0,0,0,295,582,823,28,80,296,153,16,32,33,2041,144,537,18,82,129,59,10,11,9,999,108,308,32,48,61,47,10,16,8,638
206061516,26,282,9,31,20,3,0,0,0,370,15,110,0,15,8,5,0,0,0,155,189,274,4,31,137,62,4,13,12,719,86,276,5,48,81,18,0,8,8,533,62,170,10,20,38,30,0,0,3,331,16,7,21,12,11,8,0,5,0,87,0,0,0,0,0,0,0,0,0,4,12,34,0,4,7,6,0,0,0,69,11,5,0,3,0,3,0,4,7,33,474,1345,88,189,335,163,9,44,33,2675,48,125,16,9,18,11,0,4,6,236,42,124,10,9,16,4,3,8,0,212,76,185,53,11,14,7,6,17,6,377,40,108,57,8,15,12,5,8,0,248,10,12,6,3,0,0,0,8,0,43,33,461,14,41,25,7,0,0,3,586,19,141,4,17,8,5,0,0,0,204,421,598,13,45,204,132,9,18,26,1483,159,483,16,79,119,31,3,15,18,911,95,252,21,38,53,48,0,9,9,525
206071139,30,304,5,38,19,8,0,0,0,413,13,112,0,19,10,6,0,0,0,166,163,233,9,41,111,43,0,19,12,634,95,267,10,64,74,19,0,4,6,536,49,184,15,35,44,35,4,4,8,372,9,6,28,14,20,8,0,4,0,92,0,0,0,0,0,0,0,0,0,0,8,23,0,7,6,9,0,0,0,54,0,4,0,4,5,3,0,0,8,27,445,1297,105,225,318,137,13,45,44,2633,51,115,18,15,20,12,0,5,5,246,56,140,27,6,10,4,6,6,6,258,66,199,56,5,23,5,16,16,0,388,43,108,65,3,19,3,5,10,5,254,20,28,16,6,8,3,0,4,0,89,49,457,7,59,28,17,0,5,6,628,24,179,0,27,11,13,0,4,0,258,361,496,21,56,184,97,9,35,22,1277,158,486,17,103,110,35,3,14,12,938,85,334,54,51,70,53,7,17,3,667
206071140,19,242,0,15,18,6,0,7,0,316,19,112,0,24,15,3,0,0,3,172,95,146,0,19,60,24,0,3,3,351,99,348,11,51,88,13,0,7,7,630,44,218,23,32,39,35,0,6,8,393,4,5,20,13,0,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,17,30,4,11,15,7,0,0,3,90,3,7,0,3,0,0,0,0,5,29,352,1283,79,188,263,108,3,23,40,2332,34,117,10,19,17,11,0,0,5,214,20,64,9,10,4,0,0,0,0,111,53,122,46,0,11,4,6,4,7,263,34,167,41,12,8,7,0,6,0,275,11,30,10,5,8,4,0,3,0,73,22,399,8,27,20,6,0,7,3,491,23,161,5,24,14,5,0,0,8,238,200,294,12,38,89,44,9,10,15,712,153,606,25,80,117,22,3,8,8,1025,75,350,46,55,55,55,7,4,13,658
206071141,15,276,4,27,15,6,0,0,4,353,6,108,4,21,15,3,0,0,0,163,143,211,7,31,78,19,6,4,4,505,95,299,9,58,60,9,0,11,8,555,65,240,7,28,33,37,0,6,0,420,10,9,19,10,8,3,0,3,0,73,0,0,0,0,0,6,0,0,0,3,19,22,3,3,12,3,0,0,0,66,3,12,3,9,7,0,0,0,7,32,411,1354,84,203,253,96,7,25,21,2460,22,123,15,7,14,4,3,4,3,201,23,130,12,4,10,5,0,0,5,192,56,150,66,7,18,4,11,5,0,324,48,165,45,6,11,9,4,10,0,300,16,19,9,0,3,4,0,6,0,56,33,446,12,58,19,6,0,6,3,590,21,157,7,21,22,7,0,0,0,240,304,445,24,58,133,55,8,16,8,1053,158,512,15,93,93,26,7,19,15,936,121,447,29,48,59,51,5,18,10,787
206071142,29,328,4,24,11,3,0,8,5,415,13,87,4,19,4,3,0,0,0,141,155,170,8,23,77,29,0,10,4,474,117,382,5,68,81,19,5,0,3,673,79,230,28,50,40,30,0,0,5,466,13,8,17,18,3,9,4,6,0,70,0,0,0,0,0,0,0,0,0,0,20,30,0,4,12,4,0,0,4,76,0,10,4,7,0,0,0,5,12,38,473,1440,96,237,263,113,6,33,31,2687,37,102,15,18,20,12,0,5,3,200,30,112,10,8,3,3,6,3,0,166,61,146,34,10,20,3,8,12,4,296,37,205,50,7,23,5,8,5,0,336,13,27,11,0,6,4,0,0,0,70,34,540,10,40,19,5,4,8,4,669,24,130,8,21,7,10,0,0,3,201,312,369,20,38,130,53,12,10,12,957,194,689,12,95,127,38,8,13,7,1178,129,426,53,72,54,49,6,8,6,812
206071143,37,416,4,47,29,3,0,3,4,546,32,169,3,27,13,5,0,0,3,252,182,225,10,27,103,33,0,3,7,597,139,519,8,75,115,27,0,7,18,917,106,301,25,39,51,33,6,3,8,573,12,3,27,16,11,8,0,3,0,82,0,0,0,0,0,0,0,0,0,0,23,55,10,13,28,0,0,0,0,138,0,12,0,4,3,0,0,0,10,36,607,1982,101,282,399,132,9,26,57,3598,65,184,13,14,36,6,0,3,0,333,41,90,13,4,11,5,4,0,0,174,81,190,65,12,15,13,0,16,3,393,56,233,70,9,23,9,0,7,0,408,26,35,14,5,10,0,0,0,0,89,51,650,9,67,32,10,3,4,4,822,39,249,4,33,19,8,0,0,3,359,379,446,28,44,161,82,7,7,13,1170,235,881,18,111,157,33,4,12,22,1470,164,533,67,61,80,43,13,13,12,988
206071145,39,394,10,33,30,8,0,3,3,515,22,153,5,20,15,3,0,0,0,213,163,163,6,21,74,24,0,3,6,462,114,351,5,49,71,15,0,0,13,631,47,175,18,18,42,23,0,6,0,325,3,5,5,9,8,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,23,35,0,4,13,5,0,0,5,85,0,3,0,4,0,0,0,0,0,14,474,1447,83,168,292,82,6,18,31,2605,51,132,12,13,19,6,3,4,4,242,27,103,3,0,16,0,5,0,0,155,90,151,54,9,20,0,8,13,0,344,43,126,75,11,15,7,3,10,4,283,13,25,15,3,7,5,3,8,0,76,56,560,10,43,32,14,0,6,4,726,39,222,4,27,15,3,0,7,4,321,330,370,24,30,127,66,13,9,6,967,193,558,14,73,105,18,4,9,18,1009,93,315,38,44,55,38,9,10,3,604
206071517,43,643,6,66,42,9,4,3,6,826,50,277,6,32,14,7,0,0,4,383,466,597,13,66,235,106,5,6,16,1513,164,572,10,89,145,35,0,11,12,1036,118,299,26,32,56,35,0,7,6,571,29,4,31,27,23,10,0,5,0,134,0,0,0,0,0,0,0,0,0,3,25,30,5,7,21,10,0,0,7,101,6,14,0,9,4,7,0,0,11,51,1025,2760,129,344,611,236,15,47,57,5231,97,219,21,22,43,18,0,13,3,435,72,229,28,4,20,4,4,7,7,372,158,350,146,20,46,13,13,17,10,762,132,250,151,12,36,20,7,22,4,622,40,30,27,3,12,3,0,9,8,125,75,917,22,91,47,14,5,11,0,1189,73,394,6,48,21,7,0,0,3,564,933,1258,54,104,395,219,17,33,41,3058,279,976,25,156,211,53,8,19,18,1737,182,501,51,46,71,60,6,25,4,957
206071518,38,429,11,55,28,14,0,5,4,581,19,182,0,25,18,5,0,4,0,254,250,337,14,60,176,66,3,23,6,930,104,347,5,79,90,20,3,10,4,664,83,183,26,34,44,33,3,10,0,418,20,3,28,33,24,12,5,5,3,141,0,0,0,0,0,0,0,0,0,0,16,31,0,7,16,3,0,0,4,84,12,14,4,12,9,3,0,0,9,60,612,1749,114,329,438,178,15,59,45,3539,43,160,10,12,24,11,0,7,3,279,58,189,28,3,14,13,0,8,9,323,101,223,129,18,26,12,13,29,8,554,66,129,110,9,25,12,4,19,0,364,10,18,22,3,5,4,6,3,0,70,57,599,18,77,37,20,0,14,3,828,25,261,8,34,25,6,3,6,3,360,528,753,44,105,289,124,21,49,17,1935,174,557,19,128,128,39,6,24,13,1088,130,330,47,60,74,52,4,21,3,717
207011146,30,208,3,14,21,7,0,0,0,277,17,123,0,28,12,9,0,0,0,197,135,157,4,13,101,21,0,4,0,435,43,125,5,39,38,8,0,3,0,272,8,44,5,3,24,4,0,3,4,100,3,0,5,9,10,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,8,9,0,4,3,0,0,0,0,33,4,0,0,0,5,0,0,0,0,12,303,774,40,122,247,65,0,15,17,1582,39,83,10,10,18,6,0,0,3,172,51,117,13,5,14,5,0,3,5,213,102,113,53,8,16,13,4,15,6,320,30,38,36,3,7,0,5,6,0,120,14,6,10,5,3,7,0,3,0,43,43,292,7,19,24,7,0,3,0,396,31,164,5,35,17,10,0,0,0,261,325,323,12,23,148,58,16,12,9,933,84,222,11,46,50,18,4,3,4,446,23,76,9,6,24,4,0,7,4,157
207011147,35,432,5,40,39,19,0,9,0,581,29,166,3,41,33,4,0,3,3,285,246,275,12,43,218,77,3,19,14,900,64,202,6,69,71,22,7,7,9,448,31,46,11,15,18,11,0,3,3,145,7,4,12,18,16,13,0,5,3,75,0,0,0,0,0,0,0,0,0,0,12,17,0,5,9,8,0,0,0,59,4,7,0,0,4,0,0,0,7,31,496,1347,94,267,469,194,12,49,54,2978,71,119,25,11,28,16,0,4,10,289,69,208,19,10,31,15,9,7,9,383,164,229,81,7,39,45,18,26,14,613,53,69,57,4,15,16,3,13,3,232,9,9,10,0,3,0,0,10,0,44,54,715,8,48,44,23,0,9,3,912,39,220,6,50,30,4,0,3,4,355,552,615,39,69,301,161,16,31,36,1819,124,355,14,91,92,31,5,16,11,744,53,107,23,24,27,25,4,10,3,269
207011148,43,522,7,53,52,21,0,0,3,711,41,247,0,57,51,15,0,0,6,411,277,385,18,54,310,96,0,17,21,1170,84,223,13,88,91,31,0,10,9,549,33,67,7,17,37,30,0,3,0,206,15,0,17,23,16,12,0,9,0,93,0,0,0,0,0,0,0,0,0,5,15,22,3,3,19,6,0,0,0,75,4,10,0,4,11,3,0,0,15,51,612,1679,118,332,704,253,13,48,67,3828,95,167,28,20,57,31,5,7,5,409,148,244,35,7,48,32,3,10,10,547,205,302,112,14,67,41,27,40,13,822,106,64,107,4,19,12,8,7,6,334,13,12,16,9,6,3,4,5,0,59,69,871,16,80,64,30,4,7,8,1151,54,299,9,63,55,15,8,6,3,505,691,834,60,83,430,198,18,41,37,2396,145,376,25,131,125,60,8,19,19,907,61,115,32,24,43,42,4,12,4,332
207011149,67,600,18,66,64,19,6,4,12,854,51,303,5,56,35,10,0,4,10,464,350,416,15,43,255,74,4,13,13,1174,109,362,11,69,110,34,4,8,10,725,46,100,17,37,35,32,0,3,0,275,11,6,18,23,21,23,0,9,0,107,0,0,0,4,0,0,0,0,0,0,11,23,4,6,13,9,0,0,0,75,11,8,0,3,14,3,0,0,7,48,768,2100,119,330,637,243,13,47,64,4329,88,225,25,25,49,26,0,5,7,445,131,243,24,6,35,19,6,4,6,476,208,331,91,16,54,28,3,23,14,772,81,92,91,3,21,16,3,4,0,310,22,22,11,0,9,5,0,10,0,91,89,952,14,88,73,30,4,10,13,1274,77,384,9,58,41,17,0,7,11,593,888,941,49,74,376,179,17,37,29,2597,231,646,17,115,157,48,12,10,18,1253,77,170,33,55,47,49,13,13,8,457
207011150,57,547,7,32,46,12,0,5,3,714,44,260,6,40,38,12,0,0,0,397,342,395,4,40,211,52,0,15,9,1065,85,299,9,59,84,21,0,3,0,567,40,95,11,16,27,23,4,0,4,214,18,3,16,14,18,7,0,4,0,81,0,0,0,0,0,0,0,0,0,0,19,20,0,5,14,10,0,0,0,70,0,3,4,5,4,5,0,0,7,22,687,1845,90,242,505,172,8,36,33,3613,75,185,17,16,33,19,0,8,3,358,97,228,18,11,22,5,8,6,8,395,188,262,98,9,52,42,11,12,8,670,77,57,94,5,16,14,4,6,0,267,21,20,15,7,12,3,0,0,0,80,73,833,17,46,51,14,3,10,4,1057,67,327,5,42,42,13,0,0,6,507,812,826,24,62,311,139,11,28,20,2233,161,524,20,86,105,34,5,13,4,953,63,162,23,28,33,36,3,5,6,363
207011152,40,457,15,52,45,6,0,0,7,628,40,237,6,38,22,5,4,5,0,360,294,403,16,50,252,83,3,10,12,1131,97,401,5,69,97,29,0,5,13,717,58,134,15,27,47,30,4,3,0,312,22,12,22,15,19,13,0,0,3,106,0,0,0,0,0,0,0,0,0,0,19,30,3,8,23,11,0,3,0,104,8,15,0,0,6,3,0,0,9,46,645,1957,115,298,564,213,15,50,53,3909,60,174,19,12,28,19,4,8,3,330,84,282,25,10,28,12,8,6,8,469,146,294,89,14,30,34,22,19,6,651,66,83,82,12,26,14,6,11,5,296,18,25,12,3,3,0,0,5,0,73,58,695,19,64,55,15,0,4,0,923,53,302,6,50,21,9,4,5,0,451,657,845,46,81,379,162,25,32,23,2248,178,634,22,110,125,41,10,15,18,1160,87,231,32,34,59,57,13,15,0,521
207011154,10,219,0,26,14,7,0,0,3,283,15,101,0,19,16,6,0,0,5,165,87,122,0,15,100,32,0,0,5,363,24,102,3,41,47,8,0,0,6,231,17,39,4,14,9,5,0,0,0,81,0,0,10,9,5,0,0,4,5,33,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,0,0,26,4,3,0,0,4,0,0,0,7,13,204,670,33,125,222,72,0,18,24,1368,34,52,7,7,10,3,4,3,0,119,38,57,6,5,8,0,0,0,0,115,72,81,37,5,7,3,9,8,3,237,29,33,37,3,8,4,0,10,0,117,6,7,13,0,0,0,0,0,0,24,15,322,3,29,14,9,0,6,4,417,20,134,3,26,15,6,0,0,5,217,245,265,9,24,134,56,0,11,18,756,53,169,9,54,54,16,0,3,6,365,19,61,11,12,12,11,3,4,0,136
207011155,50,440,4,45,31,12,0,0,5,595,32,239,3,31,34,5,0,3,0,348,268,291,7,32,194,57,0,4,13,876,98,274,10,64,102,9,0,0,4,560,25,91,9,23,28,31,0,3,3,207,13,0,15,16,11,12,0,4,0,68,0,0,0,0,0,0,0,0,0,0,14,17,0,10,19,3,3,3,0,64,5,11,0,0,8,0,0,0,14,42,594,1550,76,235,485,162,6,28,44,3177,84,158,16,19,37,18,4,9,5,345,90,167,17,9,31,18,3,0,4,340,170,227,69,5,25,24,13,6,9,548,80,54,61,3,8,4,0,10,5,230,15,18,11,3,3,0,6,0,0,53,72,718,11,59,44,16,4,4,10,942,41,290,7,36,42,9,0,4,0,425,733,683,22,56,269,120,10,28,32,1951,164,494,14,80,129,22,4,7,10,927,45,140,16,30,34,37,3,6,6,312
207011519,24,331,7,37,30,9,0,6,4,449,22,126,3,23,18,4,0,3,0,200,189,225,10,33,113,39,0,11,6,629,64,257,9,38,62,25,0,6,7,471,39,99,18,17,35,16,0,5,0,230,3,7,15,10,10,3,0,3,0,61,0,0,0,0,0,0,0,3,0,5,18,16,3,3,5,3,0,0,0,51,4,7,0,3,8,0,0,3,7,33,420,1208,75,177,316,125,8,42,28,2389,41,106,16,6,19,9,0,6,4,195,37,110,5,3,12,9,6,13,0,208,69,160,54,7,21,8,10,12,3,342,56,90,44,4,8,8,3,7,6,219,12,22,11,3,0,0,0,0,0,56,35,493,13,50,32,11,0,12,5,661,27,180,5,24,20,3,0,7,3,270,407,475,21,51,196,93,16,28,14,1311,122,441,14,61,86,35,3,6,15,777,52,165,30,28,44,26,8,11,5,373
