CED_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
CED211,1322,151,29,6,1507,12,9,22,1526,57,3,1590,2757,348,40,10,3152,29,11,40,3193,70,0,3261,917,95,87,16,1106,3,0,3,1113,21,3,1136,14,0,0,26,46,0,0,0,42,0,5,50,5009,596,154,50,5809,47,15,65,5874,151,12,6034,40,0,0,0,37,5,0,5,43,4,0,44,90,5,0,5,102,0,0,0,104,3,0,111,129,11,0,5,145,6,0,4,144,5,0,158,5130,605,157,57,5948,54,19,71,6017,157,12,6186,1567,213,54,35,1867,38,9,41,1906,156,8,2075,13,5,0,8,23,0,0,0,23,0,29,55,6708,818,205,101,7839,90,23,117,7952,319,48,8315,2016,246,31,5,2292,19,15,32,2329,108,4,2441,3269,436,48,14,3764,37,12,43,3812,96,3,3909,227,32,21,0,278,0,0,0,277,12,0,290,21,3,0,33,62,0,0,0,62,0,0,60,5533,708,98,54,6395,57,24,79
CED212,979,133,16,4,1130,14,6,16,1154,65,4,1215,2751,302,50,20,3122,24,4,25,3144,60,4,3206,917,126,98,3,1148,4,0,7,1151,16,0,1164,55,6,3,29,94,0,0,0,88,4,8,106,4695,565,167,56,5491,39,8,47,5540,140,19,5697,24,3,0,0,30,0,0,0,25,6,0,33,75,13,8,3,94,5,0,5,98,5,0,98,97,17,8,3,119,5,0,8,122,8,0,137,4790,577,173,59,5609,48,8,55,5665,153,19,5832,1342,133,32,30,1537,31,7,41,1575,110,7,1689,16,0,0,6,23,0,0,0,24,0,31,55,6153,718,206,90,7169,74,21,93,7263,261,53,7573,1573,208,24,7,1818,15,7,23,1839,111,3,1958,3083,355,41,18,3504,21,3,23,3526,75,4,3606,266,38,47,7,349,0,0,4,353,12,0,369,38,0,0,32,74,0,0,0,75,9,4,90,4960,602,116,72,5746,41,10,49
CED213,592,75,13,5,681,9,0,9,686,37,0,721,2215,243,54,15,2528,7,3,9,2545,44,3,2593,636,75,85,5,802,0,0,4,807,16,0,817,40,3,6,22,74,0,0,0,74,4,6,84,3486,397,154,52,4087,19,3,24,4108,102,11,4221,13,3,0,0,16,0,0,0,16,0,0,19,49,3,4,3,60,0,0,0,63,0,0,63,62,9,3,3,77,3,0,3,81,0,0,80,3549,403,157,48,4161,20,3,25,4182,98,11,4295,1065,130,46,34,1270,16,5,24,1291,100,0,1395,7,0,0,3,8,0,0,0,8,4,12,25,4620,534,208,88,5439,39,10,48,5487,206,30,5717,1027,132,23,7,1180,11,3,15,1194,67,4,1266,2483,310,51,30,2865,14,4,17,2880,68,3,2955,194,32,30,8,264,0,0,0,264,7,0,272,34,6,5,21,64,4,0,4,62,0,3,69,3727,484,105,63,4373,29,7,32
CED214,1179,217,30,11,1440,34,6,37,1473,78,0,1550,1803,401,52,11,2262,25,4,27,2289,108,7,2407,676,82,95,11,869,11,5,14,878,15,0,894,24,7,0,17,48,0,0,0,49,3,9,59,3674,705,179,47,4611,62,18,78,4691,206,15,4911,39,15,3,0,65,7,0,10,73,12,0,79,77,28,4,7,116,12,6,19,134,26,0,161,120,47,4,3,178,18,7,32,207,30,3,243,3793,756,189,57,4788,78,31,114,4903,239,15,5154,1608,525,77,64,2282,88,30,117,2394,435,26,2854,19,8,0,19,41,0,0,0,38,5,41,81,5416,1287,261,143,7109,166,62,226,7333,678,83,8091,1526,266,34,9,1842,30,18,49,1889,134,0,2022,1618,368,34,10,2029,33,8,46,2079,176,11,2262,129,21,29,4,182,0,6,5,184,9,0,195,11,4,3,25,38,0,0,0,44,10,7,61,3285,655,104,44,4095,62,32,97
CED215,2648,243,43,10,2947,53,14,66,3013,111,9,3132,2948,505,53,23,3530,28,17,42,3572,91,6,3671,1081,116,137,6,1332,14,0,14,1352,19,0,1369,44,7,3,66,118,5,0,5,121,8,11,141,6716,872,234,105,7932,100,31,127,8057,229,25,8308,169,42,5,6,218,12,3,15,239,14,0,245,196,31,4,10,240,16,10,23,262,8,0,267,365,73,8,14,454,28,12,44,501,17,0,519,7080,943,243,127,8386,130,41,169,8556,243,26,8823,2601,539,119,94,3355,126,25,141,3501,366,20,3891,28,9,4,53,88,0,0,0,88,9,62,159,9713,1489,365,268,11833,251,65,314,12149,621,103,12869,3756,365,49,17,4192,68,18,85,4270,159,5,4437,3484,539,54,27,4103,49,9,62,4164,144,0,4315,304,47,48,5,403,7,0,9,417,9,0,423,49,9,6,42,106,0,5,4,105,0,10,114,7592,958,153,92,8802,133,29,163
CED216,565,97,17,3,685,9,0,10,693,37,0,738,2006,268,38,25,2341,17,4,22,2367,77,8,2449,540,76,72,9,701,10,0,16,709,32,0,739,36,4,4,23,69,0,0,0,68,9,0,77,3154,447,130,59,3792,44,11,51,3843,155,3,4003,16,7,0,0,14,4,0,4,22,0,0,20,38,9,0,5,50,6,0,6,52,4,0,54,54,8,0,5,60,10,0,11,71,4,0,75,3204,457,131,59,3855,54,12,61,3914,157,9,4079,1110,176,48,46,1379,61,15,72,1455,180,7,1641,11,3,0,8,15,0,0,0,19,0,13,32,4327,638,180,110,5253,114,19,135,5388,343,22,5752,1022,156,32,7,1215,29,4,36,1249,73,0,1321,2304,285,48,24,2661,24,13,35,2693,99,0,2793,156,37,25,0,217,3,0,3,219,12,0,228,25,10,0,28,60,0,0,0,56,3,11,75,3502,481,103,65,4155,54,20,69
CED217,1386,138,21,6,1549,23,8,31,1573,68,5,1649,1970,267,39,8,2283,27,0,24,2308,33,8,2350,715,60,67,0,845,4,0,4,850,13,0,864,36,0,0,26,63,0,0,0,63,4,0,66,4104,461,132,39,4736,51,6,60,4800,118,11,4924,41,0,0,0,40,0,0,0,39,0,0,39,58,6,0,0,61,0,0,0,64,4,0,65,96,0,0,0,99,3,0,4,105,4,0,101,4197,468,135,37,4836,56,8,59,4898,117,11,5028,1032,83,38,15,1174,15,9,28,1201,82,11,1288,6,0,0,10,21,0,0,0,21,0,13,27,5242,556,170,58,6034,73,15,89,6120,196,34,6347,2360,228,16,9,2616,42,6,48,2666,119,0,2785,2719,301,34,9,3076,32,4,37,3112,50,3,3161,170,22,21,0,212,0,0,0,212,0,0,214,21,0,0,30,57,0,0,0,57,5,8,64,5272,556,75,49,5949,77,8,86
CED218,1457,186,46,12,1699,29,10,32,1732,84,9,1822,2263,415,53,40,2769,23,8,34,2807,112,5,2923,798,89,90,14,990,9,0,9,1002,21,0,1027,39,3,3,51,100,4,6,4,106,5,7,114,4560,693,187,115,5556,61,15,81,5638,223,24,5885,93,30,0,8,131,17,0,17,147,9,0,155,142,42,5,0,184,12,0,12,198,11,3,216,229,69,6,3,314,27,0,35,345,19,3,368,4795,764,194,121,5870,94,23,109,5985,244,27,6257,2204,585,101,98,2994,90,14,106,3094,408,24,3520,16,0,0,43,62,0,0,0,62,11,66,138,7018,1355,294,259,8929,182,36,216,9146,659,109,9915,2323,274,52,18,2661,44,13,61,2724,165,6,2900,2667,491,46,39,3243,61,8,67,3310,174,6,3485,273,42,35,4,353,3,0,5,357,16,0,375,29,5,6,59,92,4,3,6,93,9,11,115,5295,806,133,112,6348,117,33,142
CED219,1316,164,25,11,1523,25,11,40,1566,91,0,1655,2391,340,74,31,2833,35,10,41,2874,81,9,2968,797,113,86,13,1009,9,0,9,1018,24,3,1044,50,5,5,39,92,0,0,0,92,11,22,120,4556,622,188,88,5462,69,25,89,5549,210,33,5788,67,17,0,6,95,14,0,14,112,10,0,124,167,27,10,3,205,7,0,8,213,5,0,218,233,48,10,10,300,23,0,20,325,18,0,345,4795,667,199,98,5760,87,26,117,5870,225,30,6136,2358,466,98,88,3012,88,27,110,3122,366,16,3502,23,10,0,35,60,0,0,0,60,0,41,105,7175,1143,293,227,8836,179,49,226,9057,592,92,9741,1915,249,56,12,2232,31,15,46,2277,127,0,2405,2729,353,65,24,3172,24,4,30,3205,104,9,3320,241,33,32,7,312,9,0,9,322,15,0,338,45,4,0,44,98,0,0,0,98,13,16,124,4935,636,152,81,5805,66,23,89
CED220,1269,143,18,6,1433,14,3,19,1452,60,0,1510,1679,213,18,12,1920,10,0,13,1935,30,3,1964,672,83,56,0,815,3,0,3,815,15,0,831,16,3,0,21,40,0,0,0,43,0,0,42,3639,444,97,38,4209,28,7,32,4249,104,4,4351,35,3,0,0,35,3,0,3,40,0,0,41,58,4,0,0,60,0,0,0,66,7,0,69,92,8,0,0,101,3,0,9,109,5,0,111,3734,448,92,34,4316,29,8,33,4348,107,4,4468,965,105,26,16,1107,24,4,22,1133,80,6,1211,6,3,0,3,13,3,0,3,20,0,8,26,4703,556,121,57,5437,50,7,64,5501,188,20,5704,1764,191,16,10,1983,25,9,37,2013,80,0,2093,1737,240,17,5,1992,17,0,18,2013,31,0,2045,139,16,16,0,172,0,0,0,172,3,0,179,8,0,0,33,37,0,0,0,37,0,0,38,3653,443,55,42,4186,41,8,52
CED221,1961,246,48,26,2280,38,7,47,2328,109,4,2436,3113,558,56,25,3749,27,13,42,3794,113,15,3920,881,134,116,9,1146,16,4,15,1159,27,3,1191,57,9,0,42,100,0,0,0,103,10,11,128,6011,949,220,100,7276,84,26,109,7385,258,31,7677,121,17,0,0,149,11,3,15,159,8,0,172,192,45,4,9,250,24,0,24,274,7,0,280,317,64,7,9,393,31,3,38,434,12,0,451,6326,1011,229,112,7669,120,32,149,7817,271,34,8129,3205,783,91,129,4209,163,24,184,4393,558,29,4979,27,15,0,31,72,0,0,0,72,5,64,139,9560,1807,318,273,11950,279,53,333,12283,834,126,13245,2630,408,51,20,3099,66,15,78,3184,165,3,3350,3392,633,55,28,4108,52,13,61,4172,167,7,4347,296,51,44,3,401,7,3,6,410,16,4,427,36,12,0,39,90,4,0,8,98,3,21,121,6354,1102,146,90,7697,125,31,155
CED222,1530,211,22,7,1772,29,10,37,1811,94,4,1904,2100,447,33,18,2601,38,3,47,2645,97,5,2742,694,118,55,3,870,7,3,10,873,18,0,895,42,9,0,37,80,0,0,0,80,4,9,100,4363,783,114,55,5319,79,17,92,5410,212,19,5642,79,15,7,0,105,14,0,9,112,8,0,124,110,19,3,3,134,9,7,16,153,4,0,156,193,32,5,6,235,17,6,29,269,12,0,280,4556,816,119,63,5555,97,24,126,5681,228,19,5926,1798,499,51,68,2418,79,32,110,2527,480,13,3021,17,5,4,39,66,0,0,0,75,3,47,119,6377,1318,175,173,8042,180,58,234,8278,710,78,9065,2138,270,40,17,2457,35,14,48,2509,142,4,2662,2219,507,50,19,2791,33,8,46,2834,112,3,2954,182,33,17,0,232,7,0,7,236,11,0,248,35,7,0,26,64,0,0,0,64,6,0,75,4569,813,109,52,5542,79,21,101
CED223,800,103,19,9,930,7,3,9,938,45,3,985,2237,310,45,15,2600,5,6,14,2604,67,0,2673,592,98,81,10,778,3,0,3,779,12,0,796,33,3,4,26,69,0,0,0,69,4,3,77,3653,513,146,60,4373,18,9,25,4399,124,6,4532,17,0,0,0,16,3,0,3,26,0,5,23,32,5,0,4,47,0,5,5,50,0,0,52,49,6,0,4,65,3,5,9,71,0,5,75,3703,520,146,64,4438,17,10,29,4467,131,9,4603,1015,168,53,23,1261,26,8,31,1291,122,0,1417,13,0,0,0,17,0,0,0,17,6,25,41,4734,695,200,87,5709,48,17,65,5772,251,34,6059,1482,173,35,18,1705,16,4,12,1720,92,0,1812,2406,327,60,19,2812,8,7,13,2828,103,5,2932,171,33,40,0,250,0,0,0,246,15,0,263,33,3,0,44,83,0,0,0,85,3,7,98,4101,538,129,78,4849,25,5,35
CED224,1454,146,14,0,1620,21,5,26,1647,62,0,1710,2586,305,48,5,2947,6,7,16,2967,45,0,3014,925,94,87,10,1121,12,3,13,1133,13,0,1145,47,9,3,25,78,0,0,0,78,0,5,84,5008,553,154,52,5768,45,14,57,5820,120,9,5951,44,0,0,6,51,3,0,3,55,3,0,54,73,14,4,8,97,0,0,0,97,0,0,103,120,16,4,5,144,3,0,0,148,5,0,157,5131,567,160,58,5917,41,15,59,5974,127,9,6110,1366,213,51,34,1658,48,3,55,1713,189,0,1899,10,4,0,11,26,0,0,0,26,0,19,51,6507,784,204,105,7605,89,20,112,7716,314,26,8060,2177,242,28,3,2455,30,8,39,2490,80,0,2577,3137,321,49,15,3521,30,12,36,3558,64,0,3625,181,22,24,0,229,3,0,3,230,11,0,238,20,0,0,27,49,3,0,3,53,3,7,60,5515,588,100,50,6258,61,21,82
CED225,1240,154,35,4,1433,26,3,30,1459,62,6,1523,2667,371,44,13,3093,24,6,27,3122,43,4,3170,960,109,92,3,1160,16,4,17,1174,27,0,1196,33,3,0,27,63,5,0,5,66,0,3,75,4898,638,166,47,5748,60,15,74,5820,132,15,5964,42,8,0,0,45,4,0,4,50,0,0,52,84,4,0,0,87,7,0,9,99,0,0,102,123,13,0,0,134,11,0,15,151,3,0,158,5025,650,166,47,5884,70,15,90,5974,138,15,6125,1199,173,35,23,1427,47,12,61,1491,100,6,1594,5,0,0,6,16,0,0,0,16,0,14,35,6230,819,203,76,7329,124,25,147,7482,239,36,7751,2071,272,47,9,2395,31,11,46,2438,95,0,2538,3418,363,38,18,3834,25,5,29,3866,77,0,3943,223,20,21,0,267,4,0,4,275,6,0,278,22,0,0,26,48,0,0,0,48,5,3,53,5735,655,99,48,6544,62,18,78
CED226,1163,137,38,6,1345,19,3,27,1375,40,3,1419,1656,260,29,15,1960,14,0,17,1978,44,3,2026,576,60,55,0,694,6,0,12,698,17,0,716,10,4,0,13,26,0,0,0,26,3,3,36,3413,459,124,27,4023,44,12,53,4078,109,8,4195,23,4,0,0,28,4,0,4,31,0,0,32,36,9,0,0,50,8,4,6,59,3,0,61,57,14,3,0,75,9,4,11,90,5,0,96,3470,478,127,29,4104,51,17,64,4164,114,8,4289,823,160,26,16,1022,22,8,25,1055,147,0,1207,9,0,0,12,23,4,0,4,26,5,13,38,4305,633,150,53,5150,74,21,97,5248,269,24,5533,2181,234,25,7,2440,35,15,58,2500,111,3,2611,2331,349,18,8,2701,23,8,29,2731,72,0,2802,111,20,17,0,139,0,0,0,146,0,0,152,16,3,0,30,52,0,0,0,58,0,0,61,4640,602,56,45,5344,65,27,88
CED227,1647,177,38,14,1876,24,9,30,1905,91,0,2001,3288,510,68,21,3891,32,6,42,3932,81,11,4028,1006,110,100,5,1227,5,0,6,1237,9,3,1247,62,12,0,53,125,0,0,0,126,4,12,137,6009,808,208,90,7119,62,14,81,7194,187,26,7409,93,16,0,0,107,13,0,13,121,5,0,126,179,18,10,5,205,3,0,3,207,3,0,212,266,33,10,3,316,14,0,14,326,13,0,338,6276,849,215,93,7433,78,14,94,7521,195,29,7749,2565,355,100,71,3084,71,18,85,3168,243,9,3426,16,5,3,23,46,0,0,0,46,0,60,110,8856,1200,314,188,10563,149,29,176,10743,447,95,11282,2538,278,39,24,2876,36,13,44,2919,105,0,3034,3669,527,68,28,4293,30,5,33,4323,126,7,4455,324,59,45,6,431,0,3,4,436,5,0,445,45,9,0,48,105,0,0,0,103,3,9,116,6577,876,149,101,7700,62,19,84
CED228,2399,282,56,31,2765,63,28,91,2858,136,8,3005,2641,581,66,26,3318,55,15,68,3390,136,3,3527,795,107,81,12,998,16,0,16,1009,23,5,1036,68,11,6,61,139,0,0,0,139,13,14,167,5902,978,206,128,7218,129,49,174,7398,307,29,7730,274,49,4,6,338,25,3,26,364,31,3,397,340,81,5,9,433,24,12,34,469,19,0,494,618,122,15,14,767,44,11,64,828,50,8,887,6519,1105,218,148,7989,175,60,238,8225,352,36,8621,3486,937,143,150,4724,223,36,258,4982,616,36,5629,45,10,0,81,129,0,0,0,135,4,76,211,10050,2052,360,374,12841,404,95,498,13340,975,141,14463,3084,407,80,29,3609,90,27,111,3726,161,8,3893,2881,630,59,30,3605,63,15,83,3687,154,7,3846,273,48,44,3,373,15,3,20,388,15,0,407,59,6,5,57,121,0,0,0,122,9,8,142,6303,1098,190,115,7710,172,46,217
CED229,1168,105,20,7,1298,25,7,33,1332,60,0,1398,1699,308,38,20,2067,21,4,23,2091,44,5,2139,655,95,61,3,811,16,0,16,830,13,0,844,28,0,0,17,51,0,0,0,51,4,7,63,3559,511,121,43,4235,56,9,68,4301,126,13,4442,50,7,0,0,61,6,0,6,64,3,0,65,53,10,0,0,62,3,0,3,69,0,0,71,103,13,0,0,124,7,0,10,129,10,0,137,3666,530,115,43,4359,61,16,77,4433,129,13,4575,1018,145,44,23,1223,23,10,32,1261,139,0,1398,6,3,3,13,30,0,0,0,28,0,17,49,4686,681,161,81,5611,91,16,114,5718,272,29,6021,1465,162,17,3,1648,32,9,41,1687,84,0,1773,1557,268,32,19,1875,24,0,25,1897,52,0,1958,110,28,18,4,163,0,0,0,165,8,0,169,19,0,0,26,42,0,0,0,42,0,7,51,3153,456,65,50,3735,57,5,68
CED230,778,107,21,3,904,9,6,5,913,45,0,959,2247,257,31,18,2551,13,5,25,2580,46,5,2628,602,83,61,9,753,0,0,0,753,17,0,774,31,6,0,30,61,0,0,0,64,4,3,71,3657,448,108,56,4272,17,12,33,4308,113,10,4432,8,4,0,0,14,6,0,6,19,3,0,23,36,11,4,0,49,8,6,10,60,5,0,64,45,16,4,0,66,13,6,16,82,7,0,87,3703,463,110,56,4338,31,19,49,4388,124,10,4520,1302,190,54,63,1602,42,17,58,1661,237,11,1908,13,3,0,14,31,0,0,0,31,5,28,64,5018,660,168,132,5972,80,31,106,6081,364,49,6490,1357,140,29,7,1539,12,3,18,1551,80,3,1636,2437,312,37,24,2818,24,9,29,2845,91,3,2948,186,28,24,4,238,0,0,0,238,5,0,246,29,0,0,43,74,0,0,0,74,8,0,82,4006,480,92,84,4669,35,14,48
CED231,1177,149,33,0,1364,19,3,21,1388,43,0,1430,2078,282,34,8,2404,12,5,16,2424,47,4,2475,837,90,89,6,1026,4,5,13,1031,6,0,1046,37,6,0,23,63,0,0,0,63,4,0,75,4127,524,158,43,4859,39,19,53,4908,108,11,5025,23,7,4,0,30,4,0,4,32,0,0,32,74,16,0,0,94,4,0,4,98,5,0,104,94,25,4,0,124,5,0,10,135,5,0,136,4224,544,160,43,4981,40,18,62,5043,108,11,5160,1133,223,51,22,1428,32,13,44,1473,137,7,1615,16,3,0,6,22,0,0,0,25,0,18,45,5375,772,214,74,6427,77,29,109,6539,252,34,6823,1980,195,36,0,2213,34,6,42,2252,84,7,2339,2402,264,39,20,2725,28,0,33,2759,64,6,2820,178,18,18,4,218,0,0,0,218,6,0,229,24,4,0,24,52,0,0,0,52,4,0,60,4589,476,92,46,5203,59,14,74
CED232,1430,164,45,8,1655,22,5,26,1675,74,3,1751,3141,441,65,23,3666,26,4,37,3702,74,6,3781,1000,137,90,15,1248,15,0,18,1259,26,0,1282,77,5,0,24,110,0,0,0,107,0,10,121,5646,756,202,73,6672,59,7,74,6743,173,16,6941,48,5,0,0,57,5,0,5,64,0,0,65,122,14,0,7,154,3,0,3,152,3,0,163,171,23,0,8,211,13,0,13,218,10,0,233,5823,777,205,79,6882,73,7,86,6964,186,22,7170,2052,293,92,61,2502,46,9,60,2555,175,6,2734,10,0,0,17,29,0,0,0,29,0,35,63,7881,1072,301,155,9411,122,19,143,9556,364,57,9971,2259,285,61,12,2616,31,6,32,2648,142,3,2802,3771,474,66,33,4343,25,8,31,4376,100,6,4479,310,57,34,3,404,0,0,0,408,19,0,415,49,0,0,36,87,0,0,0,87,9,4,100,6382,816,156,86,7452,55,13,68
CED233,1023,147,29,5,1207,16,3,21,1232,45,0,1275,1280,251,22,4,1552,13,5,16,1567,60,0,1631,556,99,72,0,728,9,0,10,738,9,0,745,10,0,0,3,15,0,0,0,15,0,5,18,2871,503,123,10,3506,34,8,45,3551,120,3,3672,75,6,0,0,80,7,0,5,83,4,0,90,43,9,0,0,55,5,5,10,64,8,0,75,117,16,0,0,133,10,8,15,147,11,0,161,2987,519,123,10,3635,42,14,56,3696,133,3,3831,833,184,48,17,1081,37,6,39,1118,187,5,1310,4,0,4,6,11,0,0,0,11,0,12,21,3819,704,171,33,4729,77,20,96,4825,320,21,5165,1115,158,19,4,1293,20,3,25,1319,53,5,1377,875,186,12,0,1076,9,0,10,1085,38,0,1126,75,13,11,0,99,0,0,0,100,4,0,105,9,4,0,8,18,4,0,4,23,7,0,30,2077,362,39,15,2495,39,9,42
