CED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
CED211,0,4,0,7,0,5,0,0,0,60,3,75,0,0,0,0,0,3,0,5,0,18,0,22,0,0,0,0,0,0,0,5,5,18,0,32,0,0,0,0,0,5,0,17,3,17,0,36,3,0,0,3,0,0,0,15,0,53,0,82,3,8,0,3,0,19,0,28,11,48,0,124,4,26,0,9,0,65,4,69,7,73,7,267,10,37,0,37,3,141,9,87,13,84,0,422,28,55,4,64,11,178,12,120,18,150,4,623,44,117,7,204,22,250,17,102,19,152,8,942,56,74,4,260,21,293,17,92,14,127,0,958,99,93,9,331,41,282,21,71,15,115,0,1079,393,192,18,986,121,718,44,123,26,180,6,2809,563,167,20,1331,188,296,47,86,12,105,9,2819,707,109,18,1237,139,343,35,66,17,76,5,2753,679,67,17,825,114,137,23,38,18,26,3,1951,2456,122,54,2055,323,668,49,64
CED212,0,0,0,4,0,9,3,0,7,40,0,65,0,0,0,0,0,0,0,3,0,3,0,14,0,0,0,3,0,0,0,4,0,5,0,22,0,0,0,0,0,0,0,6,0,12,0,25,3,4,0,0,0,0,6,12,0,30,0,51,4,0,0,6,0,12,0,13,4,27,0,74,4,7,0,7,3,29,0,34,3,72,0,160,9,16,5,11,5,60,12,40,9,74,0,241,14,38,3,59,7,176,8,80,15,131,6,536,33,89,10,174,23,269,16,91,20,143,3,877,47,66,7,312,51,278,20,88,22,85,6,985,107,77,15,410,71,268,25,58,17,85,3,1131,452,174,38,1150,175,544,53,114,33,137,3,2866,586,144,34,1274,196,272,45,88,16,68,0,2733,602,80,19,987,153,242,27,35,13,55,6,2235,563,50,12,620,116,110,26,16,4,30,3,1561,1605,89,33,1405,244,465,46,53
CED213,4,0,0,4,0,4,0,0,0,27,0,50,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,6,0,6,0,18,0,0,0,3,0,0,0,3,4,3,0,18,3,0,0,3,0,3,0,6,4,22,0,31,4,0,0,0,0,8,0,10,3,26,3,55,4,6,0,10,3,10,0,24,4,53,0,112,3,13,4,26,3,33,7,41,12,70,0,218,11,39,6,53,18,120,23,67,20,135,5,495,16,75,12,165,38,178,23,97,21,119,4,746,23,79,11,299,34,187,22,74,10,83,0,830,70,67,21,343,54,193,26,50,19,71,0,908,309,173,31,938,153,414,55,110,31,132,7,2356,372,118,23,1051,138,179,41,55,18,66,8,2082,406,86,22,844,130,181,32,37,10,51,3,1809,461,44,18,482,73,76,19,24,5,26,0,1232,1166,101,26,1048,168,391,41,63
CED214,6,0,0,0,0,0,0,4,0,139,4,160,0,0,0,0,0,6,0,7,0,21,0,38,0,0,0,0,0,9,0,19,5,53,0,92,0,0,0,0,0,5,0,19,6,56,0,78,0,4,0,0,0,5,0,37,7,130,3,193,0,11,0,0,0,35,0,89,13,127,6,282,0,23,0,13,0,88,3,128,19,224,3,510,7,40,5,20,5,222,6,199,25,234,14,776,23,74,10,65,8,347,13,205,36,309,6,1097,55,114,12,203,29,388,24,191,39,327,13,1397,66,91,7,222,34,358,22,142,26,216,5,1190,112,81,9,264,36,326,13,104,18,214,5,1186,446,151,37,657,83,523,31,159,42,282,9,2412,493,115,20,647,113,284,23,96,22,181,6,1995,439,95,19,578,112,249,28,61,11,108,0,1709,429,54,12,378,92,94,13,36,10,53,0,1172,1505,71,35,976,245,386,41,60
CED215,0,0,0,4,3,10,0,7,10,111,3,147,0,0,0,0,0,0,0,0,4,22,0,35,0,4,0,0,0,0,0,12,3,29,0,53,4,0,0,0,0,0,0,14,4,32,0,59,0,3,0,0,0,8,0,29,9,62,0,123,0,4,0,6,0,25,0,61,12,74,3,184,10,23,0,12,0,67,9,98,20,137,4,380,12,35,0,23,5,176,4,133,24,145,5,556,19,73,8,69,13,345,8,185,50,162,9,932,64,140,16,234,31,487,26,165,32,194,7,1397,77,106,14,301,44,427,21,143,32,153,9,1326,151,97,11,367,51,479,19,101,23,133,4,1430,686,184,35,1004,161,1185,43,163,52,181,15,3716,902,149,32,1207,186,351,43,100,23,111,6,3111,1051,82,28,1080,176,540,44,77,24,67,5,3176,950,65,20,706,151,148,24,37,11,37,3,2149,3641,158,58,2040,429,906,57,82
CED216,7,0,8,0,0,4,0,0,0,51,0,74,3,0,0,3,0,0,0,0,0,3,0,16,0,0,0,0,0,3,0,0,0,20,0,30,0,0,0,0,0,0,0,5,0,9,0,12,0,0,0,0,0,9,0,17,3,37,0,67,5,3,0,4,0,7,0,31,12,26,0,83,13,5,7,17,0,25,0,57,11,103,7,233,11,25,3,29,9,80,5,78,12,144,3,397,23,59,4,79,16,173,21,95,17,172,0,663,54,80,7,267,38,250,24,122,27,164,9,1046,50,65,13,338,42,217,24,64,20,95,4,928,125,69,19,432,52,206,27,81,20,75,0,1103,408,127,33,960,134,389,47,85,44,104,8,2332,458,105,21,861,104,139,38,33,16,51,9,1837,400,55,15,614,92,113,28,26,8,27,0,1381,282,33,14,333,50,39,13,5,3,13,0,792,782,43,14,652,117,207,41,33
CED217,9,0,0,4,0,14,0,3,9,49,0,84,0,0,0,0,0,0,0,0,4,8,0,20,0,0,0,0,0,0,0,4,0,18,0,25,0,0,0,0,0,3,0,3,0,17,0,23,3,6,0,0,0,4,0,9,3,16,0,43,0,8,0,4,0,8,0,17,4,22,0,60,8,13,0,5,0,17,0,18,6,49,0,119,9,11,0,19,0,30,3,26,6,48,4,150,13,25,4,26,3,70,10,56,9,71,0,281,28,45,3,91,12,74,11,61,12,81,4,413,17,50,4,86,11,109,9,46,8,80,0,419,38,46,4,128,17,117,14,44,6,65,0,481,164,120,15,381,49,385,21,88,23,142,4,1389,286,118,16,584,67,183,21,81,16,92,5,1471,408,92,13,749,95,266,19,90,6,75,3,1809,470,81,13,562,84,115,23,40,8,41,0,1431,4284,318,63,3805,494,1777,85,213
CED218,3,5,0,5,0,10,0,7,6,129,0,175,0,0,0,0,0,3,0,3,3,22,4,35,0,0,0,0,0,0,0,17,5,41,0,69,0,0,0,0,0,0,0,23,0,40,0,73,0,8,0,0,0,15,0,32,3,101,0,168,0,10,0,4,4,28,4,80,8,107,8,257,0,20,3,10,0,102,0,146,25,184,6,503,9,56,3,33,13,218,3,155,27,231,7,737,22,74,15,93,13,415,24,228,40,328,7,1250,65,147,17,306,26,530,39,230,48,290,10,1711,104,104,12,342,60,508,31,167,48,229,4,1611,210,123,17,498,64,503,29,127,34,211,6,1824,757,193,41,1211,176,972,62,232,56,300,10,4018,917,143,37,1216,212,419,42,131,34,183,0,3342,916,107,22,915,164,410,43,89,23,109,3,2804,754,56,18,567,129,188,25,43,9,53,3,1855,1983,103,38,1109,199,556,36,86
CED219,3,0,0,4,0,7,0,7,4,73,5,108,0,0,0,0,0,0,0,0,3,14,0,20,0,0,0,6,0,0,0,8,0,28,0,44,0,0,0,0,0,6,0,12,0,18,0,29,0,8,0,0,0,12,0,10,5,51,5,86,0,3,0,7,5,12,0,46,7,73,0,153,3,7,5,12,0,58,0,84,18,141,6,336,7,30,6,33,4,199,8,115,24,157,7,589,8,48,0,70,14,381,12,152,31,222,3,937,45,98,6,273,40,544,29,171,54,208,6,1479,58,69,9,366,63,542,34,136,39,150,10,1475,158,76,9,484,79,430,34,93,37,110,6,1520,709,185,37,1220,223,818,74,165,41,193,6,3681,801,104,28,1184,184,350,46,78,43,106,9,2920,671,63,25,783,163,281,17,36,22,62,7,2125,635,34,15,521,97,117,12,23,9,31,0,1495,1395,66,34,903,142,382,36,42
CED220,3,0,0,3,0,8,0,3,3,58,0,86,3,0,0,0,0,0,0,0,0,9,0,20,0,0,0,0,0,0,0,5,0,16,0,23,0,0,0,0,0,5,0,0,0,9,0,13,0,0,0,0,0,0,0,8,0,23,0,38,0,5,0,0,0,11,0,12,4,18,0,51,6,8,0,8,0,10,0,17,4,32,0,81,3,14,0,18,0,29,4,27,8,39,0,143,9,31,0,19,0,42,10,45,8,68,0,234,29,26,3,49,8,83,6,50,9,77,0,341,20,38,3,65,5,94,6,45,9,72,3,352,28,37,5,94,10,130,13,29,11,50,3,399,142,78,11,263,49,301,12,80,16,109,4,1054,204,81,10,401,67,147,15,58,5,57,0,1043,266,61,12,438,88,197,17,46,5,55,0,1192,305,45,18,372,65,90,12,35,0,28,0,971,3214,245,50,2798,463,1420,55,169
CED221,8,0,3,6,0,3,0,11,9,114,0,153,0,0,0,0,0,3,0,8,0,19,0,30,3,0,5,5,0,6,0,13,8,39,0,70,0,0,0,0,0,7,0,18,4,38,0,61,0,0,0,3,0,18,0,43,6,98,0,170,0,3,0,0,0,41,0,88,8,108,0,243,3,16,0,15,4,131,0,134,23,168,9,495,8,41,0,49,11,344,13,197,41,214,0,926,20,101,11,108,16,669,12,247,51,244,11,1489,109,172,9,460,59,837,38,279,52,217,10,2245,141,125,16,607,72,678,32,199,42,220,9,2146,311,140,18,704,109,603,30,115,31,142,12,2212,1268,263,40,1713,273,1020,70,224,60,238,7,5174,1197,170,33,1378,221,469,56,100,36,125,5,3788,1015,101,26,928,140,345,28,57,16,90,5,2756,701,45,18,466,94,140,16,20,7,34,10,1547,1269,70,23,666,111,305,25,30
CED222,3,3,0,7,0,4,0,3,4,177,0,206,3,0,0,0,0,4,0,0,0,34,0,47,0,5,0,0,0,6,0,19,5,48,0,80,0,0,0,0,0,7,0,28,0,45,0,83,0,11,0,5,0,6,0,42,10,109,0,177,6,8,0,3,0,28,0,68,7,101,4,234,6,23,0,20,3,102,9,129,11,237,3,535,13,54,0,35,3,245,6,173,31,232,7,808,31,110,9,102,5,413,18,212,35,369,12,1311,93,154,5,288,31,463,26,193,35,300,15,1599,112,128,6,304,43,480,22,164,36,274,9,1584,231,115,5,391,43,391,30,105,29,203,13,1552,695,196,33,839,131,746,53,188,35,365,15,3290,738,113,17,874,143,345,30,113,28,212,11,2622,725,103,18,773,113,293,27,64,13,124,5,2248,630,54,8,543,96,154,21,35,9,49,4,1596,2059,111,26,1307,261,519,36,61
CED223,4,0,0,0,0,6,0,4,0,17,3,29,6,0,0,5,0,3,0,0,0,9,4,22,0,0,0,5,0,0,0,5,0,4,0,23,3,4,0,3,0,5,0,3,0,4,0,24,4,0,0,6,0,7,0,4,0,24,0,47,3,4,0,3,0,17,5,21,4,18,0,78,9,11,0,7,4,25,6,33,11,66,0,169,21,19,6,32,5,58,10,58,10,76,0,293,35,52,17,102,16,143,18,81,18,147,3,622,67,91,13,280,43,237,32,97,17,147,7,1032,93,76,9,358,55,240,23,69,17,84,4,1033,137,88,18,434,58,206,23,57,11,60,0,1106,611,164,45,1100,171,343,63,98,27,84,11,2712,623,99,30,934,122,142,42,55,26,44,0,2113,546,73,21,644,82,125,20,24,5,27,0,1573,441,33,9,382,72,37,18,16,7,18,0,1017,863,56,21,585,105,143,20,20
CED224,7,0,0,0,0,0,0,6,0,60,0,83,0,0,0,0,0,3,0,4,0,16,0,25,0,0,0,0,0,0,0,7,0,26,0,41,0,0,0,3,0,4,0,4,4,15,0,35,0,0,0,0,0,6,0,12,4,42,3,71,3,7,0,6,0,23,0,28,9,49,3,119,10,11,0,9,0,48,0,44,5,78,0,210,5,27,0,16,5,86,3,72,10,98,0,321,16,37,4,47,8,183,10,93,16,149,0,556,43,59,3,149,9,241,10,106,26,154,5,809,44,69,8,218,19,271,13,82,22,106,0,872,116,82,6,271,43,246,18,62,19,109,0,972,408,187,17,923,111,592,49,112,27,184,4,2615,606,141,25,1248,178,280,40,82,19,103,6,2728,721,105,17,1101,170,333,34,59,20,77,0,2641,767,72,19,786,116,135,26,23,4,33,0,1971,2753,126,48,2030,350,687,62,91
CED225,8,0,4,4,3,0,0,4,0,55,4,80,0,0,0,0,0,0,0,3,0,18,0,23,0,5,0,3,0,5,0,6,0,16,0,38,0,0,0,0,0,5,0,4,0,6,0,17,0,3,0,7,0,3,0,12,4,26,0,51,0,6,0,3,0,10,0,18,0,29,0,76,0,18,0,9,0,22,4,42,7,60,0,155,10,26,0,23,3,48,10,58,3,71,0,249,7,40,3,40,9,121,14,67,8,118,0,429,23,67,3,128,14,154,14,102,14,122,6,648,29,58,3,156,26,229,9,78,18,107,5,721,50,75,3,279,25,225,19,70,15,106,8,884,253,163,14,800,91,526,40,146,33,190,6,2264,411,164,21,1137,157,245,43,82,22,105,3,2395,572,116,21,1214,151,340,35,57,16,87,0,2612,672,83,17,804,137,138,30,54,4,54,4,2001,2948,194,53,2687,396,911,67,110
CED226,3,4,6,3,0,9,0,7,0,112,0,151,4,0,0,4,0,0,0,6,0,21,0,38,3,6,0,3,0,4,0,7,0,28,0,50,0,5,0,0,0,5,0,12,3,23,0,45,0,3,0,3,0,8,0,13,3,39,0,73,3,3,0,3,0,14,0,20,6,44,0,109,0,15,0,13,4,20,0,52,7,70,3,193,10,17,0,21,0,37,0,56,6,65,0,215,25,54,7,25,0,72,10,74,22,91,0,380,33,64,8,73,11,120,12,73,12,106,0,513,32,48,0,88,13,137,8,78,11,90,0,505,55,48,7,108,15,129,15,65,0,77,4,521,210,123,4,336,41,403,18,106,18,181,6,1444,237,105,17,542,43,151,15,83,8,116,0,1322,345,93,20,524,72,262,15,70,12,96,0,1507,421,64,3,464,65,118,11,38,10,70,3,1269,4203,369,57,3744,446,1692,84,273
CED227,13,0,0,4,0,6,0,6,3,56,0,97,0,0,0,8,0,3,0,4,0,9,0,23,0,0,0,0,0,0,0,9,0,20,0,27,0,0,0,4,0,6,0,7,0,12,0,25,0,4,0,3,0,9,0,8,0,37,0,64,0,3,0,9,0,22,0,29,3,38,0,109,4,26,0,18,5,70,8,68,13,80,3,295,4,23,5,26,8,178,3,85,21,106,10,476,16,74,6,102,22,385,22,134,37,155,9,952,70,159,8,367,59,498,36,169,34,142,11,1551,96,114,23,488,63,515,19,106,32,88,11,1557,220,115,20,645,93,483,34,84,33,82,12,1828,874,220,34,1555,253,914,66,131,42,126,9,4227,1010,176,41,1527,241,361,52,74,16,84,7,3583,938,91,23,1049,166,335,42,45,14,48,6,2751,729,50,12,582,106,131,31,25,4,19,5,1696,1738,93,36,1148,190,399,27,55
CED228,4,0,0,5,0,7,0,9,6,118,4,151,0,0,0,0,0,0,0,3,4,13,0,28,0,0,0,3,0,4,0,10,0,31,0,50,0,0,0,0,0,0,3,14,0,33,0,61,0,5,0,0,0,10,0,36,8,109,5,178,4,5,0,4,0,48,6,99,21,112,0,297,0,24,5,10,3,107,4,179,26,217,0,577,5,31,11,39,5,339,13,206,47,215,6,927,16,97,0,119,24,613,21,293,63,272,9,1529,81,175,17,395,53,809,44,293,56,243,10,2170,122,147,12,481,63,819,31,186,50,164,8,2094,243,133,13,595,80,723,30,157,47,131,4,2157,1170,248,42,1478,242,1391,67,206,73,223,19,5163,1204,158,39,1214,202,473,34,128,30,110,13,3592,1094,82,19,866,156,451,33,66,22,73,3,2862,850,53,8,501,101,145,15,34,9,26,11,1746,1903,62,28,812,215,455,30,52
CED229,3,4,0,0,0,3,0,4,0,47,0,68,0,0,0,0,0,0,0,0,0,16,3,21,0,0,0,0,0,0,0,7,4,21,0,29,0,3,0,0,0,0,0,0,0,15,0,27,0,5,0,0,0,0,0,4,0,17,0,29,0,0,0,4,0,6,0,15,3,28,0,61,0,11,0,0,0,7,0,19,6,51,0,98,7,18,0,18,4,29,0,46,10,42,0,162,9,32,7,17,9,57,10,43,6,67,0,254,12,35,4,67,11,83,12,62,5,63,0,359,12,42,4,69,15,118,10,24,7,39,0,335,27,43,4,85,15,122,11,41,5,34,0,374,142,88,18,262,31,347,23,61,18,70,4,1067,176,73,10,357,63,131,17,42,12,51,0,932,230,66,11,402,79,149,21,42,8,41,3,1043,269,34,13,308,63,62,16,29,7,13,3,823,2387,214,39,2036,403,1057,51,117
CED230,9,0,0,3,0,8,0,0,9,39,4,75,4,0,0,0,0,0,0,4,4,12,0,23,4,0,0,5,0,3,0,8,0,9,0,33,0,0,0,5,0,3,0,9,0,15,0,33,3,0,5,4,0,5,0,9,5,40,0,81,4,13,0,13,0,16,0,31,0,45,0,130,13,17,0,40,4,49,3,48,15,112,4,303,29,25,7,56,4,124,3,83,13,135,4,493,43,58,11,140,19,237,13,96,32,217,3,867,76,101,14,388,55,316,24,86,40,188,8,1306,101,70,16,456,69,278,31,81,24,101,4,1219,183,67,15,532,54,206,24,52,18,91,3,1246,629,127,25,1155,149,294,42,81,28,100,5,2643,578,97,26,808,138,151,33,41,11,51,5,1926,507,45,20,540,69,95,17,19,6,21,0,1337,384,24,8,271,34,44,5,10,3,10,0,803,683,38,15,545,65,157,22,17
CED231,4,0,3,5,3,3,0,4,0,45,0,68,5,0,0,0,0,3,0,0,0,12,0,27,0,4,0,0,0,4,0,5,0,17,0,31,0,0,0,0,0,6,0,9,0,16,0,31,0,3,0,0,0,3,0,11,3,40,0,67,0,0,0,3,0,7,0,26,7,35,0,88,3,3,0,5,0,29,0,47,3,97,4,188,8,15,0,12,3,77,5,64,13,89,0,301,17,32,4,27,10,102,14,88,19,175,5,495,22,62,11,92,14,163,5,89,11,163,6,648,27,48,0,158,22,193,4,66,19,131,3,674,44,49,4,173,31,209,17,47,17,100,5,693,217,123,13,632,72,478,34,106,29,195,3,1907,363,100,20,795,142,221,35,91,16,132,0,1914,502,84,25,784,132,261,35,66,8,84,3,1974,544,57,13,597,113,115,15,36,9,48,5,1561,2805,188,50,2244,378,831,57,110
CED232,4,0,3,4,0,5,0,3,3,45,0,77,0,0,0,0,0,0,0,4,0,8,0,18,0,5,5,0,0,0,0,11,0,15,0,29,0,0,0,0,0,0,0,0,0,18,0,28,5,0,0,3,0,3,0,14,8,42,0,77,0,10,0,5,0,15,0,29,3,44,0,105,3,12,0,11,3,31,0,45,13,84,0,214,10,14,0,16,9,91,10,77,21,90,6,330,11,65,4,71,10,251,17,104,29,107,4,671,39,106,8,267,29,352,20,104,38,138,7,1099,47,94,7,367,43,378,24,101,31,98,0,1197,112,103,5,526,81,406,37,82,30,85,4,1467,614,193,38,1336,231,815,64,145,43,147,9,3626,717,147,27,1462,219,334,51,67,31,74,5,3133,794,96,17,1222,206,326,45,60,13,51,0,2833,733,66,20,688,124,136,29,26,15,18,5,1848,2087,134,49,1491,257,542,58,77
CED233,5,5,0,3,0,0,0,0,5,54,0,67,0,0,0,0,0,0,0,0,4,20,0,25,0,0,0,0,0,0,0,9,0,13,0,24,0,0,0,0,0,0,0,4,0,14,0,19,0,3,0,0,0,3,0,18,3,49,0,76,0,4,0,0,0,12,0,15,12,37,0,80,0,12,0,12,0,22,0,35,5,68,3,159,6,12,0,13,4,34,0,50,9,63,5,200,12,23,0,16,6,61,3,60,17,75,3,278,16,39,3,36,0,90,10,54,8,65,3,329,6,30,0,65,12,126,5,33,13,60,5,351,32,26,0,63,4,148,3,30,9,49,0,366,117,75,12,217,43,336,19,69,12,70,3,973,181,59,14,286,50,111,16,41,8,48,0,809,227,60,6,316,68,160,13,20,4,24,6,897,264,40,8,229,71,56,10,12,4,15,0,719,1811,135,42,1363,329,542,44,97
CED234,9,6,0,9,0,8,0,8,4,136,3,185,0,0,0,5,0,0,0,0,0,26,0,38,0,0,0,5,0,6,0,13,6,41,0,71,0,3,0,0,0,0,0,24,0,23,0,55,0,4,0,3,0,8,0,28,4,73,0,129,11,13,0,12,0,23,0,57,9,74,0,203,11,41,0,17,0,43,13,86,10,127,0,351,18,53,8,38,5,107,9,101,19,149,5,513,24,100,6,56,11,185,14,151,29,203,5,784,51,134,9,177,24,223,22,143,23,179,0,1000,47,83,20,226,14,293,21,108,20,186,4,1026,99,110,5,275,29,286,17,91,14,166,6,1105,370,197,20,767,80,673,43,181,35,288,0,2655,483,140,15,956,98,308,36,137,12,153,6,2353,628,104,16,939,97,394,29,98,21,127,0,2453,694,78,17,685,74,163,13,56,11,75,4,1865,2989,247,32,2404,270,1051,64,160
CED235,7,0,6,0,0,5,0,0,0,33,4,56,0,0,0,3,0,0,0,4,0,12,0,15,0,0,0,5,0,0,0,7,0,7,0,20,0,0,0,0,0,0,0,3,4,9,0,19,4,8,0,3,0,3,0,5,5,29,0,61,5,7,0,9,0,12,3,25,5,33,0,95,7,20,0,16,0,24,3,46,7,76,4,198,13,30,8,38,7,74,0,74,12,107,3,359,29,48,8,103,14,154,14,123,27,150,9,672,54,95,22,245,34,232,19,103,34,127,3,967,54,85,14,324,51,242,28,67,23,105,0,1001,129,103,18,437,71,241,25,65,23,79,0,1186,382,157,45,990,153,396,48,98,28,98,5,2395,405,120,26,856,157,127,48,50,13,30,0,1831,407,63,25,640,92,134,29,34,10,29,3,1457,323,36,18,336,47,55,17,11,3,12,3,858,714,66,21,648,104,183,15,26
CED236,9,0,0,7,4,8,0,0,3,69,0,92,0,0,0,3,0,7,0,0,0,14,0,24,4,0,0,3,0,7,0,4,0,20,0,40,5,0,0,0,0,3,0,5,0,18,0,34,6,3,0,5,0,9,3,5,4,52,0,89,4,6,0,13,0,21,3,26,9,50,0,121,17,15,0,28,5,34,0,50,8,138,0,301,16,23,5,35,9,91,5,74,10,143,8,417,24,52,8,95,13,225,11,92,27,196,4,753,72,72,17,307,51,291,20,119,33,145,6,1130,96,78,12,445,52,270,24,64,23,123,10,1194,171,90,13,489,61,224,22,42,16,76,4,1208,576,120,37,1105,167,323,47,79,28,119,14,2608,607,86,32,932,129,150,45,66,19,55,0,2108,510,43,14,633,75,123,19,32,21,31,3,1499,402,28,9,337,50,46,17,12,8,9,0,911,874,39,23,604,68,136,16,18
