CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED219,0,0,0,0,0,9,34,40,3,4,10,6,0,0,8,107,0,0,0,3,3,32,245,149,25,29,19,16,11,3,6,540,0,0,6,15,23,21,42,37,0,3,0,6,0,0,0,163,0,0,7,10,30,62,181,115,20,29,18,18,0,0,12,500,0,21,236,87,25,64,20,7,3,0,0,0,0,0,14,483,0,39,43,25,30,43,103,51,3,6,0,0,0,0,11,351,0,0,3,16,56,86,101,89,28,19,25,18,8,4,4,444,156,175,82,39,49,30,58,20,4,0,0,5,0,0,18,630,0,58,136,48,21,9,8,15,4,0,0,0,0,0,12,309,0,0,6,8,16,17,22,22,11,0,0,0,0,0,0,98,5,6,56,66,102,198,3123,1750,461,373,440,640,194,37,101,7548,0,5,0,4,12,46,67,38,20,15,4,7,5,0,0,217,0,0,0,6,7,8,17,58
CED220,0,0,0,0,11,27,14,10,0,3,0,0,0,5,0,68,0,0,0,3,4,7,29,17,9,7,19,15,8,0,0,117,0,3,28,44,54,51,100,86,20,25,41,30,12,5,9,512,11,26,32,48,543,807,1629,1480,393,441,364,552,205,51,103,6680,3,17,60,18,16,44,6,11,0,0,6,0,0,0,5,192,6,58,75,34,20,16,21,11,10,8,3,3,0,0,3,265,0,4,10,5,44,19,18,18,0,0,0,4,3,0,6,130,93,118,59,42,39,47,100,48,14,20,19,26,9,14,12,663,21,442,1271,238,40,17,28,46,3,11,8,7,4,0,87,2225,4,18,43,85,220,177,136,146,34,50,30,38,32,17,15,1034,18,14,95,134,183,312,978,857,351,541,687,734,236,51,61,5239,5,8,12,31,60,180,177,99,20,37,38,54,27,3,11,761,5,0,0,11,51,42,75,122
CED221,0,0,0,8,59,588,2732,2368,467,563,380,531,210,172,87,8153,0,0,0,5,3,28,152,119,12,22,12,14,3,0,0,373,0,7,9,9,15,14,35,9,4,7,6,0,6,0,0,115,0,3,19,21,75,137,828,317,60,66,70,70,21,0,37,1733,3,10,75,44,15,99,73,0,0,0,0,0,0,0,11,339,9,15,33,10,27,48,161,67,10,3,12,9,0,0,3,415,0,0,0,29,202,296,462,156,16,16,26,33,11,11,27,1290,36,108,58,40,30,40,53,18,3,0,4,0,3,0,13,420,3,29,161,70,37,13,22,55,3,0,0,0,0,0,12,397,0,0,4,5,28,59,51,24,12,0,0,3,6,0,4,206,8,9,67,130,379,922,9100,4352,933,881,1061,1143,426,86,264,19760,0,0,0,10,30,72,182,71,17,11,12,15,4,0,4,434,0,0,0,0,14,12,136,406
CED222,0,0,0,0,20,69,148,159,14,21,8,25,11,9,10,493,0,0,0,6,36,94,164,131,39,64,67,73,29,3,0,716,0,0,8,25,23,39,44,30,4,5,7,20,4,0,4,220,5,17,22,58,664,994,3267,2124,546,585,612,811,199,34,189,10143,4,35,238,83,26,81,19,0,4,0,0,0,0,0,11,496,7,50,140,59,56,39,73,43,14,14,3,19,6,0,19,540,0,3,8,22,110,84,105,32,14,12,7,10,0,0,3,394,66,150,98,38,34,44,52,32,0,9,6,10,0,3,11,558,17,616,2796,880,188,73,64,447,51,52,39,42,9,4,290,5576,0,0,9,44,208,198,186,126,43,37,51,50,26,10,30,1009,14,8,230,316,538,943,3793,2332,940,1130,1944,2080,683,99,288,15330,0,4,9,27,73,242,412,212,60,65,95,130,62,0,32,1415,0,0,0,0,24,18,78,204
CED223,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,5,14,10,0,0,0,0,0,0,0,39,4,3,24,25,32,25,40,31,6,4,9,11,0,0,3,226,0,3,3,0,9,17,83,59,15,11,14,26,7,0,19,266,3,37,100,21,9,9,0,0,0,0,0,0,0,0,5,182,0,0,9,0,0,0,13,0,0,0,5,0,0,0,0,37,5,3,6,6,19,11,13,10,0,3,0,0,0,0,5,78,156,373,122,61,52,40,47,23,5,0,0,12,0,4,38,919,4,21,43,12,0,4,0,5,0,0,0,0,0,0,7,91,0,5,0,5,12,12,15,5,0,3,9,8,4,0,0,81,10,5,11,20,17,16,275,197,49,64,79,74,21,0,18,865,3,6,3,3,9,10,22,12,5,15,0,4,5,0,0,91,0,0,0,0,5,0,8,16
CED224,0,0,0,0,11,94,439,487,87,51,64,73,33,35,20,1391,0,4,0,6,12,20,60,17,4,7,4,3,0,0,0,145,0,9,11,31,42,51,92,71,8,7,10,16,0,0,5,356,0,16,45,37,357,443,1620,934,202,173,185,237,56,10,58,4372,0,32,163,46,39,49,16,15,0,0,0,0,0,0,18,375,10,49,91,34,49,29,10,15,7,0,0,0,0,0,9,303,4,3,0,26,143,88,71,38,6,8,9,8,6,0,4,398,65,156,91,60,74,69,117,66,12,4,3,19,5,0,11,763,9,260,823,260,75,30,20,67,4,5,9,7,0,0,41,1606,0,0,16,41,90,94,85,52,14,6,4,14,7,0,9,433,10,9,145,205,367,560,1586,718,173,175,268,269,74,19,63,4633,4,3,3,12,35,74,108,43,3,5,7,7,9,0,7,328,0,0,0,3,20,14,58,137
CED225,0,0,0,0,0,11,8,6,10,0,0,0,0,0,0,33,0,0,0,5,3,11,25,16,0,5,9,3,4,0,0,71,0,3,6,39,33,48,60,59,17,13,13,9,0,7,4,311,6,20,25,14,352,492,1594,831,168,176,190,186,76,8,78,4215,0,41,241,60,22,44,4,3,0,0,0,0,0,0,16,431,3,47,79,25,40,31,21,16,0,6,8,0,4,0,4,282,0,0,9,13,21,18,33,14,0,0,0,3,0,0,0,114,116,159,74,42,48,54,90,33,3,14,9,6,0,7,24,667,26,291,591,124,38,11,16,41,0,9,4,6,0,0,31,1201,3,11,17,47,117,147,89,59,14,16,11,14,17,0,6,573,4,12,50,95,127,213,750,558,121,193,175,229,88,18,41,2673,0,14,3,9,35,73,113,37,11,14,15,9,16,0,7,356,0,0,5,6,63,45,219,409
CED226,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,15,0,0,0,3,4,15,37,39,12,10,3,9,12,0,0,136,0,5,27,51,55,49,83,57,19,13,17,18,4,0,3,407,15,50,76,112,1282,1642,3769,2878,820,705,718,910,392,91,230,13699,6,27,85,15,10,17,4,0,0,0,0,0,0,0,4,170,10,37,60,18,37,28,38,20,6,6,3,10,0,0,9,270,4,6,14,16,50,31,27,5,4,0,0,0,0,0,3,171,119,100,52,37,56,36,75,39,6,10,10,13,8,4,11,576,28,491,752,119,30,20,11,31,10,5,0,6,3,0,34,1522,9,27,69,221,530,438,243,176,46,58,68,59,69,26,34,2066,14,14,116,161,234,365,971,571,229,298,345,394,154,28,45,3953,3,3,31,34,85,218,184,88,25,23,26,32,19,3,7,792,0,0,6,12,138,56,176,246
CED227,0,0,0,0,28,188,380,268,61,54,48,57,14,7,15,1126,0,0,0,0,3,31,190,93,10,9,9,13,5,0,4,370,0,0,3,21,23,23,50,25,9,9,4,0,9,0,0,183,0,3,25,15,53,69,602,372,94,116,92,124,33,8,24,1619,0,14,113,61,17,38,5,3,0,0,0,0,0,0,10,252,3,13,24,15,17,21,198,205,16,11,15,11,9,4,3,558,0,0,3,9,77,78,155,61,15,30,24,13,5,0,6,469,50,173,91,41,56,34,48,23,3,8,3,0,0,0,9,533,3,19,43,19,13,6,7,30,0,0,0,0,0,0,3,144,0,0,5,9,29,36,35,21,3,4,10,8,0,5,8,172,12,3,53,73,162,350,4968,2824,718,662,620,688,253,53,140,11573,0,9,0,9,18,46,116,51,15,4,9,11,3,0,3,285,0,0,0,0,16,19,66,109
CED228,0,0,0,0,25,67,62,45,11,5,3,0,5,0,5,223,0,0,0,0,17,109,946,473,81,83,78,47,33,11,17,1903,0,0,10,12,16,29,42,20,6,4,12,9,3,5,0,172,0,4,0,8,106,234,1178,704,142,147,131,141,52,13,40,2903,0,23,129,61,24,67,25,3,5,0,0,0,0,0,4,342,0,16,28,11,47,16,122,44,3,8,4,12,4,0,7,320,0,0,3,19,114,126,269,155,37,20,42,44,17,6,11,865,84,105,49,23,38,23,44,19,6,3,0,0,0,0,4,411,20,93,140,64,24,7,13,28,9,9,0,0,0,4,12,420,0,4,4,8,45,100,89,54,16,12,15,17,10,0,4,373,4,4,44,74,144,751,11458,7909,2286,2419,2868,3481,1005,228,484,33148,0,4,0,11,43,206,387,123,27,24,15,22,20,4,15,895,0,0,0,4,15,6,63,227
CED229,0,0,0,0,5,14,19,11,0,3,0,0,0,22,5,93,0,0,4,0,4,10,17,28,11,7,9,9,4,0,5,111,0,7,24,50,55,76,117,124,42,39,49,50,31,6,10,684,14,20,16,29,225,420,1289,1286,408,390,343,507,168,36,95,5246,6,21,76,29,14,42,18,14,5,0,4,0,0,0,0,227,14,47,65,33,27,17,15,28,9,12,12,8,3,4,8,294,0,4,3,22,41,44,35,21,0,3,0,4,0,0,4,185,140,146,70,47,89,81,157,141,34,36,47,75,26,9,20,1118,19,256,773,148,20,6,15,51,15,10,3,11,8,3,48,1393,0,3,16,52,124,144,175,127,43,36,39,45,26,17,22,871,7,5,72,92,126,193,862,790,386,561,819,995,297,65,75,5358,4,3,18,16,38,197,303,194,68,67,64,84,63,6,17,1139,0,0,3,3,50,38,145,236
CED230,0,0,0,0,0,8,87,152,10,18,31,20,12,10,16,362,0,0,0,0,0,9,20,16,0,4,0,7,0,0,0,62,0,4,14,15,18,15,33,16,0,5,0,3,0,0,3,119,3,0,4,3,22,15,95,84,23,53,85,54,14,0,6,469,3,25,43,9,9,0,0,0,0,0,0,0,0,0,12,105,0,7,3,5,7,0,3,3,0,0,6,5,0,0,0,40,0,0,0,13,33,15,43,18,6,4,10,11,11,0,3,170,61,114,40,33,30,4,22,12,0,3,3,8,0,0,11,359,0,50,97,29,10,7,0,0,0,0,0,0,0,0,9,206,0,0,0,4,7,3,10,30,3,8,10,18,7,0,0,99,3,4,19,15,16,32,386,288,95,122,127,167,59,11,35,1375,0,5,4,3,4,9,37,36,4,15,17,42,7,0,4,176,0,0,0,0,5,0,9,16
CED231,0,0,0,0,7,8,0,10,0,0,0,0,5,0,0,37,0,0,0,5,6,11,33,34,8,5,9,11,0,0,5,117,0,3,9,38,19,38,72,78,11,12,15,9,4,4,3,318,0,15,15,45,339,392,642,338,76,56,57,44,24,3,55,2108,3,85,383,106,37,53,11,8,0,0,0,5,0,0,3,692,18,126,177,67,75,60,69,35,10,3,9,9,8,0,18,683,3,0,0,21,81,49,46,22,0,0,4,3,0,0,0,239,137,121,47,29,46,31,60,35,8,7,7,6,3,0,14,559,18,355,915,183,58,24,17,53,5,10,5,0,0,0,47,1699,3,7,11,51,154,111,78,46,14,5,14,7,7,3,9,513,0,7,183,176,204,234,830,511,204,249,334,350,74,34,59,3447,0,6,9,15,32,76,92,45,11,10,10,23,5,0,5,336,0,0,22,47,50,33,76,228
CED232,0,0,0,0,0,9,5,8,0,0,0,0,0,0,0,27,0,0,0,0,3,5,54,28,4,3,6,0,0,0,0,109,0,4,8,33,22,36,57,19,4,3,10,0,0,0,0,195,8,4,9,0,18,53,191,110,20,28,32,27,10,0,9,510,0,19,93,35,16,30,7,4,0,0,0,0,0,0,8,208,7,26,31,13,16,15,60,75,3,6,7,0,3,0,0,266,0,0,5,8,42,33,61,30,0,0,7,10,8,0,6,215,85,160,57,42,53,44,74,19,5,3,0,0,0,0,14,557,0,66,176,52,25,24,9,32,3,5,0,0,3,0,3,394,0,3,5,3,18,17,30,24,13,5,5,0,0,3,0,130,5,6,33,32,54,128,2510,1485,373,362,343,437,122,28,78,6001,0,0,5,5,5,17,46,25,4,9,5,3,0,0,7,134,0,0,0,4,25,37,129,285
CED233,0,0,0,0,3,21,44,32,4,0,0,3,0,14,0,128,0,0,0,0,4,21,41,57,19,30,32,36,18,4,8,267,0,5,15,36,47,83,117,136,31,42,64,96,56,12,10,749,8,7,30,53,419,866,2458,3439,1456,1774,1786,2014,743,88,238,15376,0,25,78,15,13,55,9,6,0,0,7,4,0,0,0,218,6,17,40,20,20,41,35,32,9,16,14,8,15,4,4,274,0,0,9,11,36,29,18,23,6,7,5,20,5,5,0,179,56,60,44,40,51,94,132,119,46,44,54,53,32,9,14,838,7,244,645,113,29,20,14,46,9,7,4,10,0,0,25,1170,0,11,27,71,237,250,302,333,119,108,120,145,97,39,33,1881,4,4,41,60,85,187,737,1151,633,915,1378,1922,899,199,103,8312,4,8,6,18,51,191,431,482,218,343,401,476,195,18,37,2872,0,0,3,7,29,31,108,189
CED234,0,0,0,0,13,11,10,8,0,0,0,0,0,0,0,52,0,0,0,5,9,16,22,32,5,4,7,14,5,0,0,116,0,6,14,37,34,32,54,38,3,6,11,13,0,0,3,247,15,78,108,178,1729,2472,6498,4232,962,1109,998,1145,405,96,349,20377,4,78,188,51,19,17,6,4,0,0,0,0,0,0,3,365,18,94,110,82,98,106,140,83,9,26,34,29,15,10,13,864,0,0,8,40,92,43,32,11,0,0,0,3,9,0,0,250,104,192,90,36,61,45,54,28,3,8,6,6,0,0,15,649,48,776,1668,344,90,47,28,113,26,4,6,6,0,0,89,3240,3,20,69,321,1201,1154,644,372,99,130,145,120,138,47,85,4542,12,6,86,126,281,415,1121,681,205,233,362,353,121,24,63,4095,0,11,23,25,90,285,245,86,24,12,28,27,15,8,9,888,0,0,7,42,308,231,686,1210
CED235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,10,3,7,15,20,29,15,34,23,7,4,10,4,5,3,6,188,8,5,9,3,18,36,86,64,31,18,9,30,7,0,15,321,8,18,51,35,3,8,0,0,0,0,0,0,0,0,6,126,0,16,19,0,0,8,10,0,0,0,0,0,0,0,0,56,0,0,6,5,15,14,16,6,0,0,0,10,10,0,0,82,137,266,122,47,87,38,49,29,7,7,0,7,5,0,32,825,0,34,81,26,7,0,0,0,0,0,0,0,0,0,18,161,0,0,3,5,14,10,14,9,0,0,0,6,0,5,0,70,12,4,31,23,33,28,229,161,28,29,43,47,17,4,15,700,0,13,5,0,4,12,17,12,0,9,13,11,17,0,3,113,0,0,0,0,0,7,0,6
CED236,0,0,0,0,0,38,239,274,46,47,27,41,17,12,14,745,0,0,0,0,5,8,20,6,8,0,0,5,5,0,0,53,0,3,10,12,17,15,34,17,8,4,4,0,8,0,3,122,0,0,0,6,22,25,97,74,42,32,54,131,4,0,13,506,0,17,38,7,3,18,3,0,0,0,0,0,0,0,5,99,4,8,4,0,0,0,16,14,3,3,8,8,4,0,0,78,0,0,4,3,7,18,28,21,0,11,14,18,14,0,0,143,69,121,52,24,23,14,29,14,7,9,0,5,7,5,10,394,13,74,75,12,5,6,6,8,3,0,0,4,0,0,12,228,0,0,0,4,12,9,11,21,0,3,3,5,6,7,3,76,9,0,9,23,26,81,863,506,127,130,185,245,87,18,63,2376,0,8,0,0,3,8,30,28,6,10,14,8,0,0,5,127,0,0,5,0,0,5,31,54
CED237,0,0,0,0,30,74,73,62,16,10,12,8,7,0,11,297,0,0,0,3,5,27,165,99,11,11,8,11,9,0,5,359,0,0,3,7,12,17,31,27,7,3,6,3,0,0,0,116,0,3,6,33,204,367,1484,717,156,158,191,165,37,6,73,3601,0,17,272,95,34,83,38,3,0,0,0,0,0,0,11,558,5,59,117,54,117,113,157,106,19,6,18,3,3,0,22,806,0,0,5,18,146,138,172,71,10,30,23,17,3,0,14,658,51,35,40,18,17,34,45,30,3,5,3,4,4,0,6,296,39,529,1870,457,173,82,46,255,21,21,3,5,4,4,74,3585,0,0,11,15,85,72,71,43,8,15,8,9,5,0,0,333,0,0,26,74,228,534,4787,2389,673,723,1147,1252,381,44,211,12475,0,3,0,25,50,83,141,57,15,25,9,15,10,4,4,440,0,0,0,5,34,94,370,1088
CED238,0,0,0,0,4,0,7,12,4,3,0,0,0,0,8,42,0,0,0,0,0,0,9,6,3,9,3,0,0,0,0,28,0,0,16,18,20,18,32,28,4,0,8,0,5,0,6,158,0,7,5,3,11,15,100,48,33,80,121,95,6,4,21,539,0,4,26,6,0,0,0,0,0,0,0,0,0,0,6,47,0,0,12,0,6,0,14,10,3,0,10,0,0,0,10,62,0,0,3,3,6,15,21,6,0,0,0,0,0,0,6,62,52,121,49,37,33,25,44,21,9,3,3,11,3,4,15,422,0,22,27,12,3,3,0,6,0,0,0,0,0,0,10,82,0,0,0,4,8,0,3,8,0,0,0,4,4,0,3,43,0,8,18,6,12,22,145,122,26,58,80,60,23,11,37,642,0,0,4,3,4,7,26,22,7,3,11,10,12,0,10,124,0,0,0,0,0,0,5,7
CED239,0,0,0,0,0,19,27,38,0,0,7,4,0,0,0,102,0,0,0,0,24,75,188,115,19,32,28,23,14,8,6,532,0,4,9,34,31,52,90,81,11,20,19,22,11,4,3,389,0,7,11,19,220,304,595,325,83,100,77,82,16,4,19,1872,3,49,146,57,21,35,9,3,0,0,0,3,0,0,15,342,17,114,80,41,53,46,33,47,21,18,20,18,0,6,14,523,0,0,6,12,82,51,36,20,8,3,0,3,0,0,0,220,69,98,26,10,36,62,122,69,11,20,20,26,7,0,14,592,8,482,1671,381,124,37,27,88,18,8,9,4,4,0,81,2944,0,0,5,18,74,65,61,46,12,10,11,12,7,0,6,315,0,4,42,52,112,156,989,721,242,387,468,458,132,33,53,3855,0,3,4,7,25,94,123,62,32,32,29,47,38,0,9,511,0,0,5,3,37,40,93,228
CED294,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,6,0,0,0,21,0,0,0,0,4,5,13,6,0,4,7,8,0,4,5,57,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,0,0,3,0,0,0,0,0,9,0,0,6,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,6,20,12,0,11,6,4,4,24,3,90,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,15,0,0,0,0,0,0,0,12
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
