SAL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SAL20826,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,8,3,0,0,3,33
SAL20827,28,4,0,0,0,0,0,9,38,23,10,3,5,0,0,0,5,40,20,9,5,0,0,0,0,10,43,10,8,3,3,0,0,0,12,37,3,4,3,4,0,0,0,3,22,3,9,5,6,3,3,0,8,39,12,4,11,6,4,0,0,9,50,10,4,14,14,9,8,0,0,56,7,5,17,12,7,0,0,8,56,6,7,11,4,4,0,0,9,36,4,5,14,11,7,4,3,0,53,7,0,15,19,7,4,0,7,52,0,0,8,11,0,9,0,6,35,0,0,10,4,0,3,4,0,17,0,0,6,0,6,0,0,3,19,136,60,126,96,54,22,13,83,598
SAL20828,50,0,0,0,0,0,0,4,50,58,4,4,0,0,0,0,8,71,51,6,17,3,0,0,0,9,80,34,29,16,3,0,0,0,6,92,26,10,16,8,0,3,0,8,69,7,6,17,12,0,0,0,3,51,12,7,24,4,5,0,0,3,58,11,10,23,16,6,0,0,3,77,14,0,29,20,3,0,4,9,72,14,11,25,23,3,3,0,5,91,11,3,39,17,5,0,0,3,82,8,4,16,12,10,8,0,3,65,0,0,18,10,7,3,0,4,39,7,9,10,20,6,3,3,7,55,6,8,14,12,14,9,9,3,70,317,97,257,164,68,28,19,74,1022
SAL20829,89,0,0,0,0,0,0,6,98,115,9,0,0,0,0,0,11,131,127,9,3,0,0,0,0,8,151,106,37,23,4,0,0,0,3,171,34,29,52,13,3,0,0,0,135,37,19,31,19,8,0,0,8,129,36,29,41,19,3,0,0,8,138,34,26,49,31,9,0,0,8,166,37,23,56,34,7,4,0,9,168,34,24,51,25,7,0,0,5,146,27,12,50,31,8,8,0,0,131,18,11,30,22,8,4,4,8,100,3,3,22,23,5,0,0,7,66,0,0,12,8,7,4,0,7,45,0,8,7,11,3,5,3,4,44,708,235,430,238,83,18,12,98,1822
SAL20830,47,0,0,0,0,0,0,5,56,137,0,0,0,0,0,0,13,153,275,0,0,0,0,0,0,16,292,238,26,3,3,0,0,0,20,284,154,32,18,4,3,0,0,24,238,99,15,14,4,0,0,0,15,149,80,20,18,4,3,0,0,4,138,78,20,31,15,3,0,0,16,159,68,22,50,19,4,6,3,10,174,46,20,58,28,13,0,0,12,177,46,21,53,42,11,3,3,12,190,30,22,41,37,9,3,0,21,159,15,7,33,28,6,0,0,4,101,14,3,20,9,5,0,0,0,48,19,11,21,15,7,8,0,10,84,1342,217,364,205,61,21,11,182,2401
SAL20831,7,0,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,5,0,0,0,9,62
SAL20832,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,27
SAL20833,11,0,0,0,0,0,0,3,17,8,0,0,0,0,0,0,3,17,12,0,7,0,0,0,0,0,20,6,8,11,4,0,0,0,0,25,8,5,0,0,0,0,0,5,27,3,4,10,0,3,0,0,3,22,7,5,5,0,4,0,0,4,25,11,0,7,3,8,0,0,5,39,6,3,12,5,5,0,0,3,34,6,4,14,15,5,6,0,4,47,3,3,8,13,3,0,0,4,36,9,3,4,6,0,0,0,3,23,0,0,9,5,0,3,3,3,20,4,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,8,106,46,89,61,22,8,0,33,373
SAL20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,0,0,0,0,22
SAL20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20836,68,0,0,0,0,0,0,0,65,46,0,0,0,0,0,0,0,54,32,16,13,4,0,0,0,0,63,22,11,17,15,10,0,0,0,74,3,12,31,15,11,0,0,0,74,10,7,26,10,13,4,0,5,74,14,8,37,14,5,0,0,0,85,8,12,34,14,4,5,0,0,68,13,3,28,20,8,0,3,6,73,15,9,36,25,0,3,0,0,91,19,5,40,26,4,0,0,3,97,20,13,45,37,12,3,0,3,132,6,15,56,20,7,4,0,13,121,12,7,25,22,13,0,4,12,100,3,3,10,18,3,5,8,19,69,276,121,393,236,100,27,21,73,1247
SAL20837,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,11,4,0,0,0,37
SAL20838,366,0,0,0,0,0,0,42,408,332,41,5,3,0,0,0,36,415,232,71,58,15,6,0,4,32,425,158,79,118,45,11,0,0,25,446,68,68,133,81,17,14,8,19,406,69,58,127,96,40,10,6,20,423,48,53,166,129,35,6,4,21,469,64,36,202,111,52,8,6,33,521,71,51,181,136,45,13,3,31,531,62,46,177,172,61,14,3,26,563,37,41,205,165,51,10,3,29,543,34,29,168,123,47,10,7,48,465,29,17,100,102,50,12,8,47,373,17,8,55,68,45,30,14,42,285,15,17,45,65,43,32,34,86,333,1601,622,1738,1315,507,178,110,540,6613
SAL20839,23,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,5,7,0,0,0,0,0,0,0,10,5,3,10,3,0,0,0,0,20,0,0,9,3,0,0,0,0,13,0,4,10,3,3,0,0,0,24,5,0,9,9,4,0,0,0,21,0,0,6,4,6,0,0,0,20,3,3,14,6,0,0,0,0,31,0,0,5,9,0,0,0,0,20,0,0,9,10,0,0,0,0,24,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,58,19,77,44,21,4,3,7,242
SAL20840,10,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,9,0,3,11,3,0,0,0,0,12,0,0,5,0,0,0,0,0,10,0,0,10,9,0,0,0,0,22,3,0,6,5,0,0,0,0,21,0,0,9,9,0,0,0,0,13,0,3,4,10,3,0,0,0,19,5,0,4,3,0,0,0,0,12,0,0,6,4,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,41,11,50,39,9,9,0,8,173
SAL20841,3,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,11,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,10,12,11,4,0,8,86
SAL20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,10,8,6,4,0,3,46
SAL20843,34,0,0,0,0,0,0,5,39,34,0,0,0,0,0,0,6,34,17,0,0,0,0,0,0,3,20,4,0,4,0,0,0,0,0,14,7,0,11,4,0,0,0,4,28,3,4,12,10,0,0,0,0,41,7,5,24,11,5,0,0,5,50,8,6,28,11,4,0,0,0,60,7,3,15,12,3,0,0,9,47,3,8,20,18,5,0,0,4,60,3,0,17,10,5,0,0,0,35,0,0,14,13,3,0,0,4,34,0,3,5,0,0,0,0,3,11,0,0,0,6,0,0,0,0,8,0,0,0,4,0,0,0,0,9,127,38,159,93,31,5,4,35,492
SAL20844,17,0,0,0,0,0,0,5,17,5,0,0,0,0,0,0,0,8,17,3,0,0,0,0,0,0,21,4,0,4,9,0,0,0,0,24,3,0,8,3,0,0,0,0,20,3,5,3,8,3,0,0,3,18,0,0,7,4,4,0,0,4,21,4,5,10,9,3,0,4,6,38,12,4,9,7,0,6,0,0,43,4,3,11,12,4,0,0,6,41,6,6,9,9,9,0,0,5,40,0,3,15,7,5,0,0,9,43,0,0,10,3,7,0,0,4,23,3,0,0,4,0,3,0,0,16,0,0,6,10,7,4,6,8,34,75,32,95,88,47,15,10,46,406
SAL20845,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,9,7,3,3,3,0,40
SAL20846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,0,25
SAL20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,10,5,10,5,4,0,3,0,38
SAL20848,150,0,0,0,0,0,0,10,156,137,4,0,0,0,0,0,8,153,161,17,5,0,0,0,0,11,189,114,65,35,10,0,0,0,15,237,73,55,107,20,0,0,0,12,262,35,49,97,48,3,0,0,11,250,49,34,104,26,9,3,0,3,231,46,46,100,53,9,0,0,4,262,44,32,82,48,10,0,0,4,219,31,31,88,35,14,3,0,3,202,23,16,50,26,6,0,0,6,133,14,20,39,36,8,3,0,5,121,3,13,51,24,9,4,0,5,108,3,0,30,17,16,0,0,12,83,0,3,17,21,11,8,5,15,79,890,382,803,352,99,25,10,115,2680
SAL20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,12,4,0,0,0,0,0,0,0,12,9,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,4,8,5,0,5,5,0,0,0,0,11,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,24,13,4,0,0,12,94
SAL20850,15,0,0,0,0,0,0,4,18,14,3,0,0,0,0,0,0,17,8,6,0,0,0,0,0,0,14,10,3,3,0,0,0,0,4,19,8,0,0,6,3,0,0,0,19,3,4,6,3,0,0,0,0,21,11,7,3,3,4,0,0,0,24,7,5,9,3,3,0,0,0,30,3,4,19,8,3,0,0,5,42,5,6,14,12,4,0,0,0,42,5,10,14,5,3,0,0,3,39,3,0,10,8,5,0,0,4,23,0,6,11,3,6,0,0,0,26,0,0,5,3,0,0,0,6,17,4,0,3,4,9,0,0,5,29,98,32,114,59,41,13,4,35,392
SAL20851,6,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,5,0,4,5,0,0,0,0,11,0,0,0,4,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,5,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,32,9,16,18,4,0,4,13,96
SAL20852,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,4,0,8,6,0,0,0,0,17,3,0,0,0,0,0,0,0,8,0,0,5,10,3,0,0,0,18,9,0,6,0,0,0,0,0,15,0,5,3,4,0,0,0,4,16,0,4,5,4,0,0,0,0,14,0,0,4,3,0,3,0,0,12,0,0,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,28,11,44,32,16,7,3,9,159
SAL20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,17
SAL20854,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,3,27
SAL20855,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,6,0,4,3,5,43
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,0,0,14,0,0,5,0,0,0,0,0,10,4,0,0,6,0,0,0,0,10,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,25,14,3,3,0,5,74
SAL20858,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,11,9,0,0,0,0,59
SAL20859,110,0,0,0,0,0,0,8,119,71,0,0,0,0,0,0,0,74,51,12,13,0,0,0,0,0,71,15,18,26,14,3,0,0,0,83,16,12,38,22,10,6,0,0,107,9,11,39,33,10,0,0,3,100,7,13,40,38,6,0,0,0,117,4,10,41,33,13,5,0,0,111,7,8,48,31,17,0,0,4,113,7,3,35,36,21,0,0,0,106,8,3,33,36,13,6,0,10,111,4,3,17,20,14,0,3,4,70,3,5,13,15,12,4,3,0,55,0,0,3,17,10,5,3,0,46,0,0,0,9,4,7,0,0,24,318,110,356,298,137,44,18,37,1314
SAL20860,9,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,0,0,5,0,0,0,0,0,4,0,5,3,0,0,0,0,0,8,0,5,4,5,0,0,0,0,11,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,12,24,17,3,3,0,7,93
SAL20861,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,0,3,14,0,3,0,0,0,0,0,0,7,0,0,4,4,0,0,0,4,11,0,0,3,9,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,18,6,15,19,6,0,0,16,83
SAL20862,11,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,6,16,9,6,3,3,0,0,0,3,27,12,0,3,3,0,0,0,0,19,6,5,7,5,0,0,0,0,19,0,3,3,0,4,0,0,3,20,3,4,8,5,0,0,0,0,18,4,4,11,3,5,0,0,4,33,6,6,6,7,3,3,0,5,41,0,0,11,13,0,0,0,0,32,0,3,14,5,3,0,0,0,25,0,0,6,4,3,0,0,6,23,4,0,9,7,7,0,0,5,34,4,0,5,3,0,0,3,3,20,0,0,0,4,4,3,0,0,20,69,40,86,69,31,7,12,53,366
