SAL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SAL21584,9,0,8,0,0,0,0,13,0,35,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,3,6,0,27,0,0,0,0,0,0,0,0,0,6,7,0,28,0,5,0,5,6,0,45,0,0,0,0,0,0,0,0,0,7,11,0,6,0,0,20,0,0,0,38,16,0,3,14,8,6,0,20,0,64,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,10,0,5,0,0,6,0,0,3,0,18,0,0,3,0,0,0,0,10,0,20,6,0,0,6,6,0,0,3,0,31,10,34,0,8,9,0,0,0,0,65,4,18,0,15,6,0,0,0,0,46,3,12,0,3,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,5,8,6,0,0,0,0,0,6,0,20
SAL21585,14,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,6,0,29,0,6,0,0,0,0,0,0,0,7,4,0,24,0,0,0,3,3,0,34,0,3,0,0,0,3,5,0,0,18,0,0,0,0,5,12,4,8,0,26,0,0,0,12,0,4,0,3,0,18,3,0,3,0,0,4,5,0,0,14,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,25,4,0,3,0,0,0,0,45,4,0,4,0,3,0,0,3,0,7,5,15,0,7,4,0,3,0,0,30,3,45,0,4,4,0,0,3,0,59,10,21,0,21,6,0,0,0,0,54,0,15,5,0,0,0,0,0,0,19,0,0,4,0,3,0,0,0,0,10,0,0,6,3,6,0,0,0,0,9
SAL21586,20,9,0,0,0,0,0,4,0,35,0,4,0,0,0,0,0,0,0,8,86,41,18,0,21,23,0,5,3,205,13,21,4,0,8,0,0,0,0,46,75,44,78,0,32,8,3,20,8,262,75,37,5,0,20,24,0,6,0,168,118,43,18,4,34,193,12,21,4,444,54,9,32,100,3,18,0,44,3,272,27,19,0,6,17,3,25,3,0,104,22,48,3,0,12,8,0,0,3,99,110,231,4,0,93,7,0,0,14,466,30,31,0,0,23,87,0,0,0,176,177,558,28,3,87,6,0,4,15,863,32,36,4,10,22,4,0,24,0,130,55,91,7,25,37,0,0,3,3,216,49,277,6,63,20,4,0,0,0,422,65,510,9,101,120,4,3,11,3,826,22,25,6,21,9,3,0,4,0,102,23,17,31,23,12,3,0,3,0,110,62,53,7,7,19,10,0,7,32,197
SAL21587,24,3,4,0,5,3,0,4,0,42,7,10,0,0,3,0,0,0,0,24,170,123,42,8,59,50,26,42,0,510,30,32,6,0,20,4,6,5,0,93,166,75,263,0,75,14,4,67,11,690,133,70,13,0,44,50,23,9,3,355,275,147,46,11,64,499,29,65,3,1145,122,25,96,288,24,88,10,134,6,786,49,70,6,6,43,17,81,15,5,293,44,124,11,0,30,21,0,0,5,225,215,440,0,9,209,23,0,0,20,906,58,69,5,3,26,127,3,5,6,301,314,1057,87,5,195,28,3,5,22,1709,70,87,35,25,42,12,0,86,3,362,101,183,13,76,112,0,0,12,4,508,129,746,18,159,123,5,0,4,3,1184,122,1014,34,288,249,15,9,17,15,1767,66,51,11,79,25,10,5,11,0,251,37,41,61,74,35,5,0,11,0,264,132,111,32,14,69,35,18,20,70,508
SAL21588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,3,0,9,0,0,0,0,4,0,0,0,0,9,0,5,0,9,0,0,0,0,0,9,0,5,0,19,7,0,0,4,0,29,0,3,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4
SAL21589,31,0,4,0,3,0,5,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,18,0,11,4,10,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SAL21590,3,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,4,5,3,0,3,0,0,9,0,24,3,0,0,0,0,0,0,0,0,7,13,0,15,0,3,0,0,4,0,45,0,0,0,0,0,0,0,0,0,5,12,0,4,0,0,15,0,0,0,37,4,0,0,0,0,0,0,5,0,17,4,3,0,0,6,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,9,17,3,0,6,0,0,0,0,37,0,0,5,0,4,0,0,0,0,6,6,0,0,0,3,0,0,0,0,16,0,36,3,3,0,0,0,0,0,45,0,47,0,15,7,0,0,0,0,74,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,9,3,0,4,6,0,0,0,0,0,12
SAL21591,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,5,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,10,0,13,0,0,5,0,0,0,0,15,5,18,0,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6
SAL21592,17,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,5,0,3,0,0,0,0,0,5,4,9,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8
SAL21593,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,21,9,14,0,5,6,3,10,0,73,5,0,0,0,3,0,0,0,0,10,34,10,64,0,11,9,9,15,0,151,8,5,5,0,7,4,3,0,0,31,37,9,6,0,8,68,8,12,0,146,18,0,13,30,4,16,0,22,0,104,7,4,3,0,14,3,13,0,0,45,3,9,0,0,0,0,0,0,0,12,15,18,0,0,23,0,0,0,0,59,5,6,0,0,3,12,0,0,0,20,16,56,7,0,14,4,0,0,0,100,5,0,6,0,8,4,3,14,0,37,17,23,9,17,25,0,0,5,0,101,19,125,4,28,9,0,0,0,0,179,15,126,0,50,40,3,0,6,0,246,5,9,0,0,0,0,0,0,0,15,4,6,13,6,6,0,0,0,0,29,8,10,4,0,0,0,8,7,5,41
SAL21594,9,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0
SAL21595,21,0,0,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21597,12,0,5,0,7,3,6,11,0,40,0,0,0,0,0,0,3,5,0,8,32,34,62,8,27,7,51,71,5,302,13,51,3,0,30,6,6,5,3,121,26,26,186,0,31,6,41,82,5,402,22,27,11,0,35,14,29,12,0,157,68,53,24,6,36,259,63,42,9,556,46,7,55,61,9,91,3,70,0,338,27,34,12,3,92,16,260,21,9,473,23,90,18,0,24,0,0,0,8,173,45,293,5,0,182,14,0,0,12,550,8,4,4,0,15,20,14,3,0,78,95,553,39,0,54,6,9,3,3,762,24,38,11,12,33,0,26,63,0,211,33,76,8,84,86,0,4,21,5,320,27,170,14,147,36,0,0,0,0,392,28,207,26,332,83,0,8,21,5,710,7,17,6,33,5,0,0,3,0,80,10,10,66,20,15,7,3,17,0,147,30,53,27,15,38,13,52,19,68,314
SAL21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21599,83,6,3,3,9,0,5,28,6,142,4,4,5,0,3,0,13,0,0,30,18,11,35,0,7,4,4,9,0,88,0,4,10,0,4,0,6,0,0,21,46,7,214,0,26,3,32,24,4,352,16,0,0,0,6,16,5,0,0,50,58,3,18,3,17,157,12,44,0,323,71,5,46,65,15,21,3,50,0,270,12,11,11,3,20,6,43,4,0,117,6,4,0,0,0,0,0,0,0,17,3,7,0,0,14,0,0,0,0,25,6,3,5,0,3,32,0,0,0,47,8,63,19,0,40,0,3,4,0,136,10,4,10,4,0,4,0,36,0,66,25,30,7,52,29,0,4,12,0,157,15,134,8,67,17,0,0,8,0,249,15,108,6,101,36,0,0,10,0,282,12,10,9,0,0,3,0,0,0,35,5,5,55,14,8,3,0,11,0,108,13,0,14,3,6,14,5,7,24,91
SAL21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21601,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,7,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,9,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
SAL21602,41,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
SAL21603,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,13,10,0,3,5,0,0,0,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,4,0,8,0,0,0,0,5,0,0,0,0,5,0,9,0,0,0,0,0,0,0,11,0,4,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21604,8,4,0,0,3,0,0,3,0,19,0,4,0,0,0,0,0,0,0,12,88,92,64,4,23,25,53,71,5,434,15,35,11,5,10,4,8,7,3,88,103,55,178,0,57,9,17,65,11,486,52,28,18,4,36,21,22,9,0,192,132,78,43,6,47,340,46,42,8,743,112,7,61,144,20,51,11,77,3,488,56,47,16,20,91,22,153,23,7,441,22,73,13,0,19,12,4,0,0,148,74,185,7,4,179,19,0,0,10,474,27,26,3,0,21,51,3,3,3,131,101,412,39,0,88,13,0,0,3,660,42,48,13,18,31,11,11,88,9,261,73,143,10,96,133,3,0,20,0,469,64,411,16,80,48,0,0,3,3,624,70,461,26,231,132,8,0,22,15,949,32,31,11,54,14,3,3,18,6,174,37,24,63,50,23,8,0,17,0,226,43,56,17,12,26,27,36,24,59,295
SAL21605,8,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21606,28,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,6,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7
SAL21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21608,17,3,0,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,0,5,0,19,12,0,0,5,0,0,0,8,0,28,0,0,5,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,3,0,9,3,5,3,8,4,0,0,0,0,24,6,37,0,9,3,0,0,0,0,56,5,12,0,13,11,0,0,3,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12
SAL21609,22,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
