SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL20517,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,3,0,5,0,0,3,0,4,0,0,9,3,3,0,0,6,6,5,0,0,4,0,3,0,0,6,0,8,0,0,8,4,5,0,0,9,3,4,0,0,4,0,4,0,0,4,3,3,0,0,8,4,0,0,0,4,3,0,0,0,3,34,44,12,0,83
SAL20518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,4,4,0,0,0,4,0,3,0,0,4,4,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22,10,0,0,31
SAL20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12
SAL20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
SAL20521,16,0,5,0,27,6,0,0,0,7,3,5,0,0,5,0,0,0,0,3,8,0,3,5,18,12,0,10,0,24,43,0,10,0,59,15,5,11,0,35,36,13,17,3,66,35,18,19,0,68,35,25,12,6,75,29,17,6,5,59,84,57,26,5,170,52,51,9,0,105,56,52,5,0,117,38,49,4,0,91,110,294,17,0,427,16,43,17,3,76,15,3,0,0,23,626,639,184,30,1478
SAL20522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,6,0,0,0,10,5,0,4,0,12,7,9,0,0,14,10,4,0,0,18,9,0,0,0,8,5,3,0,0,9,15,10,5,0,31,17,15,3,0,33,8,10,0,3,21,11,11,0,0,20,16,62,4,0,81,0,7,8,0,16,0,0,0,0,3,118,131,31,4,281
SAL20523,37,15,17,4,70,13,6,9,0,22,9,0,7,3,21,7,0,4,0,10,26,5,15,5,53,22,8,16,0,46,72,9,23,0,100,59,23,23,3,115,82,28,45,5,167,121,52,32,4,204,67,38,21,3,126,103,42,27,10,178,236,130,75,10,448,213,119,15,11,361,172,116,16,4,317,120,106,9,6,238,471,953,40,3,1467,75,128,43,0,245,38,30,11,0,82,1938,1805,450,71,4266
SAL20524,26,9,13,0,46,4,8,5,0,9,11,0,9,0,18,6,0,9,0,17,18,5,5,4,29,12,4,13,6,29,88,9,16,0,115,62,10,31,0,102,80,28,36,5,149,99,47,29,4,175,44,37,23,0,108,67,48,26,0,142,135,126,55,4,320,118,143,11,5,274,119,156,20,6,300,68,122,5,0,197,244,847,44,0,1133,40,99,27,0,166,18,21,5,0,45,1248,1711,375,39,3376
SAL20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16
SAL20526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,5,0,0,0,9,3,0,0,0,3,3,0,0,0,5,0,7,0,0,3,3,0,0,0,4,9,14,0,0,17,4,8,0,0,10,3,0,0,0,5,0,0,0,0,0,9,4,0,0,12,3,0,4,0,7,0,0,0,0,4,62,33,11,0,103
SAL20527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,6,3,0,0,0,3,3,3,0,0,10,0,4,0,0,6,9,28,0,0,30,0,7,0,0,7,0,0,0,0,0,22,43,4,0,74
SAL20528,29,7,13,0,47,9,0,7,0,12,3,0,8,0,20,0,0,4,0,9,39,0,10,0,54,20,3,24,0,50,73,13,27,0,122,48,23,39,3,111,53,33,40,3,126,65,46,32,9,152,41,57,28,4,128,49,49,24,0,129,129,129,38,10,308,88,122,22,4,237,94,124,18,5,240,57,99,5,4,168,123,311,23,16,463,29,67,32,0,125,16,15,7,0,33,965,1110,401,67,2540
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9
SAL20532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11
SAL20533,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,9,0,9,11,5,9,0,22,11,6,8,0,25,4,9,11,0,31,9,22,10,3,43,18,17,9,0,45,20,31,7,0,56,68,65,18,0,155,56,47,8,0,111,39,35,4,0,73,13,21,0,0,39,14,24,0,4,39,15,14,6,0,35,3,3,0,0,5,285,291,97,16,686
SAL20534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,0,5,0,0,0,0,0,5,0,0,0,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,5,16,0,0,26
SAL20535,0,0,3,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,10,0,0,0,9,0,0,4,0,8,32,0,0,0,37,26,4,3,0,33,17,3,3,0,25,14,11,4,3,29,8,4,0,0,14,8,11,0,0,19,18,9,0,0,29,8,8,0,0,22,11,3,0,0,11,3,3,0,0,6,4,10,0,0,12,13,9,5,0,23,0,0,3,0,3,160,78,36,9,281
SAL20536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,16
SAL20537,17,0,7,0,22,3,0,3,0,10,4,0,0,0,8,0,0,3,0,7,17,0,3,0,19,12,3,23,0,41,67,3,28,3,103,38,15,42,9,109,53,13,49,0,113,60,38,39,0,141,37,40,36,9,113,63,33,29,4,127,115,131,56,3,308,105,127,24,0,248,84,128,7,0,227,51,90,10,0,150,100,228,16,0,339,27,44,24,0,94,20,4,3,0,30,871,911,397,37,2214
SAL20538,11,0,4,0,19,5,0,0,0,9,3,0,0,0,6,0,0,6,0,8,19,5,10,0,34,7,4,12,0,22,60,4,11,0,83,49,14,23,4,79,31,12,27,0,78,37,34,27,0,98,19,37,22,0,80,18,41,16,3,76,50,117,27,0,200,51,141,14,0,205,33,92,5,3,135,21,77,3,0,102,29,153,6,0,191,16,45,28,0,82,7,8,0,0,21,483,785,235,14,1517
SAL20539,49,12,21,0,81,17,0,9,0,30,15,9,12,0,38,6,3,19,0,34,57,8,25,6,95,34,11,40,5,95,213,28,62,3,307,121,37,79,9,249,168,66,122,7,363,201,94,101,15,413,98,125,86,3,320,110,108,74,5,303,269,303,133,16,719,221,380,46,14,660,192,389,43,5,629,128,309,12,3,449,299,1062,48,8,1416,69,142,73,3,293,40,22,12,0,74,2304,3115,1039,104,6569
SAL20540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,6,4,0,18
SAL20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,0,0,0,0,0,0,0,0,0,0,12,7,0,0,16
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,0,7,0,0,0,0,0,29,18,10,0,55
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,4,5,6,0,0,5,0,0,0,0,3,3,5,0,0,5,0,0,0,0,0,0,3,0,0,5,4,4,0,0,7,0,3,0,0,4,0,7,0,0,7,0,6,0,0,7,4,0,0,0,7,0,0,0,0,0,26,22,3,0,58
SAL20546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,19
SAL20547,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,3,0,5,4,0,5,0,7,9,0,4,0,16,9,0,5,0,12,7,0,6,0,21,3,5,7,0,20,5,4,0,0,8,10,4,5,0,18,11,13,4,0,28,9,9,0,0,17,12,0,3,0,11,3,4,0,0,7,8,5,0,0,22,5,7,4,0,16,0,0,0,0,0,101,65,42,0,215
SAL20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15
SAL20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,4,0,28
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20551,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,8,0,11,31,6,9,0,38,16,5,0,0,21,25,3,6,0,40,29,5,9,0,44,11,14,5,0,27,17,12,0,0,28,27,32,0,0,61,13,27,0,0,42,5,15,4,0,26,3,9,0,0,15,5,16,0,0,22,14,13,0,0,27,5,3,4,0,14,216,163,60,9,441
SAL20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,0,0,9,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,9,0,0,22
SAL20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9
SAL20555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,4,14,17,0,0,31
SAL20556,28,7,16,0,47,15,0,4,0,22,7,0,11,0,20,5,4,3,0,13,34,0,13,0,55,20,0,28,0,55,126,13,34,4,172,79,22,43,4,144,94,44,45,0,179,117,66,40,0,222,61,72,42,0,170,69,99,16,4,192,142,236,62,5,455,112,245,31,0,384,94,236,15,0,340,68,145,7,0,222,93,349,21,0,464,40,108,38,0,191,21,11,8,0,39,1211,1672,469,29,3382
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20558,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,21
SAL20559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,0,6,5,0,0,4,3,7,3,0,0,12,3,0,0,0,4,3,0,0,0,3,6,5,0,0,7,4,7,0,0,8,6,5,0,0,10,0,5,0,0,5,6,19,0,0,28,0,6,0,0,12,0,0,0,0,0,42,50,5,3,107
SAL20560,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,7,13,0,7,0,19,8,0,9,0,11,11,7,7,0,23,9,3,10,0,22,10,6,0,0,21,4,9,4,0,19,27,29,3,0,51,10,27,4,0,38,6,15,0,0,22,0,6,0,0,14,6,14,0,0,21,0,13,0,0,11,0,0,0,0,3,119,128,41,3,294
SAL20561,10,3,10,0,17,4,0,0,0,9,4,0,6,0,10,5,0,16,0,23,13,7,26,3,47,14,3,34,0,58,75,15,36,0,126,71,15,56,3,148,50,31,37,4,132,48,47,38,0,137,40,26,11,0,82,30,37,9,0,73,73,63,19,0,158,37,33,3,0,75,15,34,0,0,50,10,16,0,0,28,17,50,0,0,70,21,30,18,0,67,11,4,4,3,22,545,434,320,24,1326
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL20564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,8,0,0,7,0,0,0,0,4,3,3,0,0,5,0,0,0,0,4,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,17,19,5,0,43
SAL20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,9
SAL20566,33,7,10,0,59,11,0,0,0,12,9,0,6,0,15,5,5,6,0,19,27,3,19,0,47,27,5,27,0,57,122,9,21,0,159,63,31,27,0,124,37,54,33,7,133,67,61,33,4,164,26,64,28,4,117,31,50,19,8,109,62,151,34,5,256,45,126,21,0,189,33,98,7,0,138,18,89,8,0,111,20,175,11,0,214,14,54,21,0,89,18,8,4,0,33,674,988,340,35,2043
SAL20567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,3,0,0,5,3,5,0,0,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,4,3,16,0,0,19,0,4,0,0,9,0,0,0,0,4,27,35,16,0,76
SAL20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,12,0,0,17
SAL20569,74,13,21,16,120,21,3,8,0,34,23,3,14,4,35,17,0,4,0,20,50,9,19,10,82,30,12,35,6,88,108,31,40,12,197,97,40,53,13,206,97,89,49,21,259,135,102,51,20,312,92,95,38,20,244,88,102,34,12,228,234,171,45,34,493,138,121,21,18,294,93,125,4,5,231,53,81,6,5,145,86,126,12,0,225,45,57,24,6,135,17,14,6,4,37,1494,1197,484,216,3390
SAL20570,59,21,18,3,97,7,3,11,0,28,10,3,8,0,27,11,4,19,0,37,53,3,24,0,79,31,22,21,4,78,169,47,47,0,271,98,52,67,17,235,93,108,68,9,277,119,100,56,17,290,59,122,47,9,248,77,127,42,8,253,145,231,56,17,459,84,182,34,13,305,73,137,18,4,227,38,84,9,0,134,67,184,8,0,264,30,84,34,3,157,26,13,8,0,45,1270,1539,581,109,3500
SAL20571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,20
SAL20572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,3,0,0,0,0,0,5,0,3,0,8,8,0,0,0,10,0,4,0,0,7,4,6,3,0,11,3,12,0,0,17,3,9,0,0,13,5,3,0,0,9,4,5,0,0,15,3,14,0,0,19,0,0,4,0,3,0,0,0,0,0,36,50,16,0,105
SAL20573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,0,10,6,0,0,0,3,4,0,0,0,5,5,0,0,0,8,3,0,0,0,3,8,3,0,0,8,6,9,0,0,10,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,5,34,28,3,0,69
SAL20574,0,0,0,0,3,0,0,3,0,3,3,0,7,0,9,5,0,3,0,6,4,0,3,0,11,3,0,9,0,11,21,0,12,5,41,17,6,16,3,36,24,10,11,5,38,49,9,9,3,69,19,10,5,0,34,30,13,19,0,62,102,36,22,5,165,89,33,3,3,125,84,51,9,0,149,63,51,7,0,126,244,443,17,3,710,26,35,17,0,75,0,4,0,0,4,790,694,173,34,1692
SAL20575,14,0,3,0,24,5,0,0,0,8,10,0,0,0,13,10,0,6,0,9,30,0,9,0,36,37,3,31,0,73,171,10,30,0,218,111,14,49,4,174,108,29,48,7,189,120,37,40,4,201,70,62,36,0,172,49,60,9,0,121,118,143,37,0,296,81,118,17,0,220,56,95,10,4,162,29,51,0,0,75,36,93,8,4,138,41,56,25,3,117,12,9,7,0,27,1109,792,354,26,2284
