SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,13,0,35
SAL20609,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,8,5,0,20,23,13,10,0,84
SAL20610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,4,4,12,6,0,8,0,39
SAL20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,26,15,10,17,25,9,38,0,137
SAL20612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,0,6,0,26
SAL20613,6,10,10,0,8,15,3,3,0,68,0,6,7,0,12,11,0,9,11,52,64,168,126,78,216,262,72,130,27,1143
SAL20614,0,3,0,0,0,0,0,0,0,15,4,5,0,0,6,3,0,3,4,22,19,71,53,36,46,70,25,64,11,395
SAL20615,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,10,17,44,31,9,26,3,142
SAL20616,17,17,25,12,30,28,5,11,0,139,8,28,22,13,45,68,9,30,37,265,276,555,477,396,1225,1585,474,843,64,5889
SAL20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,13,23,4,20,0,82
SAL20619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,3,3,14,9,9,17,0,58
SAL20620,0,4,0,0,4,0,0,0,0,15,0,3,3,0,0,0,0,4,3,15,8,59,28,31,61,67,20,63,8,336
SAL20621,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,4,3,13,39,87,68,26,58,87,18,84,6,479
SAL20622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,14
SAL20623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,9,0,30
SAL20624,0,3,8,5,4,6,0,4,0,33,7,8,5,3,21,9,0,0,25,85,53,128,137,86,210,162,27,52,43,891
SAL20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,9,8,7,9,4,51
SAL20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,8,10,6,15,4,16,8,73
SAL20627,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,11,29,24,18,15,18,13,12,0,147
SAL20628,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,8,12,11,9,7,15,13,10,11,4,79
SAL20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,18
SAL20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL20631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,4,25,21,15,7,20,9,88,6,192
SAL20632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,3,0,24
SAL20633,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,16,12,7,11,12,3,35,0,106
SAL20634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,0,0,9,0,21
SAL20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,13,4,12,10,8,28,15,11,10,4,100
SAL20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,11,10,0,7,0,47
SAL20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,7,0,7,11,5,11,0,57
SAL20639,4,3,3,5,7,8,0,0,0,30,0,0,4,0,0,8,0,0,11,25,35,72,65,34,77,92,17,43,17,460
SAL20640,23,27,35,12,45,36,9,12,0,206,24,44,31,28,75,79,13,21,84,391,302,956,744,466,1295,1123,255,448,156,5744
SAL20641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,7,0,23
SAL20642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,6,3,18
SAL20643,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,10,9,3,4,8,4,17,0,56
SAL20644,0,0,3,0,4,8,4,0,0,23,0,3,0,0,4,3,0,0,7,25,35,69,58,32,70,79,19,43,19,416
SAL20645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,8,3,6,8,5,14,0,66
SAL20646,0,0,0,5,7,0,0,0,0,9,0,0,4,0,0,3,0,0,0,11,13,28,13,16,31,33,10,22,9,172
SAL20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,5
SAL20648,0,3,3,0,4,8,3,5,0,29,0,3,4,0,0,5,0,0,5,18,28,96,76,39,82,113,28,83,18,555
SAL20649,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,11,11,3,9,10,3,10,0,59
SAL20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,0,9,0,26
SAL20651,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,0,22
SAL20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,5,0,4,0,22
SAL20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
SAL20654,0,0,0,0,4,0,0,0,0,5,6,4,3,0,0,4,0,0,0,11,23,65,39,31,37,57,16,40,11,322
SAL20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17
SAL20657,0,19,9,5,13,10,10,4,3,77,9,21,11,3,3,9,4,5,19,92,208,462,340,211,416,372,110,193,61,2362
SAL20658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,11,0,20
SAL20659,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,14,7,28,23,18,19,31,10,25,16,182
SAL20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,5,4,0,6,4,34
SAL20661,69,146,171,51,247,175,43,55,9,962,45,172,167,88,409,316,53,84,317,1664,1133,3753,3609,2188,7326,6080,1183,1950,685,27905
SAL20662,24,59,49,21,86,80,21,33,4,378,28,54,53,46,172,131,29,58,122,692,419,1181,1165,799,2507,1921,552,743,222,9510
SAL20663,19,42,45,31,100,68,10,18,0,339,15,45,58,25,189,121,28,32,111,633,451,1346,1328,978,3033,2364,525,810,251,11087
SAL20664,23,50,54,27,101,74,28,31,5,396,9,62,62,47,180,121,19,31,103,631,486,1444,1317,956,3124,2507,586,895,224,11542
SAL20665,6,4,9,9,10,16,0,5,0,62,4,9,6,6,15,18,0,9,24,84,85,209,181,149,399,429,101,192,37,1784
SAL20666,28,46,47,22,106,62,16,27,0,360,19,40,58,31,166,126,35,33,90,602,442,1087,1151,756,2624,2057,489,722,187,9519
SAL20667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,4,0,22
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,8,7,27
SAL20669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,26,9,0,16,19,3,22,0,99
SAL20670,4,6,0,3,9,7,5,0,0,26,4,0,0,3,14,11,3,6,3,51,65,142,111,85,322,435,143,314,6,1637
SAL20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,5,10,12,5,10,0,69
SAL20672,3,9,6,6,15,20,8,7,0,72,3,12,3,4,3,16,4,8,6,51,89,220,164,130,218,241,67,134,19,1273
SAL20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,9,3,0,8,0,28
SAL20674,3,12,17,0,7,14,5,6,0,66,4,10,3,4,15,13,5,8,5,72,96,262,226,158,303,317,88,151,20,1618
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,5,19
SAL20678,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,5,5,15,21,14,15,28,8,20,3,126
SAL20679,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,16,14,8,9,11,0,14,6,84
SAL20680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,3,0,7,4,35
SAL20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,9,3,13,0,46
SAL20682,46,83,73,40,131,121,23,45,7,568,24,56,49,28,169,135,19,34,80,600,713,1932,1574,1163,3061,3194,807,1375,161,13974
SAL20683,7,11,12,10,26,25,5,11,0,107,3,9,7,9,13,22,13,12,7,93,146,390,338,207,491,586,182,320,19,2675
SAL20684,12,17,20,15,31,25,8,19,0,152,0,26,16,12,37,41,9,18,26,186,229,639,479,352,826,972,277,492,46,4313
SAL20685,10,22,10,6,22,10,10,10,0,98,4,16,12,8,26,31,3,17,18,128,115,339,269,215,536,518,151,250,31,2418
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,5,0,7
SAL20687,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,17,22,18,14,20,24,20,32,11,174
SAL20688,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,28,9,14,9,27,5,36,4,128
SAL20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,11,0,9,0,47
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,21
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,0,23
SAL20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,7,0,0,0,26
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,6
SAL20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9
SAL20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,8,6,10,5,26,0,72
SAL20697,3,14,11,6,16,17,7,8,0,83,0,9,0,4,12,14,3,4,9,50,122,304,227,181,415,456,108,189,27,2031
SAL20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,9,0,19
SAL20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,3,0,11,0,11,0,38
SAL20700,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,34,19,12,31,25,10,11,0,157
SAL20701,0,4,0,0,3,5,0,0,0,14,0,0,0,0,4,0,5,0,0,7,14,25,16,12,36,51,23,21,5,211
SAL20702,3,12,11,7,17,12,0,3,0,70,9,23,20,9,33,29,0,8,39,164,74,304,262,153,389,336,63,125,71,1785
SAL20703,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,9,10,5,9,15,9,9,0,78
SAL20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,0,0,9,3,4,0,32
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,3,0,4,0,0,0,0,13,9,4,0,0,7,6,0,0,5,23,23,74,68,43,82,77,11,41,7,427
SAL20707,31,54,63,37,115,56,18,31,7,400,26,110,112,65,277,187,37,65,195,1071,375,1487,1548,932,3145,2301,569,739,367,11462
SAL20708,34,50,54,32,91,67,16,27,5,375,10,63,53,39,183,126,15,46,126,660,342,1330,1148,767,2465,1940,396,672,256,9321
SAL20709,0,0,0,0,6,0,0,0,0,6,0,0,0,0,9,0,0,0,0,8,0,11,6,4,17,11,4,9,4,64
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,3,4,7,0,7,4,37
SAL20712,9,28,31,14,52,36,10,25,0,200,10,23,16,13,35,45,11,22,45,229,230,648,512,357,942,1022,289,606,101,4703
SAL20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,6,0,4,0,25
SAL20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,7,3,9,0,10,0,40
SAL20715,0,4,0,0,9,7,0,6,0,23,0,3,0,0,0,0,4,0,5,24,14,50,53,25,69,64,18,61,13,365
SAL20716,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,5,0,12,14,31,23,16,45,37,8,22,9,203
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL20718,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,6,12,21,17,11,25,31,13,26,0,143
SAL20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,4,5,3,0,26
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,16
SAL20721,0,7,5,0,7,4,0,0,0,33,3,9,3,0,9,9,0,6,9,54,54,241,182,123,187,190,59,119,14,1168
SAL20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,3,10,9,0,9,6,65
SAL20723,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,10,14,35,24,15,17,26,5,24,4,176
SAL20724,0,5,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,3,9,13,47,34,19,103,83,23,14,7,342
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6
SAL20726,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,14,16,4,9,14,5,29,3,103
SAL20727,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,6,7,18,11,9,13,13,3,17,0,87
SAL20728,0,5,5,0,3,4,0,0,0,11,0,11,7,4,7,11,0,0,0,36,47,177,126,78,134,170,55,145,0,930
SAL20729,23,46,49,20,70,55,11,20,3,301,20,57,54,26,142,98,20,22,122,564,382,948,836,527,1974,1534,324,492,220,7242
SAL20730,4,11,21,0,24,8,7,12,0,92,5,5,5,4,10,17,6,5,20,69,124,373,326,192,508,442,129,199,39,2339
SAL20731,9,23,25,8,29,27,4,11,0,150,7,26,23,8,62,37,7,12,42,232,164,487,417,312,983,729,145,239,106,3589
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,5,0,23
SAL20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18
SAL20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11
SAL20736,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,18,22,18,15,21,35,15,73,0,227
SAL20737,0,8,9,5,12,9,3,8,0,51,3,0,3,0,0,0,0,5,4,18,58,140,144,86,221,227,68,97,14,1052
SAL20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,6,8,5,7,14,11,3,8,0,65
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,11
SAL20741,0,0,0,0,5,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,9,29,32,24,50,47,16,36,8,249
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,4,3,0,8,0,33
SAL20743,6,15,28,8,40,25,6,3,0,133,4,19,21,17,64,41,3,9,52,232,187,484,448,299,1099,898,190,317,85,4011
SAL20744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,4,6,9,3,9,0,42
SAL20745,0,0,3,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,9,3,24,25,12,18,18,11,34,5,149
SAL20746,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,19,6,4,14,15,8,14,8,78
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12
SAL20748,6,3,9,0,11,4,0,11,0,48,0,0,0,3,16,12,4,0,9,45,39,96,79,64,165,132,44,91,27,736
SAL20749,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,10,25,13,15,15,25,10,29,5,152
SAL20750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,10,14,4,16,12,5,13,4,78
SAL20751,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,3,10,12,16,6,11,20,4,24,8,112
SAL20752,26,44,42,12,39,65,10,26,3,261,16,34,24,16,52,67,17,27,40,288,415,1066,817,560,1218,1596,466,837,80,7063
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,7,4,9,3,5,10,6,43
SAL20754,6,15,20,4,22,33,16,13,0,130,8,9,10,4,34,26,0,11,22,127,170,323,334,196,767,750,170,295,53,3062
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,11,0,10,0,42
SAL20756,0,3,0,0,5,0,0,0,0,10,0,0,0,0,4,4,3,5,8,23,25,84,60,64,132,114,31,92,12,618
SAL20757,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,7,13,12,0,14,12,11,22,0,93
SAL20758,15,33,29,14,53,40,16,23,0,230,7,15,14,17,51,49,3,21,19,209,272,779,622,444,1081,1130,316,566,51,5263
SAL20759,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,8,4,7,12,4,11,0,49
SAL20760,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,16,11,15,15,11,0,12,3,92
SAL20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,16,7,4,9,11,3,24,9,85
SAL20762,0,3,0,0,0,5,0,6,0,14,3,0,0,0,0,4,0,0,0,9,17,27,20,8,27,47,6,22,0,176
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,12
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,16,11,3,10,3,65
SAL20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,4,0,3,0,5,0,33
SAL20766,14,50,41,19,33,40,11,21,3,226,14,37,34,13,76,91,11,29,63,372,479,940,953,477,2072,2980,462,952,122,9443
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,6,5,29
SAL20769,0,4,0,0,3,0,0,0,0,17,0,0,0,0,7,6,0,0,4,12,22,42,34,21,55,56,15,31,6,287
SAL20770,0,4,0,0,0,3,0,0,0,21,7,0,0,0,3,12,0,3,8,25,28,84,54,49,75,137,39,85,19,566
SAL20771,27,86,63,28,72,70,9,26,5,396,23,67,52,38,110,102,17,45,107,558,542,1806,1424,895,2533,2521,534,1071,207,11549
SAL20772,31,101,79,40,91,97,21,41,8,505,36,81,74,37,138,132,20,50,111,685,626,2327,1740,1055,2982,3298,648,1244,183,14104
SAL20773,9,3,6,0,7,5,4,3,0,37,3,3,0,4,18,12,0,8,9,58,69,104,106,71,298,265,63,82,19,1077
SAL20774,11,38,34,23,47,43,14,24,0,229,9,48,29,23,51,50,8,39,35,285,262,1048,727,422,1086,1269,314,751,76,5957
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10
SAL20776,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,10,11,19,17,17,29,25,7,11,4,139
SAL20777,0,0,0,0,4,5,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,23,14,13,28,34,11,33,6,161
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,0,0,7,0,0,0,24
SAL20779,40,89,80,41,110,109,19,62,5,561,18,34,28,24,129,102,23,40,71,475,675,1915,1507,1045,2982,3129,837,1494,187,13782
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,7,0,4,0,12,3,44
SAL20783,7,25,22,6,28,22,7,10,4,133,10,32,18,14,97,70,15,8,68,336,129,472,423,279,944,719,209,196,136,3515
SAL20784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,7,0,34
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,14
SAL20786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,18,13,0,6,0,48
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,6,0,11,4,23
SAL20788,14,23,25,7,25,19,8,8,0,132,5,17,7,4,17,24,4,17,30,127,210,475,350,251,430,554,146,318,64,2787
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,7
SAL20790,23,50,38,25,61,72,4,36,5,313,14,35,22,11,44,60,14,28,57,277,369,1048,820,582,1330,1296,369,778,131,6732
SAL20791,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,3,4,11,10,7,13,26,10,11,3,99
SAL20792,0,0,0,0,3,0,0,0,0,9,0,4,0,0,0,0,0,3,0,3,3,38,18,19,25,34,11,39,3,189
SAL20793,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,15,30,18,25,30,38,6,31,4,196
SAL20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,4,0,17
SAL20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,4,9,9,9,3,31,3,82
SAL20796,0,0,0,0,0,7,0,0,0,11,6,0,3,0,0,0,0,4,0,16,22,44,41,25,44,54,10,49,5,297
SAL20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,4,0,5,0,21
SAL20798,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,13,10,25,22,14,15,17,4,13,8,135
SAL20799,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,3,10,19,10,16,19,5,10,0,101
SAL20800,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,5,15,5,11,11,6,18,0,85
SAL20801,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,3,0,17
SAL20802,6,21,11,7,17,9,3,16,0,83,0,15,4,6,8,18,3,10,16,77,116,385,278,185,328,410,137,195,29,2054
SAL20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,12,0,30
SAL20804,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,16,28,23,18,28,27,4,44,6,199
SAL20805,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,10,3,0,9,4,0,13,3,50
SAL20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,17
SAL20807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,5,4,8,4,0,3,0,35
SAL20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,16,4,30
SAL20809,0,0,0,0,0,0,0,0,0,7,0,3,4,0,4,0,0,0,0,5,24,59,51,19,43,67,35,61,0,358
SAL20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,4,0,20
SAL20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8
SAL20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,17,11,18,24,27,8,19,0,135
