Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual,Pax_weekday,Pax_norm_weekday,Pax_sch_hol_weekday,Pax_Saturday,Pax_Sunday,Pax_pre_AM_peak,Pax_AM_peak,Pax_interpeak,Pax_PM_peak,Pax_PM_late
FY21-22,19941,Ormond,-37.90321167,145.0396134,288800,900,950,750,700,450,50,350,250,250,50
FY21-22,19942,Glenhuntly,-37.88971946,145.0422229,342700,1050,1050,900,850,600,50,350,300,250,50
FY21-22,19943,Caulfield,-37.87745946,145.0425248,1874050,5500,5700,4600,5400,3700,200,1350,1450,2050,650
FY21-22,19944,Malvern,-37.8662533,145.0292939,371100,1200,1250,950,750,550,50,300,300,500,100
FY21-22,19945,Armadale,-37.85645238,145.0193255,244650,800,850,600,500,350,50,250,200,300,50
FY21-22,19946,Toorak,-37.85077381,145.0139086,224850,750,800,500,450,300,50,250,200,300,50
FY21-22,19947,Hawksburn,-37.84459087,145.0021421,231600,750,750,600,550,350,50,300,200,200,50
FY21-22,19948,Sandringham,-37.95033018,145.0045614,423250,1200,1250,1150,1200,900,100,500,300,300,50
FY21-22,19949,Hampton,-37.93797681,145.0014706,269050,800,850,750,700,500,50,350,200,200,50
FY21-22,19950,Brighton Beach,-37.92648432,144.9891536,186400,500,500,500,550,450,50,200,150,100,50
FY21-22,19951,Middle Brighton,-37.91513441,144.9962991,292700,900,900,800,750,550,50,250,250,300,50
FY21-22,19952,North Brighton,-37.90488721,145.002605,291000,900,900,800,700,500,50,350,250,250,50
FY21-22,19953,Gardenvale,-37.89669508,145.0041684,217150,650,700,550,500,350,50,250,150,200,50
FY21-22,19954,Elsternwick,-37.88475311,145.0008979,438400,1350,1400,1250,1050,750,50,550,300,350,100
FY21-22,19955,Ripponlea,-37.87590643,144.9952366,276600,850,900,750,600,450,50,400,200,250,50
FY21-22,19956,Balaclava,-37.86948773,144.9935121,468900,1450,1450,1350,1100,800,100,550,350,400,100
FY21-22,19957,Windsor,-37.85605308,144.9920352,375950,1150,1200,1000,900,550,50,350,250,450,150
FY21-22,19958,Prahran,-37.84951848,144.9898599,571600,1800,1900,1600,1300,800,50,400,400,850,150
FY21-22,19959,South Yarra,-37.83844935,144.9923422,1997050,6350,6700,5050,4300,3000,200,1400,1600,2850,600
FY21-22,19960,Upfield,-37.66607779,144.9467399,185850,600,650,500,350,250,50,150,150,200,50
FY21-22,19961,Gowrie,-37.700678,144.9588743,153350,500,500,450,350,250,50,200,100,100,50
FY21-22,19962,Fawkner,-37.71462129,144.960545,86400,250,300,250,200,150,50,100,50,50,50
FY21-22,19963,Merlynston,-37.72093389,144.9613135,154400,500,500,450,350,250,50,250,100,100,50
FY21-22,19964,Batman,-37.73352285,144.9628406,142200,450,450,400,300,250,50,150,100,100,50
FY21-22,19965,Coburg,-37.74234502,144.9633363,272750,850,850,750,700,450,50,300,250,200,50
FY21-22,19966,Moreland,-37.75448484,144.961823,266400,800,850,650,700,450,50,250,200,250,50
FY21-22,19967,Anstey,-37.76124203,144.960684,187400,550,600,500,500,300,50,250,150,150,50
FY21-22,19968,Brunswick,-37.76772055,144.9595865,167400,500,500,450,450,300,50,150,100,200,50
FY21-22,19969,Jewell,-37.77498702,144.9587169,178100,550,550,450,450,300,50,150,150,200,50
FY21-22,19970,Royal Park,-37.78119293,144.9523013,156050,450,450,550,350,300,50,50,150,200,50
FY21-22,19971,Flemington Bridge,-37.78813995,144.9393233,123200,400,400,350,300,200,50,100,100,100,50
FY21-22,19972,Macaulay,-37.79426673,144.9361663,126350,400,400,350,250,200,50,50,100,200,50
FY21-22,19974,Clifton Hill,-37.78865745,144.9954167,454200,1300,1350,1100,1350,950,50,500,300,400,100
FY21-22,19975,Victoria Park,-37.79915782,144.9944514,317800,950,1000,800,800,550,50,250,200,450,100
FY21-22,19976,Collingwood,-37.80452593,144.9937497,248400,800,850,650,500,300,50,150,150,450,50
FY21-22,19977,North Richmond,-37.81039836,144.9925003,351250,1100,1150,950,800,550,50,200,250,550,100
FY21-22,19978,West Richmond,-37.81494896,144.9914228,271450,900,950,750,500,300,50,150,200,500,100
FY21-22,19983,Macleod,-37.7260123,145.0691433,239150,800,850,550,500,350,100,350,200,200,50
FY21-22,19984,Watsonia,-37.71095798,145.0837934,303800,950,1050,750,650,450,150,500,200,150,50
FY21-22,19985,Greensborough,-37.70395408,145.1082474,266050,850,850,700,600,400,100,350,200,200,50
FY21-22,19986,Montmorency,-37.71529624,145.1215157,117950,400,400,300,250,150,50,200,100,50,50
FY21-22,19987,Eltham,-37.71354967,145.147822,250100,800,850,600,550,350,100,350,150,200,50
FY21-22,19988,Diamond Creek,-37.67329744,145.1585062,83600,250,300,200,200,150,50,150,50,50,50
FY21-22,19989,Wattle Glen,-37.66396792,145.1816145,17550,50,50,50,50,50,50,50,50,50,50
FY21-22,19990,Hurstbridge,-37.63939817,145.1920169,57050,200,200,150,150,100,50,100,50,50,50
FY21-22,19991,Williamstown,-37.86775292,144.9053233,60150,150,150,200,200,100,50,50,50,50,50
FY21-22,19992,Williamstown Beach,-37.86398189,144.8944837,69250,200,200,200,150,100,50,50,50,50,50
FY21-22,19993,North Williamstown,-37.85733348,144.8890695,98800,300,300,300,200,150,50,150,100,100,50
FY21-22,19994,Newport,-37.84271757,144.8835999,721500,2300,2400,1850,1550,1050,150,1100,500,550,150
FY21-22,19995,Spotswood,-37.83063888,144.8859335,170900,500,500,450,500,350,50,200,100,150,50
FY21-22,19996,Yarraville,-37.81585044,144.8899337,442450,1350,1400,1200,1000,750,100,650,300,300,100
FY21-22,19997,Seddon,-37.80900514,144.8956716,203150,650,650,550,450,300,50,300,150,150,50
FY21-22,15351,Sunbury,-37.57909097,144.7273188,362700,1150,1150,1000,750,550,250,400,250,200,50
FY21-22,15353,Diggers Rest,-37.62701651,144.7199224,65200,200,250,150,100,50,50,100,50,50,50
FY21-22,20000,Watergardens,-37.70112872,144.7741805,587400,1900,2000,1550,1100,850,300,850,450,300,50
FY21-22,20001,Keilor Plains,-37.72927934,144.7937381,277900,900,950,750,500,350,150,450,200,100,50
FY21-22,20002,St Albans,-37.74486131,144.8000505,610250,1900,1950,1700,1250,1000,250,650,600,400,50
FY21-22,20003,Ginifer,-37.75751083,144.8095734,345200,1100,1150,950,650,500,100,450,300,250,50
FY21-22,20004,Albion,-37.77765281,144.8247036,203100,650,700,550,350,250,100,300,150,100,50
FY21-22,20005,Epping,-37.65238715,145.0301217,434500,1400,1500,1100,800,600,200,450,350,450,50
FY21-22,20006,Lalor,-37.66585075,145.0171932,241700,800,800,700,450,300,150,350,200,100,50
FY21-22,20007,Thomastown,-37.68033809,145.0142789,391050,1200,1250,1150,850,600,150,500,300,250,50
FY21-22,20008,Keon Park,-37.69487012,145.0118838,174750,600,600,500,300,200,50,150,150,200,50
FY21-22,20009,Ruthven,-37.70789754,145.0095166,157350,500,500,450,350,250,100,250,100,50,50
FY21-22,20010,Reservoir,-37.71688492,145.0069958,473200,1500,1550,1300,1050,700,150,500,400,450,100
FY21-22,20011,Regent,-37.72840277,145.0027726,176100,550,600,500,350,250,50,300,100,100,50
FY21-22,20012,Preston,-37.73867424,145.000522,238850,750,750,650,600,400,50,200,200,250,50
FY21-22,20013,Bell,-37.74556212,145.000155,132450,450,450,400,250,200,50,150,100,150,50
FY21-22,20014,Thornbury,-37.75505179,144.9985715,205700,650,650,550,450,300,50,300,150,150,50
FY21-22,20015,Croxton,-37.764101,144.9970562,121300,350,400,350,300,200,50,200,100,50,50
FY21-22,20016,Northcote,-37.76986537,144.9952772,150400,500,500,400,300,250,50,150,100,200,50
FY21-22,20017,Merri,-37.77784668,144.9929725,72550,250,250,200,150,100,50,100,50,100,50
FY21-22,20019,Rushall,-37.78321711,144.9924071,69100,200,200,200,150,150,50,50,50,50,50
FY21-22,20021,Sunshine,-37.78853633,144.8328782,1235800,3950,4000,3700,2550,1850,300,1200,1050,1200,200
FY21-22,20022,Tottenham,-37.7992509,144.8629449,232450,750,800,700,450,300,50,300,200,200,50
FY21-22,20023,West Footscray,-37.8018087,144.8853248,283750,950,950,800,500,350,100,500,200,200,50
FY21-22,20024,Middle Footscray,-37.8025047,144.8914721,103450,350,350,300,250,150,50,150,100,50,50
FY21-22,20025,Footscray,-37.80108298,144.9031992,2783000,8800,9050,7900,6050,4150,450,2400,2450,3150,600
FY21-22,20026,South Kensington,-37.79953087,144.925469,159950,500,500,450,350,250,50,200,150,150,50
FY21-22,20027,Flemington Racecourse,-37.78720192,144.9075887,36550,50,50,50,400,150,50,50,50,50,50
FY21-22,20030,Broadmeadows,-37.68304926,144.9196132,447650,1400,1450,1300,950,700,100,300,400,500,100
FY21-22,20031,Jacana,-37.69513079,144.9158505,133250,400,400,400,300,250,50,150,100,50,50
FY21-22,20032,Glenroy,-37.70453633,144.9172204,317000,950,900,1100,750,600,100,250,250,200,50
FY21-22,20033,Oak Park,-37.71794973,144.9215188,237100,750,750,700,550,400,100,350,150,100,50
FY21-22,20034,Pascoe Vale,-37.73075596,144.9281956,256800,800,800,750,600,400,100,350,200,150,50
FY21-22,20035,Strathmore,-37.74359132,144.9273157,151600,500,500,400,300,200,50,250,100,100,50
FY21-22,20036,Glenbervie,-37.74720985,144.9209387,131350,400,400,400,300,200,50,200,100,50,50
FY21-22,20037,Essendon,-37.7560117,144.9161975,723050,2300,2400,1850,1600,1050,200,1000,500,650,100
FY21-22,20038,Moonee Ponds,-37.76570666,144.9191607,436200,1300,1350,1250,1100,750,100,500,350,350,100
FY21-22,20039,Ascot Vale,-37.77530609,144.9218207,241200,750,800,650,550,350,50,400,150,150,50
FY21-22,20040,Newmarket,-37.78732767,144.9289785,339600,1050,1100,900,800,550,50,400,300,250,50
FY21-22,20041,Kensington,-37.79378022,144.9305244,242300,750,800,650,550,400,50,300,200,200,50
FY21-22,20042,Box Hill,-37.81922165,145.1214289,1387500,4400,4550,3850,2850,2100,250,1250,1250,1600,300
FY21-22,40220,Roxburgh Park,-37.63823121,144.9354037,280200,900,900,800,550,400,100,400,200,150,50
FY21-22,40221,Craigieburn,-37.6018169,144.9433203,696300,2200,2250,1950,1550,1100,450,1000,500,250,50
FY21-22,44817,Coolaroo,-37.66100253,144.9260556,114400,350,350,350,250,200,50,150,100,50,50
FY21-22,45793,Lynbrook,-38.05734118,145.2492751,203150,700,750,450,300,200,150,400,150,100,50
FY21-22,45794,Cardinia Road,-38.07129047,145.437791,194800,650,700,500,300,200,150,300,150,100,50
FY21-22,45795,South Morang,-37.6491588,145.0670324,347300,1050,1100,1000,800,550,150,400,250,250,50
FY21-22,46468,Williams Landing,-37.86986533,144.7474447,633400,2150,2250,1850,1000,700,300,1150,450,250,50
FY21-22,52095,Southland,-37.958758,145.049124,298200,850,800,1000,850,650,50,100,250,350,50
FY21-22,52159,Middle Gorge,-37.644062,145.09214,115350,400,450,200,150,100,50,150,50,200,50
FY21-22,52160,Hawkstowe,-37.622992,145.097396,87950,300,300,250,150,100,50,150,50,50,50
FY21-22,52161,Mernda,-37.602549,145.100883,447850,1400,1500,1200,900,650,250,750,300,150,50
FY21-22,19841,Flagstaff,-37.81198131,144.9556538,1681700,6100,6450,4900,1650,1100,100,400,1100,4300,550
FY21-22,19842,Melbourne Central,-37.80993877,144.9625935,5491300,17600,18050,16050,10850,7900,200,850,4150,9900,2900
FY21-22,19843,Parliament,-37.81105406,144.9729109,2911250,10300,10800,8400,3750,2300,100,450,2000,7000,1300
FY21-22,19854,Flinders Street,-37.81830513,144.9669643,11392850,33600,33900,32500,29900,21550,900,2300,7050,17650,6000
FY21-22,19908,Richmond,-37.82407446,144.9901643,1966800,4650,4750,4300,7350,5750,100,550,700,2100,1250
FY21-22,19973,North Melbourne,-37.80630984,144.9415102,703500,2150,2250,1850,1750,1250,50,350,500,1100,200
FY21-22,19979,Jolimont,-37.81652702,144.9840983,473600,950,1050,800,1950,1650,50,100,150,450,300
FY21-22,22180,Southern Cross,-37.81793643,144.9514112,6187150,19350,19900,17350,12800,10250,350,1500,3850,11650,2550
FY21-22,20028,Showgrounds,-37.7835,144.915,8350,50,50,50,100,50,50,50,50,50,50
