POW_SA2_CODE_2021,M_AgFF_H_0,M_AgFF_H_1_19,M_AgFF_H_20_29,M_AgFF_H_30_34,M_AgFF_H_35_39,M_AgFF_H_40_44,M_AgFF_H_45_49,M_AgFF_H_50ov,M_AgFF_H_NS,M_AgFF_H_Tot,M_Min_H_0,M_Min_H_1_19,M_Min_H_20_29,M_Min_H_30_34,M_Min_H_35_39,M_Min_H_40_44,M_Min_H_45_49,M_Min_H_50ov,M_Min_H_NS,M_Min_H_Tot,M_Mnf_H_0,M_Mnf_H_1_19,M_Mnf_H_20_29,M_Mnf_H_30_34,M_Mnf_H_35_39,M_Mnf_H_40_44,M_Mnf_H_45_49,M_Mnf_H_50ov,M_Mnf_H_NS,M_Mnf_H_Tot,M_EGWWS_H_0,M_EGWWS_H_1_19,M_EGWWS_H_20_29,M_EGWWS_H_30_34,M_EGWWS_H_35_39,M_EGWWS_H_40_44,M_EGWWS_H_45_49,M_EGWWS_H_50ov,M_EGWWS_H_NS,M_EGWWS_H_Tot,M_Const_H_0,M_Const_H_1_19,M_Const_H_20_29,M_Const_H_30_34,M_Const_H_35_39,M_Const_H_40_44,M_Const_H_45_49,M_Const_H_50ov,M_Const_H_NS,M_Const_H_Tot,M_WST_H_0,M_WST_H_1_19,M_WST_H_20_29,M_WST_H_30_34,M_WST_H_35_39,M_WST_H_40_44,M_WST_H_45_49,M_WST_H_50ov,M_WST_H_NS,M_WST_H_Tot,M_RetT_H_0,M_RetT_H_1_19,M_RetT_H_20_29,M_RetT_H_30_34,M_RetT_H_35_39,M_RetT_H_40_44,M_RetT_H_45_49,M_RetT_H_50ov,M_RetT_H_NS,M_RetT_H_Tot,M_AcFd_H_0,M_AcFd_H_1_19,M_AcFd_H_20_29,M_AcFd_H_30_34,M_AcFd_H_35_39,M_AcFd_H_40_44,M_AcFd_H_45_49,M_AcFd_H_50ov,M_AcFd_H_NS,M_AcFd_H_Tot,M_TPW_H_0,M_TPW_H_1_19,M_TPW_H_20_29,M_TPW_H_30_34,M_TPW_H_35_39,M_TPW_H_40_44,M_TPW_H_45_49,M_TPW_H_50ov,M_TPW_H_NS,M_TPW_H_Tot,M_IMT_H_0,M_IMT_H_1_19,M_IMT_H_20_29,M_IMT_H_30_34,M_IMT_H_35_39,M_IMT_H_40_44,M_IMT_H_45_49,M_IMT_H_50ov,M_IMT_H_NS,M_IMT_H_Tot,M_FinIns_H_0,M_FinIns_H_1_19,M_FinIns_H_20_29,M_FinIns_H_30_34,M_FinIns_H_35_39,M_FinIns_H_40_44,M_FinIns_H_45_49,M_FinIns_H_50ov,M_FinIns_H_NS,M_FinIns_H_Tot,M_RHRE_H_0,M_RHRE_H_1_19,M_RHRE_H_20_29,M_RHRE_H_30_34,M_RHRE_H_35_39,M_RHRE_H_40_44,M_RHRE_H_45_49,M_RHRE_H_50ov,M_RHRE_H_NS,M_RHRE_H_Tot,M_ProSTS_H_0,M_ProSTS_H_1_19,M_ProSTS_H_20_29,M_ProSTS_H_30_34,M_ProSTS_H_35_39,M_ProSTS_H_40_44,M_ProSTS_H_45_49,M_ProSTS_H_50ov,M_ProSTS_H_NS,M_ProSTS_H_Tot,M_AdSup_H_0,M_AdSup_H_1_19,M_AdSup_H_20_29,M_AdSup_H_30_34,M_AdSup_H_35_39,M_AdSup_H_40_44,M_AdSup_H_45_49,M_AdSup_H_50ov,M_AdSup_H_NS,M_AdSup_H_Tot,M_PubAS_H_0,M_PubAS_H_1_19,M_PubAS_H_20_29,M_PubAS_H_30_34,M_PubAS_H_35_39,M_PubAS_H_40_44,M_PubAS_H_45_49,M_PubAS_H_50ov,M_PubAS_H_NS,M_PubAS_H_Tot,M_EdTrn_H_0,M_EdTrn_H_1_19,M_EdTrn_H_20_29,M_EdTrn_H_30_34,M_EdTrn_H_35_39,M_EdTrn_H_40_44,M_EdTrn_H_45_49,M_EdTrn_H_50ov,M_EdTrn_H_NS,M_EdTrn_H_Tot,M_HltHC_SA_H_0,M_HltHC_SA_H_1_19,M_HltHC_SA_H_20_29,M_HltHC_SA_H_30_34,M_HltHC_SA_H_35_39,M_HltHC_SA_H_40_44,M_HltHC_SA_H_45_49,M_HltHC_SA_H_50ov,M_HltHC_SA_H_NS,M_HltHC_SA_H_Tot,M_ArtsR_H_0,M_ArtsR_H_1_19,M_ArtsR_H_20_29,M_ArtsR_H_30_34,M_ArtsR_H_35_39,M_ArtsR_H_40_44,M_ArtsR_H_45_49,M_ArtsR_H_50ov,M_ArtsR_H_NS,M_ArtsR_H_Tot,M_OthSvs_H_0,M_OthSvs_H_1_19,M_OthSvs_H_20_29,M_OthSvs_H_30_34,M_OthSvs_H_35_39,M_OthSvs_H_40_44,M_OthSvs_H_45_49,M_OthSvs_H_50ov,M_OthSvs_H_NS,M_OthSvs_H_Tot,M_IDNS_H_0,M_IDNS_H_1_19,M_IDNS_H_20_29,M_IDNS_H_30_34,M_IDNS_H_35_39,M_IDNS_H_40_44,M_IDNS_H_45_49,M_IDNS_H_50ov,M_IDNS_H_NS,M_IDNS_H_Tot
201021009,0,7,9,14,29,35,8,54,3,158,0,0,0,0,0,0,0,9,0,10,0,4,0,5,5,16,3,8,0,36,0,0,0,0,5,4,0,7,0,20,4,8,10,9,27,59,19,29,6,174,0,0,0,0,0,3,0,0,0,4,0,8,8,7,5,4,0,4,0,43,7,35,3,8,7,0,0,0,6,76,0,3,7,4,4,7,4,20,0,50,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,7,5,0,5,8,0,0,0,17,0,3,4,3,4,10,0,9,0,30,0,3,3,0,4,4,0,0,0,19,14,3,3,3,27,37,7,3,0,92,0,0,4,3,8,5,0,6,0,28,0,8,0,3,11,14,5,5,0,41,3,0,3,5,3,0,0,3,0,25,0,0,6,3,3,8,12,10,0,48,3,5,5,4,3,21,0,6,3,56
201021010,4,27,21,17,40,54,18,110,8,289,0,0,0,0,0,0,0,4,0,4,3,5,10,4,10,22,3,11,0,64,0,0,0,0,0,0,0,0,0,0,3,8,7,7,18,45,9,16,5,127,0,0,0,0,0,3,0,3,0,12,0,21,3,8,10,13,3,7,3,70,8,17,6,4,3,3,0,11,0,48,3,6,3,3,3,8,3,33,0,68,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,9,8,19,8,13,0,59,0,0,0,0,10,0,0,4,0,26,0,0,0,5,17,11,0,0,0,33,0,8,0,4,3,13,4,6,0,46,0,5,10,11,12,5,0,5,0,51,0,0,3,0,7,4,0,4,0,22,8,9,3,4,12,10,7,7,0,64,0,11,3,0,10,10,4,8,9,55
201021011,7,23,18,19,31,41,19,70,0,226,0,0,0,0,0,0,3,3,0,5,10,18,10,3,8,22,4,20,0,93,0,0,0,0,3,0,0,3,0,5,9,23,21,18,33,62,22,29,0,218,3,4,4,0,5,4,0,9,0,30,0,30,28,9,14,24,11,5,5,126,36,81,42,17,37,31,9,43,3,305,0,10,5,8,5,8,4,12,0,51,0,6,0,0,0,3,0,0,0,18,0,0,0,6,0,0,0,4,0,13,0,0,7,0,4,5,3,5,0,18,3,21,21,9,10,34,7,15,4,124,0,14,9,5,5,8,6,6,0,52,5,6,10,6,17,24,9,8,0,85,4,15,8,4,13,12,8,7,0,59,7,11,22,14,19,19,8,10,0,99,0,11,8,0,12,6,3,3,0,53,0,10,4,0,9,9,0,12,0,47,3,12,7,0,9,14,3,15,9,76
201021012,4,12,17,17,25,45,16,108,7,247,0,0,0,0,0,0,4,17,0,30,0,5,3,4,3,7,0,3,0,28,0,3,0,0,0,0,0,8,0,12,3,3,11,5,19,46,16,45,0,147,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,8,9,5,0,0,0,0,3,0,23,3,4,4,4,5,3,3,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,4,3,0,34,0,0,0,0,3,0,0,5,0,21,0,0,0,0,0,3,0,0,0,10,0,4,0,3,0,8,0,8,0,22,0,0,5,0,4,0,0,0,0,7,0,0,4,0,0,0,3,11,0,17,0,0,0,0,3,0,4,7,0,15,3,4,0,0,5,0,5,10,6,35
201031013,8,13,5,16,22,43,16,87,4,218,0,0,0,0,0,0,0,6,0,13,5,3,11,10,15,25,4,7,0,75,0,0,0,0,0,0,8,0,0,7,4,5,0,7,5,18,4,11,0,63,0,0,0,0,0,0,0,0,0,7,0,3,8,0,5,4,4,4,0,22,0,4,0,0,0,0,0,3,0,12,0,0,4,0,4,4,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,5,0,0,3,12,8,0,0,0,26,0,0,0,0,3,3,0,6,0,10,0,3,4,0,0,6,0,0,0,9,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,8,3,0,6,22
201031014,11,9,8,10,13,37,17,111,8,225,0,0,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,4,0,11,0,0,0,0,0,0,0,4,0,15,0,5,0,3,5,17,9,8,0,55,0,0,0,0,4,4,0,0,0,5,0,10,0,3,5,6,0,0,0,28,0,6,3,0,5,3,0,0,0,25,0,5,0,0,0,3,0,8,3,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,8,0,3,3,40,89,9,14,0,162,3,0,3,5,6,11,0,4,0,27,0,0,4,10,0,8,0,4,0,25,0,3,0,0,0,0,0,0,0,15,0,0,3,0,4,3,3,11,0,27,0,0,0,0,3,7,5,4,12,36
201031015,6,10,7,9,12,24,11,34,0,115,0,0,0,0,0,7,6,3,0,21,0,3,0,0,3,4,5,0,0,12,0,0,0,0,0,3,5,8,0,21,0,7,3,8,12,22,8,10,0,76,0,0,0,0,0,3,0,0,0,4,0,5,0,6,4,3,0,0,0,16,5,0,3,0,0,0,0,0,0,11,0,0,0,0,6,0,0,9,0,18,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,16,0,0,0,0,3,0,0,0,0,13,0,0,0,0,7,4,0,0,0,18,0,4,0,0,4,0,0,5,0,11,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,7,3,0,3,0,17,0,0,0,0,0,3,0,0,0,15
201031016,0,6,0,5,4,6,6,9,0,24,0,0,0,0,0,0,0,3,0,9,13,16,12,23,120,65,25,35,5,319,0,0,0,0,3,0,0,0,0,10,6,14,9,5,19,36,0,11,3,101,0,7,0,5,7,7,0,4,0,27,10,47,24,16,29,28,10,15,0,188,13,38,13,6,18,3,0,10,0,108,0,13,10,3,23,19,7,22,5,112,0,3,4,0,6,5,0,4,0,19,0,0,0,0,6,6,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,4,0,0,9,4,0,4,0,23,3,4,3,0,6,3,0,0,0,21,7,8,11,6,37,45,3,10,4,117,5,14,6,6,28,22,8,11,0,93,13,18,25,26,33,25,6,12,0,158,6,3,0,0,3,0,0,3,0,16,3,5,0,4,18,15,3,13,3,74,7,8,6,0,17,12,4,9,14,84
201031017,6,13,7,10,16,49,12,70,0,199,0,0,0,0,3,0,4,4,0,13,0,6,5,0,3,10,5,8,3,39,0,3,4,0,5,10,5,3,0,35,7,6,3,0,9,25,4,17,3,72,0,0,0,0,9,3,0,0,0,11,0,8,7,0,0,3,0,4,0,26,0,0,0,0,0,0,0,5,0,13,0,8,3,7,6,6,0,10,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,0,3,0,0,5,0,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,3,0,0,6,3,0,4,0,18,0,3,0,0,0,0,0,6,0,12,0,7,0,0,4,0,0,0,0,10,0,0,5,0,4,11,3,4,0,26,4,4,7,5,11,9,0,4,6,42
202011018,0,7,4,0,11,13,3,7,7,50,7,0,3,3,3,7,3,23,0,42,29,43,29,28,225,274,93,105,6,826,3,9,0,11,21,75,8,26,0,145,23,26,30,28,135,280,72,159,9,763,0,18,0,6,35,26,14,14,0,117,35,185,120,73,146,128,40,67,10,808,75,282,124,51,120,71,21,55,9,818,15,17,6,3,37,60,24,35,7,213,11,12,10,3,95,30,13,18,0,184,18,15,17,21,248,211,70,104,3,693,7,9,9,3,42,28,10,42,0,152,16,25,24,28,136,120,31,94,0,464,6,42,22,25,82,35,10,16,0,235,52,32,29,46,248,251,56,80,4,805,12,40,33,43,120,61,38,62,4,404,54,117,150,214,380,359,65,165,15,1511,18,35,16,5,24,19,4,10,4,126,15,39,21,13,81,89,28,50,6,339,17,33,16,7,53,55,13,30,78,307
202011019,0,0,0,0,3,0,0,5,0,15,0,0,3,0,3,4,0,11,0,27,12,10,14,11,46,35,7,17,0,149,0,0,0,0,6,15,0,3,0,26,10,17,9,23,58,75,17,34,3,241,0,0,0,4,8,0,0,0,0,24,0,15,17,3,19,15,9,9,0,101,6,73,15,5,10,3,0,7,0,126,3,3,4,0,18,21,7,30,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,0,8,0,25,0,0,0,0,0,3,0,0,0,5,0,5,0,4,0,0,0,6,0,23,0,4,0,4,3,7,5,3,0,22,0,3,0,0,0,11,0,0,0,22,0,11,8,4,27,8,0,8,0,60,4,12,9,10,20,19,8,9,0,84,3,6,0,0,3,3,0,3,0,21,0,3,3,0,17,16,3,9,0,56,0,7,0,0,14,11,4,0,16,62
202011020,0,7,0,14,17,9,6,11,0,61,0,0,0,0,5,3,3,14,0,32,11,18,16,20,122,147,43,82,0,453,0,0,0,0,14,20,3,17,0,61,19,26,30,22,162,355,112,184,14,907,0,3,7,7,50,49,20,20,5,160,3,58,32,18,44,43,14,25,3,232,10,117,24,6,15,10,8,11,0,203,8,21,18,14,42,57,21,97,0,279,4,0,0,4,5,4,0,0,0,18,0,4,3,3,9,7,0,3,0,36,0,0,0,5,0,12,3,4,0,24,6,25,9,13,47,73,29,37,0,246,0,26,9,7,9,13,3,3,0,84,9,4,6,5,41,35,10,21,0,129,8,15,13,10,48,26,15,27,0,156,12,24,33,33,43,42,13,29,0,230,4,14,0,0,4,6,0,4,0,33,5,13,7,8,46,56,13,26,0,169,5,23,10,8,34,67,5,34,30,219
