POW_SA2_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,5,0,4,0,0,5,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,10,13,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,9,0,0,0,0,0
206041121,0,0,0,0,0,0,0,0,0,0,3,13,3,0,26,0,0,0,0,3,8,34,7,0,51,3,12,3,0,18,0,21,4,0,26,0,22,3,0,21,5,3,0,0,11,0,6,0,0,8,4,8,0,0,12,0,4,0,0,9,36,43,6,0,87,0,14,5,0,19,5,0,4,0,6,3,4,0,0,4,4,10,0,0,15,6,0,0,0,10,0,12,4,0,15,5,12,0,0,17,96,228,44,0,363,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,0,0,4,17,6,0,0,20,0,0,0,0,4,7,6,0,0,15,3,3,3,0,9,14,0,0,0,14,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,71,3,0,0,73,9,0,0,0,9,0,0,0,0,0,13,0,0,0,18,27,3,0,0,27,16,0,0,0,13,25,0,0,0,23
206041124,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,11,0,0,26,0,0,0,0,0,0,0,0,0,0,3,14,7,0,22,8,3,0,0,8,3,0,0,0,3,0,8,3,0,15,0,0,0,0,0,20,11,6,0,35,5,0,0,0,5,0,3,0,0,3,9,10,0,0,18,8,27,4,0,36,0,9,0,0,9,0,0,0,0,0,11,14,0,0,29,79,103,21,0,212,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,16,5,0,0,21,0,0,0,0,0,6,3,4,0,9,0,3,0,0,4,10,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,39,3,0,0,44,13,0,0,0,14,3,0,0,0,3,36,3,0,0,42,44,25,0,0,76,13,0,0,0,13,8,0,0,0,8
206041125,0,0,4,0,7,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,11,11,5,0,24,7,8,0,0,10,9,10,3,0,20,0,30,10,0,40,0,4,0,0,9,3,3,0,0,7,20,26,8,0,53,13,6,5,0,30,45,44,8,0,100,6,7,3,0,22,0,0,0,0,0,10,6,4,0,20,12,24,5,0,42,0,7,0,0,8,5,0,3,0,5,7,18,0,0,32,166,207,51,0,425,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,26,4,0,0,26,0,0,0,0,0,12,4,6,0,27,3,3,0,0,9,3,3,0,0,11,10,0,0,0,10,7,3,0,0,8,4,0,0,0,3,56,4,0,0,61,18,0,0,0,22,0,0,0,0,0,27,0,0,0,27,55,29,0,0,77,18,0,0,0,18,6,3,0,0,9
206041127,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,0,0,0,0,0,4,8,4,0,14,0,16,3,0,22,0,3,0,0,4,0,0,0,0,0,36,15,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,0,0,17,62,63,15,0,140,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
206041503,0,0,0,0,6,0,0,0,0,4,16,44,5,0,63,3,0,0,0,6,37,43,18,0,98,13,26,0,0,34,42,118,17,0,174,16,200,65,0,282,32,11,6,0,53,17,17,3,0,45,86,189,59,0,334,29,57,59,0,150,168,335,189,0,690,22,49,7,0,84,16,15,7,0,37,17,38,17,0,67,42,94,7,0,139,5,22,7,0,36,19,72,0,0,94,46,99,15,0,163,618,1432,479,4,2541,0,0,0,0,0,0,0,0,0,0,42,6,0,0,49,6,0,0,0,6,42,11,0,0,49,0,0,0,0,0,49,31,5,0,86,21,19,3,0,42,93,0,0,0,96,23,0,0,0,23,44,12,3,0,60,21,3,0,0,25,174,38,234,0,441,37,8,0,0,45,17,3,0,0,19,39,0,0,0,38,142,49,0,0,190,41,5,0,0,47,96,11,0,0,108
206041504,0,0,0,0,0,0,0,0,0,0,3,8,0,0,13,0,0,0,0,0,11,20,4,0,29,3,5,0,0,8,42,83,11,0,139,11,95,13,0,127,11,0,0,0,14,3,3,5,0,11,14,26,4,0,46,14,36,6,0,54,55,114,49,0,215,7,12,3,0,25,3,6,0,0,9,7,15,8,0,25,4,10,0,0,17,0,7,0,0,9,8,25,0,0,31,20,19,5,0,42,217,491,102,0,811,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,31,0,0,0,31,3,0,0,0,3,69,32,0,0,106,8,8,0,0,19,23,0,0,0,23,10,0,0,0,12,9,0,0,0,13,3,0,0,0,7,98,21,3,0,126,16,0,0,0,20,4,0,0,0,4,26,5,0,0,29,27,0,0,0,34,21,0,0,0,23,33,9,0,0,37
206041505,0,7,4,0,5,0,0,0,0,5,9,11,4,0,24,7,9,6,0,24,56,83,16,0,153,10,14,3,0,30,30,82,8,0,123,18,213,42,0,274,30,9,5,0,41,18,31,4,0,52,125,267,62,0,456,41,87,40,0,163,349,960,537,3,1851,54,116,37,0,210,23,46,10,0,79,25,98,27,0,151,30,63,7,0,100,10,18,3,0,27,15,44,3,0,55,62,85,11,3,170,910,2246,831,13,3992,5,0,0,0,5,8,0,0,0,7,8,6,0,0,17,10,0,0,0,10,106,13,0,0,120,9,6,0,0,7,39,13,0,0,50,33,19,3,0,61,60,0,0,0,64,22,0,0,0,27,56,23,0,0,82,23,3,3,0,27,1380,392,560,6,2338,54,8,12,0,86,80,10,0,0,91,79,9,4,0,85,112,20,0,0,123,49,4,0,0,50,62,11,0,0,69
206041506,0,3,0,0,0,0,0,0,0,0,8,14,3,0,29,0,0,0,0,0,16,36,22,6,81,6,17,4,0,22,11,27,7,0,48,5,59,9,0,72,23,15,9,0,47,6,7,0,0,13,13,9,0,0,27,3,7,0,0,13,52,117,20,0,193,12,15,11,0,43,4,0,0,0,3,9,7,3,0,22,10,41,9,0,62,11,10,0,0,21,6,45,0,0,54,9,21,9,0,38,219,466,92,0,783,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,35,7,0,0,45,0,0,0,0,0,19,5,0,0,25,6,14,0,0,24,41,3,0,0,41,9,0,0,0,9,4,3,0,0,10,0,3,0,0,7,104,10,0,0,116,22,0,0,0,23,0,0,0,0,0,33,0,0,0,36,64,29,0,0,95,55,4,0,0,58,44,10,0,0,49
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,3,0,0,0,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,7,14,3,0,32,0,4,0,0,7,8,14,3,0,26,0,30,17,0,50,0,4,5,0,4,4,3,0,0,9,24,19,7,0,41,13,11,7,0,26,36,57,62,0,153,13,8,5,0,22,3,0,0,0,3,6,0,0,0,8,4,6,0,0,9,3,5,0,0,13,0,8,0,0,9,20,12,0,0,37,137,217,115,0,468,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,19,7,0,0,23,5,0,0,0,3,3,0,0,0,3,7,4,0,0,11,11,0,0,0,11,4,0,0,0,11,10,3,0,0,15,6,0,0,0,8,42,9,115,0,159,11,5,0,0,12,0,0,0,0,0,11,0,0,0,9,12,3,0,0,19,21,0,0,0,23,12,0,0,0,16
206041509,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,5,17,3,0,23,3,4,0,0,10,3,9,0,0,17,4,12,0,0,24,7,0,0,0,10,18,8,5,0,26,10,10,0,0,16,10,14,3,0,35,50,46,21,0,121,5,5,3,0,11,14,3,0,0,15,3,0,0,0,6,8,5,0,0,14,7,4,0,0,10,3,3,0,0,7,11,3,4,0,15,156,146,50,0,355,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,3,6,0,0,5,3,3,0,0,11,19,0,0,0,19,31,0,0,0,31,7,0,0,0,7,0,0,0,0,6,75,0,3,0,79,27,0,0,0,26,5,0,0,0,4,28,0,0,0,28,27,0,0,0,30,47,3,0,0,50,9,0,0,0,9
206041510,0,0,0,0,0,0,0,0,0,0,3,4,3,0,15,0,0,0,0,0,10,15,10,0,36,6,5,0,0,13,4,6,5,0,15,5,28,5,0,34,8,9,0,0,19,0,4,0,0,6,8,12,3,0,21,4,18,0,0,20,31,77,6,0,116,8,0,0,0,5,0,4,0,0,4,0,4,0,0,4,6,7,0,0,9,3,3,0,0,5,3,11,4,0,15,5,7,4,0,15,107,205,49,0,356,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,23,5,0,0,30,0,0,0,0,0,4,0,0,0,8,0,9,0,0,6,14,0,0,0,17,4,0,0,0,4,5,0,0,0,3,4,0,0,0,4,54,10,0,0,59,11,0,0,0,16,3,0,0,0,4,11,0,0,0,11,22,11,0,0,29,13,0,0,0,13,10,0,0,0,13
206051128,0,3,0,0,0,0,0,0,0,0,10,12,0,0,26,0,4,0,0,3,34,45,13,0,93,8,12,0,0,25,10,26,0,0,39,6,50,8,0,71,7,3,0,0,14,6,12,4,0,23,57,94,7,0,154,43,70,11,0,123,148,235,53,0,434,14,41,22,0,72,7,8,5,0,18,13,11,8,0,35,28,49,0,0,76,16,16,0,0,35,11,17,0,0,33,35,29,0,0,64,456,751,121,3,1331,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,61,17,0,0,77,5,0,0,0,5,25,5,0,0,30,6,11,0,0,15,8,0,0,0,8,13,0,0,0,13,27,3,0,0,25,19,0,0,0,21,117,31,6,0,160,34,5,0,0,38,5,0,0,0,5,51,4,3,0,55,94,18,0,0,112,34,0,0,0,38,47,0,0,0,52
206051129,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,28,25,0,0,52,9,0,0,0,11,8,16,0,0,23,5,26,0,0,29,4,6,0,0,8,10,3,0,0,16,14,6,0,0,21,5,9,0,0,15,73,45,5,0,128,8,8,0,0,13,0,0,0,0,3,13,5,0,0,21,15,23,0,0,36,15,7,0,0,19,7,10,0,0,21,14,3,0,0,18,224,209,12,0,448,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0,40,8,0,0,47,0,0,0,0,0,11,5,0,0,22,0,9,0,0,12,15,0,0,0,15,20,0,0,0,25,6,0,0,0,6,5,0,0,0,5,112,5,0,0,117,17,4,0,0,21,0,0,0,0,0,43,6,0,0,49,66,4,0,0,70,40,5,0,0,40,32,7,0,0,38
206051130,5,0,0,0,5,3,0,0,0,3,8,8,0,0,19,0,0,0,0,0,26,34,0,0,62,8,8,0,0,13,10,27,0,0,41,11,24,8,3,48,15,8,0,0,22,6,7,0,0,17,27,19,0,0,44,16,23,0,0,41,108,59,0,0,165,12,13,6,0,28,0,3,0,0,0,12,5,0,0,23,14,13,0,0,34,5,3,0,0,9,15,17,0,0,28,14,16,5,0,27,308,297,23,7,633,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,37,9,0,0,44,5,0,0,0,5,11,0,0,0,15,3,9,0,0,15,3,0,0,0,3,5,0,0,0,5,9,0,0,0,14,6,0,0,0,6,81,16,0,0,96,20,0,0,0,17,0,0,0,0,0,24,4,0,0,28,54,10,0,0,66,14,0,0,0,16,33,4,0,0,36
206051134,0,0,0,0,0,0,0,0,0,0,3,10,0,0,12,0,0,0,0,3,16,30,0,0,46,0,12,0,0,17,5,27,3,0,36,4,33,5,0,41,0,0,0,0,0,3,8,0,0,15,0,3,0,0,6,13,16,0,0,27,41,38,0,0,80,8,0,3,0,18,0,0,0,0,0,4,5,0,0,19,18,31,0,0,46,10,9,0,0,22,11,15,0,0,26,7,7,4,0,20,157,257,22,0,436,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,3,0,0,0,3,36,0,0,0,41,4,0,0,0,4,25,9,0,0,35,7,9,0,0,22,22,0,0,0,22,17,0,0,0,18,12,0,0,0,12,0,0,0,0,7,81,7,0,0,86,14,3,0,0,18,0,0,0,0,0,39,0,0,0,40,56,11,0,0,69,30,0,0,0,32,41,4,0,0,50
206051511,0,0,4,0,7,0,0,0,0,0,16,37,22,0,83,0,4,6,0,6,63,113,53,0,228,13,47,8,0,71,17,39,19,0,79,6,15,4,0,26,235,42,27,0,304,19,25,13,0,54,15,16,4,0,32,12,23,7,0,39,37,119,48,0,206,10,27,13,0,48,0,6,4,0,17,4,8,3,0,18,8,15,3,0,22,6,18,6,0,29,20,32,4,0,51,27,44,20,0,95,506,646,258,4,1411,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,78,16,3,0,100,6,0,0,0,12,32,3,0,0,34,3,8,0,0,17,356,7,15,0,375,32,0,0,0,35,0,0,0,0,0,3,0,0,0,3,40,18,0,0,64,42,8,0,0,52,5,3,0,0,6,20,7,0,0,19,17,3,0,0,15,12,0,0,0,14,23,12,0,0,30
206051512,0,0,0,0,4,0,0,0,0,0,3,20,4,0,31,0,0,0,0,0,45,58,24,0,126,7,19,4,0,32,28,84,12,0,123,12,66,17,0,93,9,6,0,0,14,19,31,3,0,52,40,72,19,0,131,22,50,15,0,93,120,310,81,3,509,16,28,9,0,57,0,13,3,0,15,14,20,10,0,40,20,36,6,0,69,11,14,0,3,28,18,21,0,0,39,25,41,10,5,81,408,894,223,5,1542,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,51,13,0,0,62,9,3,0,0,9,31,13,3,0,51,13,13,3,0,28,10,0,0,0,10,14,6,0,0,21,17,0,0,0,18,18,8,3,0,24,136,37,5,0,183,39,7,0,0,46,5,0,0,0,5,45,0,0,0,45,97,20,7,0,119,33,4,0,0,36,41,11,0,0,51
206051513,0,4,0,0,4,0,0,0,0,0,0,16,4,0,17,0,0,0,0,0,26,21,0,0,50,0,7,0,0,10,5,21,0,0,27,7,20,4,0,31,0,0,0,0,0,6,10,0,0,18,8,15,0,0,28,7,13,4,0,26,53,100,25,0,173,18,9,0,0,28,0,3,0,0,6,6,5,0,0,18,5,16,3,0,32,8,10,0,0,20,10,24,0,0,31,9,4,0,0,19,184,303,55,0,533,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,31,3,0,0,33,3,0,0,0,3,15,3,0,0,19,11,4,0,0,10,13,0,0,0,14,16,0,0,0,16,6,0,0,0,8,5,0,0,0,7,87,16,0,0,99,19,0,0,0,18,0,0,0,0,0,30,0,0,0,30,48,4,0,0,52,50,0,0,0,50,38,3,0,0,38
206051514,0,6,0,0,3,4,0,0,0,4,3,6,0,0,11,0,0,0,0,0,20,22,4,0,47,0,4,0,0,4,8,22,0,0,27,6,59,19,0,87,0,3,0,0,7,5,3,0,0,14,21,16,7,0,43,13,21,5,0,36,61,69,18,0,150,11,10,0,0,21,0,0,0,0,4,16,9,6,0,34,21,9,3,0,32,17,13,0,0,27,9,6,0,0,20,9,26,0,0,34,228,317,63,0,606,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,54,4,0,0,58,0,0,0,0,0,18,3,0,0,26,8,8,0,0,16,23,0,0,0,23,17,0,0,0,17,16,0,0,0,12,10,0,0,0,13,101,16,0,0,116,20,0,0,0,20,5,0,0,0,7,29,0,0,0,32,62,6,0,0,64,39,4,0,0,45,46,4,0,0,52
206061135,0,0,0,0,0,0,0,0,0,0,7,16,0,0,24,0,0,0,0,0,8,24,4,0,46,5,6,0,0,13,23,59,9,0,85,9,46,6,0,57,3,3,0,0,9,6,0,0,0,3,19,13,0,0,36,16,15,16,0,47,34,53,7,0,96,11,8,0,0,17,0,0,0,0,0,7,4,0,0,17,19,57,8,0,80,3,5,0,0,9,9,33,0,0,45,8,11,3,0,25,182,368,59,0,610,0,0,0,0,0,0,0,0,0,0,10,5,0,0,11,0,0,0,0,0,38,7,0,0,42,0,0,0,0,0,24,7,0,0,31,4,11,3,0,18,24,0,0,0,24,3,0,0,0,3,13,0,0,0,13,7,3,6,0,18,59,4,5,0,68,27,0,0,0,27,0,0,0,0,0,19,4,0,0,21,96,17,3,0,112,25,5,0,0,25,46,11,0,0,59
206061136,0,0,0,0,0,0,3,0,0,3,4,24,0,0,34,0,0,0,0,0,21,39,4,0,67,8,12,0,0,19,26,79,8,0,118,11,88,19,0,119,7,3,0,0,15,7,20,9,0,29,19,23,3,0,40,15,17,3,0,31,102,169,30,0,298,17,24,5,0,40,3,0,0,0,10,12,23,0,0,40,43,73,9,0,122,7,22,3,0,34,19,53,3,0,75,21,30,13,0,67,343,703,112,3,1158,0,0,0,0,0,0,0,0,0,0,18,4,0,0,23,0,0,0,0,0,49,11,0,0,59,0,0,0,0,0,16,19,0,0,37,18,14,0,0,32,17,0,0,0,13,28,0,0,0,29,7,0,0,0,5,5,0,0,0,12,132,15,4,0,156,35,3,0,0,31,5,0,0,0,5,40,3,0,0,42,139,35,3,0,170,56,5,0,0,62,84,18,0,0,104
206061138,5,0,0,0,4,0,0,0,0,0,10,5,3,0,17,0,0,0,0,0,42,53,3,0,98,3,5,0,0,16,19,17,8,0,47,4,20,6,0,24,4,3,3,0,9,14,5,5,0,16,51,28,0,0,85,39,23,9,0,63,79,49,10,0,141,18,15,0,0,33,3,0,0,0,5,8,3,0,0,12,32,31,5,0,65,8,0,3,0,11,10,16,0,0,24,32,8,3,4,45,359,288,51,3,710,6,0,0,0,6,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,72,14,0,0,90,3,0,0,0,9,8,7,0,0,14,3,5,0,0,11,0,0,0,0,4,6,0,0,0,6,10,0,0,0,6,3,0,0,0,3,82,13,4,0,96,37,0,0,0,38,5,0,0,0,5,33,0,0,0,36,56,25,0,0,83,26,4,0,0,25,29,0,0,0,32
206061515,0,0,0,0,3,0,4,0,0,3,0,4,0,0,5,0,5,3,0,3,13,18,5,0,36,9,5,4,0,16,10,27,7,0,46,9,35,7,0,49,4,4,0,0,4,8,7,3,0,20,23,48,3,0,71,9,41,11,0,52,53,75,15,0,143,6,7,3,0,22,0,3,0,0,3,9,0,0,0,10,14,24,6,0,40,5,5,0,0,17,8,19,0,0,27,8,13,5,0,30,189,338,75,0,606,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,16,5,0,0,19,5,0,0,0,5,10,3,0,0,13,3,7,0,0,9,6,0,0,0,6,14,0,0,0,10,10,3,0,0,13,8,3,0,0,16,79,23,7,0,114,16,9,0,0,25,0,0,0,0,0,21,0,0,0,24,41,8,0,0,46,18,0,0,0,18,37,8,0,0,46
