POW_LGA_CODE_2021,Ad_Dip_300_399_Mng,Ad_Dip_300_399_Pro,Ad_Dip_300_399_TecTW,Ad_Dip_300_399_CoPSW,Ad_Dip_300_399_ClAW,Ad_Dip_300_399_SWks,Ad_Dip_300_399_MaOpDv,Ad_Dip_300_399_Lab,Ad_Dip_300_399_IDNS,Ad_Dip_300_399_Tot,Ad_Dip_400_499_Mng,Ad_Dip_400_499_Pro,Ad_Dip_400_499_TecTW,Ad_Dip_400_499_CoPSW,Ad_Dip_400_499_ClAW,Ad_Dip_400_499_SWks,Ad_Dip_400_499_MaOpDv,Ad_Dip_400_499_Lab,Ad_Dip_400_499_IDNS,Ad_Dip_400_499_Tot,Ad_Dip_500_649_Mng,Ad_Dip_500_649_Pro,Ad_Dip_500_649_TecTW,Ad_Dip_500_649_CoPSW,Ad_Dip_500_649_ClAW,Ad_Dip_500_649_SWks,Ad_Dip_500_649_MaOpDv,Ad_Dip_500_649_Lab,Ad_Dip_500_649_IDNS,Ad_Dip_500_649_Tot,Ad_Dip_650_799_Mng,Ad_Dip_650_799_Pro,Ad_Dip_650_799_TecTW,Ad_Dip_650_799_CoPSW,Ad_Dip_650_799_ClAW,Ad_Dip_650_799_SWks,Ad_Dip_650_799_MaOpDv,Ad_Dip_650_799_Lab,Ad_Dip_650_799_IDNS,Ad_Dip_650_799_Tot,Ad_Dip_800_999_Mng,Ad_Dip_800_999_Pro,Ad_Dip_800_999_TecTW,Ad_Dip_800_999_CoPSW,Ad_Dip_800_999_ClAW,Ad_Dip_800_999_SWks,Ad_Dip_800_999_MaOpDv,Ad_Dip_800_999_Lab,Ad_Dip_800_999_IDNS,Ad_Dip_800_999_Tot,Ad_Dip_1000_1249_Mng,Ad_Dip_1000_1249_Pro,Ad_Dip_1000_1249_TecTW,Ad_Dip_1000_1249_CoPSW,Ad_Dip_1000_1249_ClAW,Ad_Dip_1000_1249_SWks,Ad_Dip_1000_1249_MaOpDv,Ad_Dip_1000_1249_Lab,Ad_Dip_1000_1249_IDNS,Ad_Dip_1000_1249_Tot,Ad_Dip_1250_1499_Mng,Ad_Dip_1250_1499_Pro,Ad_Dip_1250_1499_TecTW,Ad_Dip_1250_1499_CoPSW,Ad_Dip_1250_1499_ClAW,Ad_Dip_1250_1499_SWks,Ad_Dip_1250_1499_MaOpDv,Ad_Dip_1250_1499_Lab,Ad_Dip_1250_1499_IDNS,Ad_Dip_1250_1499_Tot,Ad_Dip_1500_1749_Mng,Ad_Dip_1500_1749_Pro,Ad_Dip_1500_1749_TecTW,Ad_Dip_1500_1749_CoPSW,Ad_Dip_1500_1749_ClAW,Ad_Dip_1500_1749_SWks,Ad_Dip_1500_1749_MaOpDv,Ad_Dip_1500_1749_Lab,Ad_Dip_1500_1749_IDNS,Ad_Dip_1500_1749_Tot,Ad_Dip_1750_1999_Mng,Ad_Dip_1750_1999_Pro,Ad_Dip_1750_1999_TecTW,Ad_Dip_1750_1999_CoPSW,Ad_Dip_1750_1999_ClAW,Ad_Dip_1750_1999_SWks,Ad_Dip_1750_1999_MaOpDv,Ad_Dip_1750_1999_Lab,Ad_Dip_1750_1999_IDNS,Ad_Dip_1750_1999_Tot,Ad_Dip_2000_2999_Mng,Ad_Dip_2000_2999_Pro,Ad_Dip_2000_2999_TecTW,Ad_Dip_2000_2999_CoPSW,Ad_Dip_2000_2999_ClAW,Ad_Dip_2000_2999_SWks,Ad_Dip_2000_2999_MaOpDv,Ad_Dip_2000_2999_Lab,Ad_Dip_2000_2999_IDNS,Ad_Dip_2000_2999_Tot,Ad_Dip_3000_3499_Mng,Ad_Dip_3000_3499_Pro,Ad_Dip_3000_3499_TecTW,Ad_Dip_3000_3499_CoPSW,Ad_Dip_3000_3499_ClAW,Ad_Dip_3000_3499_SWks,Ad_Dip_3000_3499_MaOpDv,Ad_Dip_3000_3499_Lab,Ad_Dip_3000_3499_IDNS,Ad_Dip_3000_3499_Tot,Ad_Dip_3500mo_Mng,Ad_Dip_3500mo_Pro,Ad_Dip_3500mo_TecTW,Ad_Dip_3500mo_CoPSW,Ad_Dip_3500mo_ClAW,Ad_Dip_3500mo_SWks,Ad_Dip_3500mo_MaOpDv,Ad_Dip_3500mo_Lab,Ad_Dip_3500mo_IDNS,Ad_Dip_3500mo_Tot,Ad_Dip_PINS_Mng,Ad_Dip_PINS_Pro,Ad_Dip_PINS_TecTW,Ad_Dip_PINS_CoPSW,Ad_Dip_PINS_ClAW,Ad_Dip_PINS_SWks,Ad_Dip_PINS_MaOpDv,Ad_Dip_PINS_Lab,Ad_Dip_PINS_IDNS,Ad_Dip_PINS_Tot,Ad_Dip_Tot_Mng,Ad_Dip_Tot_Pro,Ad_Dip_Tot_TecTW,Ad_Dip_Tot_CoPSW,Ad_Dip_Tot_ClAW,Ad_Dip_Tot_SWks,Ad_Dip_Tot_MaOpDv,Ad_Dip_Tot_Lab,Ad_Dip_Tot_IDNS,Ad_Dip_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot
LGA21270,0,3,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,12,8,0,0,9,6,0,0,4,0,23,10,5,3,4,0,0,4,0,0,25,10,10,0,9,3,0,0,3,0,33,9,13,0,12,3,5,0,5,0,48,14,0,0,4,3,0,4,3,0,30,3,6,0,0,6,0,0,0,0,19,5,9,0,0,0,0,0,0,0,17,5,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,86,48,10,44,29,11,8,16,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
LGA21370,5,4,0,10,6,6,0,4,0,36,8,12,8,24,13,10,0,11,3,81,25,7,5,39,19,14,4,17,4,136,23,19,15,51,26,21,0,8,0,168,36,30,26,71,39,11,0,25,7,238,41,62,34,91,43,12,3,21,3,292,33,51,15,49,25,3,3,11,0,195,31,31,10,20,21,7,5,4,0,137,32,27,5,25,9,7,4,10,0,117,47,36,18,31,9,3,0,10,0,152,12,8,0,0,0,3,0,0,0,31,22,7,3,3,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,12,346,292,142,427,225,95,34,111,26,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,4,8,3,0,0,0,0,14,0,0,0,12,7,3,0,4,0,33
LGA21450,9,13,15,40,16,20,12,17,0,146,19,15,22,58,35,31,5,12,0,203,29,27,38,102,43,37,14,36,0,324,37,30,42,157,69,45,22,43,0,447,53,62,84,167,74,47,39,48,6,580,74,59,81,115,80,31,50,58,3,560,70,49,49,59,87,19,20,12,6,372,65,52,45,41,56,19,16,9,0,314,56,44,26,30,26,6,7,4,3,212,89,55,38,50,24,8,6,5,4,279,24,10,5,6,5,3,0,0,0,43,34,16,7,5,4,5,0,0,0,73,10,6,0,7,4,0,0,0,7,34,582,471,474,902,563,285,205,267,49,3795,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,6,0,3,0,17,0,5,0,10,4,4,0,0,0,23,0,5,0,12,9,3,0,7,0,38,3,4,3,18,7,8,3,4,3,64
LGA21610,25,28,31,103,61,66,16,47,3,379,27,42,38,163,62,81,37,67,4,518,51,75,92,343,109,122,59,95,10,956,89,131,128,446,171,129,73,116,24,1315,129,154,216,575,257,150,125,149,17,1766,191,186,261,424,267,130,143,93,20,1719,163,198,178,185,229,76,75,49,13,1162,152,188,118,120,134,41,34,26,4,824,113,142,46,90,78,18,11,10,3,517,219,164,67,87,77,41,16,17,9,693,52,28,9,7,9,7,0,10,0,126,85,21,19,10,13,13,5,0,4,160,5,8,9,15,5,4,4,3,10,68,1332,1425,1254,2713,1532,960,608,726,131,10688,6,0,3,0,0,0,0,3,0,15,0,0,0,4,0,8,0,5,0,21,0,0,0,8,10,12,0,9,0,51,10,3,0,23,6,8,4,0,0,52,3,4,0,21,7,14,0,6,0,69,7,7,15,46,25,26,7,16,0,154
LGA21670,5,0,0,7,3,0,0,0,0,14,0,3,0,0,6,6,0,0,0,18,3,0,0,12,7,6,0,0,0,32,7,9,0,27,17,9,0,0,0,67,3,14,12,28,8,5,0,8,0,72,12,15,5,25,6,3,0,4,0,63,8,7,5,16,4,0,0,0,0,46,5,11,3,18,0,6,0,0,0,42,6,3,0,3,3,0,0,0,0,23,6,4,3,15,5,0,0,0,0,29,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,75,37,158,50,24,7,23,4,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,5,0,0,0,11
LGA21750,7,3,0,8,0,3,0,0,0,35,12,6,0,16,4,9,3,7,0,57,17,11,7,19,8,5,0,10,0,86,20,13,3,27,17,13,0,19,0,112,20,16,21,38,22,10,3,21,3,153,27,16,21,46,31,8,7,27,3,189,23,22,9,21,7,3,5,5,0,115,18,14,8,22,21,0,0,9,0,97,22,13,7,25,0,0,0,6,0,71,37,20,9,28,10,0,0,0,3,107,0,0,0,0,0,0,0,0,0,6,8,8,0,0,0,3,0,0,0,23,3,0,0,3,0,0,0,4,0,11,247,154,96,261,130,61,28,111,14,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,7,3,0,0,3,0,0,0,0,0,7,0,0,0,7,0,4,0,0,0,18
LGA21830,5,3,0,0,0,0,0,4,0,16,9,0,0,7,5,4,0,3,0,29,11,8,3,12,4,5,0,4,0,42,13,6,0,15,9,0,0,9,0,62,16,9,7,15,16,5,0,12,0,90,26,20,7,36,13,9,3,5,0,114,39,9,4,11,3,0,0,11,0,85,41,12,3,15,4,3,0,0,0,80,15,11,4,3,0,0,0,0,0,34,36,6,9,14,6,5,4,6,0,76,0,3,4,0,0,0,0,0,0,8,18,5,13,0,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,16,247,91,58,143,55,39,19,57,6,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,11
LGA21890,15,18,18,69,21,40,10,29,0,214,19,25,25,85,31,48,11,30,8,286,32,55,59,162,66,64,18,62,5,526,50,75,96,209,87,68,39,48,4,681,77,95,133,250,139,72,66,47,10,893,117,160,154,286,173,72,47,54,6,1074,93,141,103,151,138,42,40,14,11,735,114,165,85,104,86,29,22,16,5,623,113,96,53,69,52,18,15,7,10,428,206,131,68,91,51,21,7,3,7,591,48,23,12,10,12,6,3,0,0,114,61,33,7,3,3,0,0,5,0,111,8,8,6,8,0,5,5,4,6,57,971,1055,855,1546,901,537,288,350,85,6580,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,7,0,12,4,0,0,3,0,9,4,5,0,28,8,7,3,11,3,12,0,6,0,42,10,0,3,10,4,9,0,5,0,39,5,0,3,16,5,8,0,0,3,52
LGA22110,9,4,3,22,15,15,0,11,0,82,12,11,7,30,17,7,5,5,3,100,23,21,21,61,33,13,0,10,0,185,28,36,14,89,42,12,4,25,0,244,24,53,13,70,38,29,9,23,8,260,40,74,26,104,69,9,10,20,3,351,33,70,17,53,38,3,8,5,11,236,44,64,17,36,35,6,0,7,6,215,34,26,8,24,13,5,3,7,4,131,55,37,5,46,14,7,0,0,3,164,19,6,0,3,3,0,0,0,0,31,24,5,0,6,0,7,0,0,0,39,0,0,0,0,6,0,0,6,0,21,360,413,143,564,318,113,44,124,42,2124,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,4,0,3,0,4,0,4,0,10,3,0,0,5,0,0,0,3,0,11,0,0,0,5,0,0,0,6,0,12,9,0,0,14,8,4,7,14,0,50
LGA22170,12,27,11,54,25,26,4,23,0,181,23,33,27,86,46,50,7,30,4,301,31,45,40,155,93,69,12,42,9,498,41,83,56,234,128,59,20,62,3,695,71,128,93,301,195,69,47,61,15,975,102,164,129,281,207,58,35,44,10,1035,99,166,90,164,147,37,25,16,11,766,113,164,64,123,93,21,25,17,12,634,96,129,47,73,58,19,7,8,4,452,172,150,52,85,56,23,10,8,4,572,47,22,12,14,3,0,5,0,0,102,45,16,6,8,12,8,0,4,0,93,9,5,4,18,11,3,0,4,6,58,882,1171,656,1655,1129,488,216,341,90,6626,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,15,0,0,0,6,0,9,0,8,0,24,0,0,0,9,5,3,0,6,0,38,0,0,0,13,12,8,0,7,0,45,4,4,9,26,16,5,0,7,0,79
LGA22250,7,0,4,0,0,0,0,0,0,9,8,3,0,3,0,0,0,3,0,20,7,9,6,4,0,3,0,3,0,30,4,4,3,10,5,0,0,6,0,33,4,8,5,27,3,3,0,3,4,55,8,14,3,9,8,3,0,0,0,51,12,17,0,7,8,0,0,0,0,45,3,10,4,11,6,0,0,0,0,37,9,8,4,4,8,0,0,0,0,24,15,8,0,7,0,0,0,0,0,31,0,0,0,4,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,93,75,28,84,44,13,4,24,4,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8
LGA22310,15,22,21,64,22,14,0,19,0,185,15,36,27,82,29,34,3,20,3,253,27,48,47,139,49,23,7,30,3,387,45,67,79,178,79,49,10,34,4,531,53,85,112,251,99,38,19,39,5,702,70,131,161,228,153,38,10,38,9,843,94,121,55,94,102,28,6,13,4,510,76,114,63,56,74,26,5,10,5,424,66,88,31,40,52,17,8,6,4,311,119,120,37,28,49,30,9,8,7,396,30,29,8,4,7,10,0,0,0,93,70,46,8,6,18,13,0,0,3,164,6,8,5,4,0,3,0,6,4,34,705,941,672,1230,759,352,83,246,63,5048,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,12,9,0,0,11,5,3,0,3,0,26,0,0,0,11,5,7,0,0,0,23,0,0,0,9,3,4,0,4,0,35,9,6,12,22,11,0,4,0,0,62
LGA22410,5,7,0,11,0,0,0,0,0,29,9,3,3,11,4,5,5,7,0,35,11,15,8,16,6,0,0,6,0,62,6,7,7,21,14,10,0,3,0,76,16,20,6,32,18,6,0,5,0,103,14,18,9,28,21,0,9,5,0,108,15,19,3,25,8,0,9,0,0,82,20,19,0,13,6,5,0,0,0,70,19,10,4,17,3,0,3,0,0,54,24,13,9,22,9,0,6,0,3,88,4,0,0,0,4,0,0,0,0,6,7,4,0,4,3,0,0,0,0,17,4,3,0,0,0,0,0,0,0,11,164,141,52,206,107,32,36,41,7,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,14,4,0,0,4,0,0,0,0,0,14
LGA22490,0,9,0,10,0,0,0,0,0,25,4,3,0,10,4,0,0,4,0,28,3,5,3,9,8,6,0,4,0,42,8,0,12,20,11,0,0,5,0,60,10,4,7,19,7,0,0,6,3,56,23,3,16,11,17,4,0,14,0,87,3,7,11,5,12,0,0,0,0,40,13,4,5,0,10,0,0,0,0,35,7,0,0,3,7,3,0,3,0,28,20,9,3,4,7,0,0,0,0,42,3,4,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,110,57,68,90,82,31,7,54,6,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA22620,5,14,9,41,23,23,8,14,0,139,21,21,12,64,35,24,3,23,3,208,27,38,39,135,71,41,11,30,7,399,37,60,41,200,81,39,16,41,4,524,62,96,92,292,139,45,30,62,13,836,91,175,104,234,154,48,28,34,6,886,79,172,70,158,140,26,28,22,6,702,86,176,44,124,96,22,21,7,5,586,85,139,31,82,57,14,11,4,7,423,187,137,58,118,53,18,6,8,10,585,40,21,9,9,8,5,0,0,0,98,41,37,3,6,12,13,0,0,0,107,3,6,0,3,0,0,0,3,4,26,775,1125,527,1523,883,332,171,261,68,5668,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4,0,17,0,3,0,0,4,0,0,3,0,17,5,0,3,7,5,0,0,5,0,27,4,0,8,7,5,9,4,0,0,38,5,4,7,28,20,16,6,13,0,98
LGA22670,21,28,30,59,49,51,27,46,3,316,27,34,58,62,64,54,37,64,10,407,49,51,64,175,137,76,93,83,10,744,68,91,113,209,241,91,133,151,19,1122,126,145,252,326,428,112,384,255,28,2051,218,233,359,254,582,152,453,198,54,2504,205,268,245,207,419,94,217,80,26,1768,283,249,201,149,261,81,134,45,18,1420,254,205,144,119,147,47,55,28,9,1013,532,248,134,167,127,82,61,19,11,1379,144,23,24,16,21,19,9,6,5,273,201,41,18,3,13,16,5,3,6,303,12,11,8,10,13,6,5,3,18,89,2168,1667,1671,1837,2555,915,1647,1022,232,13711,0,0,0,6,0,0,0,4,0,15,0,4,4,0,6,0,0,0,0,19,0,0,4,14,3,4,4,12,4,43,0,0,3,4,13,5,4,10,0,43,7,4,9,20,4,9,4,11,3,68,4,0,17,30,17,17,6,23,6,125
LGA22750,27,29,37,128,65,71,13,40,5,412,31,62,63,190,97,80,16,71,6,618,64,99,82,378,164,115,45,89,12,1046,84,173,151,460,213,98,56,81,11,1323,149,214,252,582,353,133,91,125,16,1926,226,388,320,534,452,121,121,100,27,2292,237,375,177,326,378,82,56,44,22,1683,227,365,184,242,259,59,39,24,16,1417,213,292,128,162,136,19,11,19,20,993,443,365,179,200,157,46,22,23,18,1455,107,48,31,20,25,7,4,4,5,248,138,79,39,29,24,19,12,0,9,345,15,10,14,21,18,5,7,4,15,108,1987,2558,1680,3405,2405,921,501,686,179,14319,0,5,0,4,5,0,0,0,0,10,0,0,0,9,0,3,0,4,0,20,0,0,0,19,5,8,4,7,0,50,3,0,3,24,12,14,3,9,0,74,0,0,7,18,16,23,0,6,3,80,8,7,6,46,27,23,0,18,0,140
LGA22830,16,7,0,35,13,3,0,13,0,89,14,17,15,36,25,16,3,22,3,146,15,30,17,68,34,17,3,32,3,224,27,43,27,136,60,30,8,41,4,365,41,62,36,172,95,23,27,52,3,509,70,98,65,169,103,28,24,33,3,596,80,114,53,119,72,4,14,24,5,478,84,107,28,86,63,9,13,11,3,406,69,79,12,46,34,11,8,9,8,264,128,73,29,53,32,9,4,6,3,334,23,19,6,5,9,0,0,0,0,55,41,12,4,5,9,4,0,0,0,71,4,3,0,7,0,5,0,0,4,18,636,671,292,940,551,160,107,243,39,3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,3,0,4,0,18,0,0,0,9,0,0,0,0,0,13,4,0,0,9,5,4,0,5,0,29,0,0,3,3,3,13,4,3,0,35
LGA22910,8,4,0,5,0,0,0,3,0,29,6,6,5,10,6,3,0,8,0,57,13,4,6,27,17,10,0,4,0,83,15,5,10,25,10,4,0,7,0,76,14,15,20,34,12,11,6,7,0,112,22,12,17,25,22,0,0,16,0,108,21,3,8,17,10,7,0,0,0,68,14,17,14,11,9,3,0,0,0,65,5,5,6,5,6,0,0,0,0,30,11,5,0,7,0,3,0,0,0,29,4,3,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,149,91,105,175,88,40,8,62,9,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,4,3,4,0,0,0,12
LGA22980,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,6,9,0,0,3,0,18,0,3,0,6,0,0,0,7,0,26,0,4,0,10,5,0,4,9,0,30,3,13,0,13,10,0,7,0,0,43,7,4,0,3,5,0,0,0,0,28,5,6,0,8,0,0,0,0,0,20,3,0,0,3,0,0,0,0,0,10,9,11,0,0,5,0,0,0,0,18,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,50,7,52,36,3,10,18,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA23110,6,10,9,39,19,20,7,10,4,123,8,19,18,56,13,21,11,24,0,168,16,36,25,92,30,29,16,30,3,273,20,31,54,108,44,39,46,35,5,379,39,55,78,146,91,40,67,65,13,593,68,51,113,122,124,38,97,48,7,667,56,69,73,51,88,21,66,19,6,451,71,83,69,52,64,15,55,17,7,421,64,48,56,34,34,15,30,17,5,294,172,115,103,60,53,14,43,15,10,593,51,23,29,6,10,7,6,5,4,139,84,28,29,3,10,10,7,4,3,178,3,0,5,3,3,0,3,8,0,31,671,582,672,811,591,284,451,298,68,4434,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,0,4,9,3,5,0,5,0,27,0,0,3,6,0,4,0,5,0,27,0,4,4,9,5,7,5,9,0,43
LGA23190,3,0,0,7,4,5,0,4,0,27,0,6,3,18,13,5,0,8,0,50,11,12,3,24,15,5,0,0,4,70,9,19,9,25,17,16,5,4,0,104,25,21,11,41,28,10,3,8,0,148,20,50,18,48,43,4,5,12,0,200,30,31,14,30,29,4,5,10,0,153,46,26,3,32,8,5,0,0,3,127,18,22,5,17,5,4,0,0,5,80,30,25,12,36,9,6,0,0,0,119,6,7,0,0,6,0,0,0,0,18,16,14,0,0,4,0,0,0,0,31,0,0,0,6,0,0,0,0,0,4,230,229,80,298,184,54,22,45,10,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,0,9
LGA23270,13,27,31,78,47,48,44,42,5,342,30,37,76,125,70,63,50,68,5,525,45,53,71,240,129,104,87,78,14,814,67,56,135,303,174,119,163,139,12,1169,122,109,220,403,324,139,268,194,28,1802,211,165,309,388,413,116,324,153,21,2105,204,172,238,214,335,82,207,81,24,1549,231,180,209,172,258,65,150,52,23,1337,201,159,142,100,144,35,59,29,8,869,445,313,225,178,169,42,44,35,10,1458,114,92,64,11,28,6,5,3,0,336,131,238,48,15,17,11,7,5,3,479,13,17,4,3,17,4,9,6,9,86,1847,1647,1801,2324,2177,910,1434,907,182,13225,3,0,0,0,6,0,0,5,0,16,0,0,0,0,0,7,0,9,0,16,5,3,0,12,12,7,0,5,0,45,0,4,9,11,3,8,4,5,0,48,3,0,8,18,11,10,3,6,0,65,4,3,14,41,34,21,12,19,6,151
LGA23350,9,0,0,6,0,0,0,4,0,17,4,5,3,10,3,7,0,4,0,32,8,15,3,19,4,4,0,6,0,57,10,10,5,18,7,4,0,3,0,59,4,7,7,19,12,3,0,4,0,70,20,10,3,37,26,3,3,12,4,122,20,11,7,16,14,3,0,3,0,68,16,6,4,3,10,0,3,10,0,41,12,3,0,6,3,0,0,0,0,32,21,12,9,3,6,0,0,0,0,61,6,5,0,3,0,0,0,0,0,15,6,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,146,96,46,148,80,29,19,47,6,613,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,9
LGA23430,13,32,34,62,40,31,12,40,3,270,26,32,36,104,43,71,25,51,3,399,37,52,65,170,109,98,43,73,6,665,93,72,124,214,162,103,69,102,7,950,122,127,243,335,219,130,169,177,16,1546,210,203,275,253,318,108,181,128,20,1693,225,214,235,159,253,101,96,60,18,1355,241,160,149,108,176,72,67,21,23,1015,185,145,102,52,72,24,18,16,9,633,382,234,142,118,90,74,18,19,7,1081,112,42,15,10,21,14,0,4,0,218,197,60,18,9,13,19,6,5,3,325,12,8,13,13,15,7,7,5,12,88,1897,1412,1482,1671,1568,915,726,743,144,10581,3,0,0,4,0,0,0,0,0,10,0,0,0,7,0,3,0,3,0,18,0,0,0,9,5,11,0,8,0,40,3,3,7,15,13,5,0,9,3,50,7,0,3,15,13,17,3,12,0,69,3,4,9,29,21,17,11,17,4,104
